Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-05-2019,,,,,,,,
B52D0201,002,14-11-2000,123,133,3172,,,,,,
B52D0201,002,28-11-2000,110,120,3185,,,,,,
B52D0201,002,14-12-2000,108,118,3187,,,,,,
B52D0201,002,03-01-2001,110,120,3185,,,,,,
B52D0201,002,18-02-2001,190,200,3105,,,,,,
B52D0201,002,16-03-2001,106,116,3189,,,,,,
B52D0201,002,18-04-2001,100,110,3195,,,,,,
B52D0201,002,15-05-2001,135,145,3160,,,,,,
B52D0201,002,29-05-2001,158,168,3137,,,,,,
B52D0201,002,15-06-2001,174,184,3121,,,,,,
B52D0201,002,28-06-2001,191,201,3104,,,,,,
B52D0201,002,15-08-2001,194,204,3101,,,,,,
B52D0201,002,28-08-2001,198,208,3097,,,,,,
B52D0201,002,14-10-2001,147,157,3148,,,,,,
B52D0201,002,29-10-2001,152,162,3143,,,,,,
B52D0201,002,14-11-2001,147,157,3148,,,,,,
B52D0201,002,28-11-2001,131,141,3164,,,,,,
B52D0201,002,14-12-2001,128,138,3167,,,,,,
B52D0201,002,02-01-2002,109,119,3186,,,,,,
B52D0201,002,14-01-2002,122,132,3173,,,,,,
B52D0201,002,29-01-2002,92,102,3203,,,,,,
B52D0201,002,18-02-2002,190,200,3105,,,,,,
B52D0201,002,04-03-2002,98,108,3197,,,,,,
B52D0201,002,15-03-2002,110,120,3185,,,,,,
B52D0201,002,28-03-2002,115,125,3180,,,,,,
B52D0201,002,15-04-2002,137,147,3158,,,,,,
B52D0201,002,26-04-2002,122,132,3173,,,,,,
B52D0201,002,14-05-2002,126,136,3169,,,,,,
B52D0201,002,29-05-2002,154,164,3141,,,,,,
B52D0201,002,14-06-2002,165,175,3130,,,,,,
B52D0201,002,28-06-2002,182,192,3113,,,,,,
B52D0201,002,15-07-2002,162,172,3133,,,,,,
B52D0201,002,30-07-2002,178,188,3117,,,,,,
B52D0201,002,13-08-2002,182,192,3113,,,,,,
B52D0201,002,28-08-2002,138,148,3157,,,,,,
B52D0201,002,13-09-2002,170,180,3125,,,,,,
B52D0201,002,30-09-2002,175,185,3120,,,,,,
B52D0201,002,14-10-2002,177,187,3118,,,,,,
B52D0201,002,28-10-2002,170,180,3125,,,,,,
B52D0201,002,14-11-2002,110,120,3185,,,,,,
B52D0201,002,28-11-2002,117,127,3178,,,,,,
B52D0201,002,16-12-2002,128,138,3167,,,,,,
B52D0201,002,15-01-2003,112,122,3183,,,,,,
B52D0201,002,12-02-2003,115,125,3180,,,,,,
B52D0201,002,21-02-2003,128,138,3167,,,,,,
B52D0201,002,28-02-2003,128,138,3167,,,,,,
B52D0201,002,14-03-2003,126,136,3169,,,,,,
B52D0201,002,14-04-2003,134,144,3161,,,,,,
B52D0201,002,28-04-2003,128,138,3167,,,,,,
B52D0201,002,14-05-2003,147,157,3148,,,,,,
B52D0201,002,28-05-2003,130,140,3165,,,,,,
B52D0201,002,16-06-2003,169,179,3126,,,,,,
B52D0201,002,27-06-2003,180,190,3115,,STAND GEWIJZIGD,,,,
B52D0201,002,14-07-2003,193,203,3102,,,,,,
B52D0201,002,28-07-2003,220,230,3075,,,,,,
B52D0201,002,14-08-2003,230,240,3065,,,,,,
B52D0201,002,28-08-2003,236,246,3059,,,,,,
B52D0201,002,15-09-2003,230,240,3065,,,,,,
B52D0201,002,29-09-2003,235,245,3060,,,,,,
B52D0201,002,14-10-2003,213,223,3082,,,,,,
B52D0201,002,28-10-2003,212,222,3083,,,,,,
B52D0201,002,14-11-2003,203,213,3092,,,,,,
B52D0201,002,28-11-2003,190,200,3105,,,,,,
B52D0201,002,15-12-2003,165,175,3130,,,,,,
B52D0201,002,14-01-2004,120,130,3175,,,,,,
B52D0201,002,28-01-2004,120,130,3175,,,,,,
B52D0201,002,16-02-2004,112,122,3183,,,,,,
B52D0201,002,01-03-2004,125,135,3170,,,,,,
B52D0201,002,15-03-2004,122,132,3173,,,,,,
B52D0201,002,29-03-2004,130,140,3165,,,,,,
B52D0201,002,14-04-2004,132,142,3163,,,,,,
B52D0201,002,29-04-2004,126,136,3169,,,,,,
B52D0201,002,17-05-2004,132,142,3163,,,,,,
B52D0201,002,28-05-2004,155,165,3140,,,,,,
B52D0201,002,15-06-2004,168,178,3127,,,,,,
B52D0201,002,28-06-2004,180,190,3115,,,,,,
B52D0201,002,14-07-2004,180,190,3115,,,,,,
B52D0201,002,28-07-2004,128,138,3167,,,,,,
B52D0201,002,16-08-2004,182,192,3113,,,,,,
B52D0201,002,30-08-2004,140,150,3155,,,,,,
B52D0201,002,15-09-2004,178,188,3117,,,,,,
B52D0201,002,27-09-2004,145,155,3150,,,,,,
B52D0201,002,15-10-2004,160,170,3135,,,,,,
B52D0201,002,29-10-2004,158,168,3137,,,,,,
B52D0201,002,15-11-2004,136,146,3159,,,,,,
B52D0201,002,14-12-2004,120,130,3175,,,,,,
B52D0201,002,04-01-2005,110,120,3185,,,,,,
B52D0201,002,18-01-2005,112,122,3183,,,,,,
B52D0201,002,28-01-2005,102,112,3193,,,,,,
B52D0201,002,15-02-2005,90,100,3205,,,,,,
B52D0201,002,28-02-2005,110,120,3185,,,,,,
B52D0201,002,15-03-2005,105,115,3190,,STAND GEWIJZIGD,,,,
B52D0201,002,29-03-2005,109,119,3186,,,,,,
B52D0201,002,14-04-2005,124,134,3171,,,,,,
B52D0201,002,28-04-2005,122,132,3173,,,,,,
B52D0201,002,13-05-2005,125,135,3170,,,,,,
B52D0201,002,27-05-2005,148,158,3147,,,,,,
B52D0201,002,14-06-2005,160,170,3135,,,,,,
B52D0201,002,28-06-2005,195,205,3100,,,,,,
B52D0201,002,13-07-2005,190,200,3105,,,,,,
B52D0201,002,29-07-2005,202,212,3093,,,,,,
B52D0201,002,16-08-2005,210,220,3085,,,,,,
B52D0201,002,29-08-2005,,,,D,,,,,
B52D0201,002,15-09-2005,216,226,3079,,,,,,
B52D0201,002,30-09-2005,,,,D,,,,,
B52D0201,002,14-10-2005,222,232,3073,,,,,,
B52D0201,002,28-10-2005,210,220,3085,,,,,,
B52D0201,002,15-11-2005,198,208,3097,,,,,,
B52D0201,002,30-11-2005,180,190,3115,,,,,,
B52D0201,002,12-12-2005,161,171,3134,,,,,,
B52D0201,002,13-01-2006,148,158,3147,,,,,,
B52D0201,002,30-01-2006,150,160,3145,,,,,,
B52D0201,002,14-02-2006,137,147,3158,,,,,,
B52D0201,002,02-03-2006,113,123,3182,,,,,,
B52D0201,002,14-03-2006,110,120,3185,,,,,,
B52D0201,002,27-03-2006,110,120,3185,,,,,,
B52D0201,002,18-04-2006,120,130,3175,,,,,,
B52D0201,002,02-05-2006,146,156,3149,,,,,,
B52D0201,002,16-05-2006,160,170,3135,,,,,,
B52D0201,002,30-05-2006,118,128,3177,,,,,,
B52D0201,002,14-06-2006,162,172,3133,,,,,,
B52D0201,002,29-06-2006,178,188,3117,,,,,,
B52D0201,002,17-07-2006,208,218,3087,,,,,,
B52D0201,002,27-07-2006,222,232,3073,,,,,,
B52D0201,002,15-08-2006,120,130,3175,,,,,,
B52D0201,002,28-08-2006,204,214,3091,,,,,,
B52D0201,002,15-09-2006,202,212,3093,,,,,,
B52D0201,002,28-09-2006,114,124,3181,,,,,,
B52D0201,002,16-10-2006,202,212,3093,,,,,,
B52D0201,002,30-10-2006,197,207,3098,,,,,,
B52D0201,002,15-11-2006,185,195,3110,,,,,,
B52D0201,002,28-11-2006,153,163,3142,,,,,,
B52D0201,002,14-12-2006,136,146,3159,,,,,,
B52D0201,002,03-01-2007,131,141,3164,,,,,,
B52D0201,002,15-01-2007,112,122,3183,,,,,,
B52D0201,002,29-01-2007,107,117,3188,,,,,,
B52D0201,002,15-02-2007,96,106,3199,,,,,,
B52D0201,002,01-03-2007,90,100,3205,,,,,,
B52D0201,002,14-03-2007,105,115,3190,,,,,,
B52D0201,002,28-03-2007,145,155,3150,,,,,,
B52D0201,002,17-04-2007,139,149,3156,,,,,,
B52D0201,002,01-05-2007,162,172,3133,,,,,,
B52D0201,002,15-05-2007,141,151,3154,,,,,,
B52D0201,002,29-05-2007,140,150,3155,,,,,,
B52D0201,002,14-06-2007,166,176,3129,,,,,,
B52D0201,002,28-06-2007,172,182,3123,,,,,,
B52D0201,002,18-07-2007,158,168,3137,,,,,,
B52D0201,002,31-07-2007,132,142,3163,,,,,,
B52D0201,002,13-08-2007,136,146,3159,,,,,,
B52D0201,002,29-08-2007,141,151,3154,,,,,,
B52D0201,002,14-09-2007,162,172,3133,,,,,,
B52D0201,002,27-09-2007,171,181,3124,,,,,,
B52D0201,002,18-10-2007,169,179,3126,,,,,,
B52D0201,002,30-10-2007,160,170,3135,,,,,,
B52D0201,002,13-11-2007,125,135,3170,,,,,,
B52D0201,002,28-11-2007,131,141,3164,,,,,,
B52D0201,002,17-12-2007,116,126,3179,,,,,,
B52D0201,002,03-01-2008,121,131,3174,,,,,,
B52D0201,002,16-01-2008,109,119,3186,,,,,,
B52D0201,002,29-01-2008,108,118,3187,,,,,,
B52D0201,002,14-02-2008,111,121,3184,,,,,,
B52D0201,002,28-02-2008,122,132,3173,,,,,,
B52D0201,002,14-03-2008,116,126,3179,,,,,,
B52D0201,002,28-03-2008,99,109,3196,,,,,,
B52D0201,002,14-04-2008,116,126,3179,,,,,,
B52D0201,002,29-04-2008,115,125,3180,,,,,,
B52D0201,002,16-05-2008,147,157,3148,,,,,,
B52D0201,002,28-05-2008,152,162,3143,,,,,,
B52D0201,002,16-06-2008,159,169,3136,,,,,,
B52D0201,002,27-06-2008,184,194,3111,,,,,,
B52D0201,002,14-07-2008,180,190,3115,,,,,,
B52D0201,002,28-07-2008,175,185,3120,,,,,,
B52D0201,002,14-08-2008,171,181,3124,,,,,,
B52D0201,002,28-08-2008,183,193,3112,,,,,,
B52D0201,002,12-09-2008,201,211,3094,,,,,,
B52D0201,002,29-09-2008,200,210,3095,,,,,,
B52D0201,002,14-10-2008,198,208,3097,,,,,,
B52D0201,002,28-10-2008,181,191,3114,,,,,,
B52D0201,002,14-11-2008,172,182,3123,,,,,,
B52D0201,002,28-11-2008,153,163,3142,,,,,,
B52D0201,002,16-12-2008,150,160,3145,,,,,,
B52D0201,002,14-01-2009,152,162,3143,,,,,,
B52D0201,002,28-01-2009,128,138,3167,,,,,,
B52D0201,002,13-02-2009,112,122,3183,,,,,,
B52D0201,002,02-03-2009,130,140,3165,,,,,,
B52D0201,002,13-03-2009,111,121,3184,,,,,,
B52D0201,002,30-03-2009,101,111,3194,,,,,,
B52D0201,002,14-04-2009,126,136,3169,,,,,,
B52D0201,002,29-04-2009,133,143,3162,,,,,,
B52D0201,002,13-05-2009,153,163,3142,,,,,,
B52D0201,002,27-05-2009,176,186,3119,,,,,,
B52D0201,002,16-06-2009,168,178,3127,,,,,,
B52D0201,002,29-06-2009,188,198,3107,,,,,,
B52D0201,002,14-07-2009,202,212,3093,,,,,,
B52D0201,002,28-08-2009,204,214,3091,,,,,,
B52D0201,002,13-09-2009,206,216,3089,,,,,,
B52D0201,002,15-09-2009,222,232,3073,,,,,,
B52D0201,002,29-09-2009,226,236,3069,,,,,,
B52D0201,002,14-10-2009,196,206,3099,,,,,,
B52D0201,002,28-10-2009,196,206,3099,,,,,,
B52D0201,002,13-11-2009,167,177,3128,,,,,,
B52D0201,002,27-11-2009,140,150,3155,,,,,,
B52D0201,002,13-01-2010,120,130,3175,,,,,,
B52D0201,002,27-01-2010,116,126,3179,,,,,,
B52D0201,002,11-02-2010,110,120,3185,,,,,,
B52D0201,002,02-03-2010,102,112,3193,,,,,,
B52D0201,002,16-03-2010,115,125,3180,,,,,,
B52D0201,002,29-03-2010,101,111,3194,,,,,,
B52D0201,002,15-04-2010,118,128,3177,,,,,,
B52D0201,002,28-04-2010,136,146,3159,,,,,,
B52D0201,002,17-05-2010,131,141,3164,,,,,,
B52D0201,002,27-05-2010,144,154,3151,,,,,,
B52D0201,002,15-06-2010,168,178,3127,,,,,,
B52D0201,002,13-07-2010,214,224,3081,,,,,,
B52D0201,002,28-07-2010,218,228,3077,,,,,,
B52D0201,002,13-08-2010,210,220,3085,,,,,,
B52D0201,002,27-08-2010,176,186,3119,,,,,,
B52D0201,002,15-09-2010,142,152,3153,,,,,,
B52D0201,002,28-09-2010,156,166,3139,,,,,,
B52D0201,002,14-10-2010,158,168,3137,,,,,,
B52D0201,002,28-10-2010,148,158,3147,,,,,,
B52D0201,002,17-11-2010,100,110,3195,,,,,,
B52D0201,002,30-11-2010,111,121,3184,,,,,,
B52D0201,002,14-12-2010,118,128,3177,,,,,,
B52D0201,002,28-01-2011,109,119,3186,,,,,,
B52D0201,002,14-02-2011,98,108,3197,,,,,,
B52D0201,002,28-02-2011,100,110,3195,,,,,,
B52D0201,002,14-03-2011,122,132,3173,,,,,,
B52D0201,002,28-03-2011,124,134,3171,,,,,,
B52D0201,002,15-04-2011,135,145,3160,,,,,,
B52D0201,002,28-04-2011,153,163,3142,,,,,,
B52D0201,002,13-05-2011,175,185,3120,,,,,,
B52D0201,002,27-05-2011,190,200,3105,,,,,,
B52D0201,002,14-06-2011,184,194,3111,,,,,,
B52D0201,002,28-06-2011,200,210,3095,,,,,,
B52D0201,002,14-07-2011,211,221,3084,,,,,,
B52D0201,002,28-07-2011,193,203,3102,,,,,,
B52D0201,002,15-08-2011,182,192,3113,,,,,,
B52D0201,002,29-08-2011,153,163,3142,,,,,,
B52D0201,002,14-09-2011,160,170,3135,,,,,,
B52D0201,002,28-09-2011,181,191,3114,,,,,,
B52D0201,002,14-10-2011,160,170,3135,,,,,,
B52D0201,002,28-10-2011,161,171,3134,,,,,,
B52D0201,002,14-11-2011,174,184,3121,,,,,,
B52D0201,002,28-11-2011,175,185,3120,,,,,,
B52D0201,002,14-12-2011,145,155,3150,,,,,,
B52D0201,002,13-01-2012,107,117,3188,,,,,,
B52D0201,002,13-09-2012,205,215,3090,,,,,,
B52D0201,002,27-09-2012,205,215,3090,,,,,,
B52D0201,002,26-10-2012,175,185,3120,,,,,,
B52D0201,002,14-11-2012,172,182,3123,,,,,,
B52D0201,002,28-11-2012,165,175,3130,,,,,,
B52D0201,002,14-12-2012,140,150,3155,,,,,,
B52D0201,002,15-01-2013,120,130,3175,,,,,,
B52D0201,002,04-02-2013,99,109,3196,,,,,,
B52D0201,002,15-02-2013,110,120,3185,,,,,,
B52D0201,002,28-02-2013,116,126,3179,,,,,,
B52D0201,002,14-03-2013,120,130,3175,,,,,,
B52D0201,002,28-03-2013,123,133,3172,,,,,,
B52D0201,002,15-04-2013,125,135,3170,,,,,,
B52D0201,002,26-04-2013,135,145,3160,,,,,,
B52D0201,002,15-05-2013,147,157,3148,,,,,,
B52D0201,002,28-05-2013,143,153,3152,,,,,,
B52D0201,002,14-06-2013,166,176,3129,,,,,,
B52D0201,002,26-06-2013,183,193,3112,,,,,,
B52D0201,002,15-07-2013,,,,N,,,,,
B52D0201,002,30-07-2013,200,210,3095,,,,,,
B52D0201,002,15-08-2013,217,227,3078,,,,,,
B52D0201,002,30-08-2013,224,234,3071,,,,,,
B52D0201,002,16-09-2013,192,202,3103,,,,,,
B52D0201,002,30-09-2013,191,201,3104,,,,,,
B52D0201,002,15-10-2013,187,197,3108,,,,,,
B52D0201,002,14-11-2013,140,150,3155,,,,,,
B52D0201,002,29-11-2013,147,157,3148,,,,,,
B52D0201,002,16-12-2013,140,150,3155,,,,,,
B52D0201,002,31-12-2013,110,120,3185,,,,,,
B52D0201,002,28-01-2014,110,120,3185,,,,,,
B52D0201,002,25-02-2014,117,127,3178,,,,,,
B52D0201,002,26-03-2014,138,148,3157,,,,,,
B52D0201,002,30-04-2014,163,173,3132,,,,,,
B52D0201,002,26-05-2014,160,170,3135,,,,,,
B52D0201,002,30-06-2014,185,195,3110,,,,,,
B52D0201,002,02-07-2014,,,,N,,,,,
B52D0201,002,29-07-2014,140,150,3155,,,,,,
B52D0201,002,10-08-2014,,,,N,,,,,
B52D0201,002,27-08-2014,134,144,3161,,,,,,
B52D0201,002,30-09-2014,170,180,3125,,,,,,
B52D0201,002,31-10-2014,130,140,3165,,,,,,
B52D0201,002,28-11-2014,133,143,3162,,,,,,
B52D0201,002,05-01-2015,,,,N,,,,,
B52D0201,002,30-01-2015,,,,N,,,,,
B52D0201,002,24-02-2015,,,,N,,,,,
B52D0201,002,25-03-2015,,,,N,,,,,
B52D0201,002,28-04-2015,,,,N,,,,,
B52D0201,002,27-05-2015,,,,N,,,,,
B52D0201,002,26-08-2015,190,200,3105,,,,,,
B52D0201,002,02-11-2015,170,180,3125,,,,,,
B52D0201,002,15-01-2016,109,119,3186,,,,,,
B52D0201,002,29-01-2016,112,122,3183,,,,,,
B52D0201,002,15-02-2016,,,,N,,,,,
B52D0201,002,29-02-2016,,,,N,,,,,
B52D0201,002,15-03-2016,,,,N,,,,,
B52D0201,002,29-03-2016,,,,N,,,,,
B52D0201,002,15-04-2016,,,,N,,,,,
B52D0201,002,28-04-2016,,,,N,,,,,
B52D0201,002,16-05-2016,203,164,3137,,,,,,
B52D0201,002,24-05-2016,208,169,3132,,,,,,
B52D0201,002,25-05-2016,207,168,3133,,,,,,
B52D0201,002,26-05-2016,208,169,3132,,,,,,
B52D0201,002,27-05-2016,210,171,3130,,,,,,
B52D0201,002,28-05-2016,206,167,3134,,,,,,
B52D0201,002,29-05-2016,207,168,3133,,,,,,
B52D0201,002,30-05-2016,204,165,3136,,,,,,
B52D0201,002,31-05-2016,190,151,3150,,,,,,
B52D0201,002,01-06-2016,187,148,3153,,,,,,
B52D0201,002,02-06-2016,164,125,3176,,,,,,
B52D0201,002,03-06-2016,159,120,3181,,,,,,
B52D0201,002,04-06-2016,158,119,3182,,,,,,
B52D0201,002,05-06-2016,158,119,3182,,,,,,
B52D0201,002,06-06-2016,162,123,3178,,,,,,
B52D0201,002,07-06-2016,165,126,3175,,,,,,
B52D0201,002,08-06-2016,160,121,3180,,,,,,
B52D0201,002,09-06-2016,161,122,3179,,,,,,
B52D0201,002,10-06-2016,164,125,3176,,,,,,
B52D0201,002,11-06-2016,168,129,3172,,,,,,
B52D0201,002,12-06-2016,171,132,3169,,,,,,
B52D0201,002,13-06-2016,162,123,3178,,,,,,
B52D0201,002,14-06-2016,155,116,3185,,,,,,
B52D0201,002,15-06-2016,156,117,3184,,,,,,
B52D0201,002,16-06-2016,152,113,3188,,,,,,
B52D0201,002,17-06-2016,155,116,3185,,,,,,
B52D0201,002,18-06-2016,155,116,3185,,,,,,
B52D0201,002,19-06-2016,157,118,3183,,,,,,
B52D0201,002,20-06-2016,156,117,3184,,,,,,
B52D0201,002,21-06-2016,153,114,3187,,,,,,
B52D0201,002,22-06-2016,152,113,3188,,,,,,
B52D0201,002,23-06-2016,154,115,3186,,,,,,
B52D0201,002,24-06-2016,142,103,3198,,,,,,
B52D0201,002,25-06-2016,140,101,3200,,,,,,
B52D0201,002,26-06-2016,140,101,3200,,,,,,
B52D0201,002,27-06-2016,143,104,3197,,,,,,
B52D0201,002,28-06-2016,145,106,3195,,,,,,
B52D0201,002,29-06-2016,148,109,3192,,,,,,
B52D0201,002,30-06-2016,152,113,3188,,,,,,
B52D0201,002,01-07-2016,154,115,3186,,,,,,
B52D0201,002,02-07-2016,153,114,3187,,,,,,
B52D0201,002,03-07-2016,152,113,3188,,,,,,
B52D0201,002,04-07-2016,155,116,3185,,,,,,
B52D0201,002,05-07-2016,158,119,3182,,,,,,
B52D0201,002,06-07-2016,163,124,3177,,,,,,
B52D0201,002,07-07-2016,166,127,3174,,,,,,
B52D0201,002,08-07-2016,169,130,3171,,,,,,
B52D0201,002,09-07-2016,173,134,3167,,,,,,
B52D0201,002,10-07-2016,173,134,3167,,,,,,
B52D0201,002,11-07-2016,179,140,3161,,,,,,
B52D0201,002,12-07-2016,182,143,3158,,,,,,
B52D0201,002,13-07-2016,186,147,3154,,,,,,
B52D0201,002,14-07-2016,190,151,3150,,,,,,
B52D0201,002,15-07-2016,193,154,3147,,,,,,
B52D0201,002,16-07-2016,195,156,3145,,,,,,
B52D0201,002,17-07-2016,197,158,3143,,,,,,
B52D0201,002,18-07-2016,198,159,3142,,,,,,
B52D0201,002,19-07-2016,199,160,3141,,,,,,
B52D0201,002,20-07-2016,199,160,3141,,,,,,
B52D0201,002,21-07-2016,206,167,3134,,,,,,
B52D0201,002,22-07-2016,209,170,3131,,,,,,
B52D0201,002,23-07-2016,211,172,3129,,,,,,
B52D0201,002,24-07-2016,213,174,3127,,,,,,
B52D0201,002,25-07-2016,214,175,3126,,,,,,
B52D0201,002,26-07-2016,215,176,3125,,,,,,
B52D0201,002,27-07-2016,215,176,3125,,,,,,
B52D0201,002,28-07-2016,216,177,3124,,,,,,
B52D0201,002,29-07-2016,223,184,3117,,,,,,
B52D0201,002,30-07-2016,229,190,3111,,,,,,
B52D0201,002,31-07-2016,233,194,3107,,,,,,
B52D0201,002,01-08-2016,227,188,3113,,,,,,
B52D0201,002,02-08-2016,223,184,3117,,,,,,
B52D0201,002,03-08-2016,218,179,3122,,,,,,
B52D0201,002,04-08-2016,214,175,3126,,,,,,
B52D0201,002,05-08-2016,216,177,3124,,,,,,
B52D0201,002,06-08-2016,217,178,3123,,,,,,
B52D0201,002,07-08-2016,216,177,3124,,,,,,
B52D0201,002,08-08-2016,216,177,3124,,,,,,
B52D0201,002,09-08-2016,219,180,3121,,,,,,
B52D0201,002,10-08-2016,219,180,3121,,,,,,
B52D0201,002,11-08-2016,219,180,3121,,,,,,
B52D0201,002,12-08-2016,220,181,3120,,,,,,
B52D0201,002,13-08-2016,219,180,3121,,,,,,
B52D0201,002,14-08-2016,221,182,3119,,,,,,
B52D0201,002,15-08-2016,222,183,3118,,,,,,
B52D0201,002,16-08-2016,222,183,3118,,,,,,
B52D0201,002,17-08-2016,223,184,3117,,,,,,
B52D0201,002,18-08-2016,225,186,3115,,,,,,
B52D0201,002,19-08-2016,227,188,3113,,,,,,
B52D0201,002,20-08-2016,230,191,3110,,,,,,
B52D0201,002,21-08-2016,232,193,3108,,,,,,
B52D0201,002,22-08-2016,234,195,3106,,,,,,
B52D0201,002,23-08-2016,233,194,3107,,,,,,
B52D0201,002,24-08-2016,233,194,3107,,,,,,
B52D0201,002,25-08-2016,234,195,3106,,,,,,
B52D0201,002,26-08-2016,238,199,3102,,,,,,
B52D0201,002,27-08-2016,238,199,3102,,,,,,
B52D0201,002,28-08-2016,239,200,3101,,,,,,
B52D0201,002,29-08-2016,241,202,3099,,,,,,
B52D0201,002,30-08-2016,241,202,3099,,,,,,
B52D0201,002,31-08-2016,240,201,3100,,,,,,
B52D0201,002,01-09-2016,243,204,3097,,,,,,
B52D0201,002,02-09-2016,244,205,3096,,,,,,
B52D0201,002,03-09-2016,245,206,3095,,,,,,
B52D0201,002,04-09-2016,244,205,3096,,,,,,
B52D0201,002,05-09-2016,241,202,3099,,,,,,
B52D0201,002,06-09-2016,240,201,3100,,,,,,
B52D0201,002,07-09-2016,238,199,3102,,,,,,
B52D0201,002,08-09-2016,237,198,3103,,,,,,
B52D0201,002,09-09-2016,242,203,3098,,,,,,
B52D0201,002,10-09-2016,242,203,3098,,,,,,
B52D0201,002,11-09-2016,245,206,3095,,,,,,
B52D0201,002,12-09-2016,245,206,3095,,,,,,
B52D0201,002,13-09-2016,245,206,3095,,,,,,
B52D0201,002,14-09-2016,249,210,3091,,,,,,
B52D0201,002,15-09-2016,249,210,3091,,,,,,
B52D0201,002,16-09-2016,248,209,3092,,,,,,
B52D0201,002,17-09-2016,249,210,3091,,,,,,
B52D0201,002,18-09-2016,248,209,3092,,,,,,
B52D0201,002,19-09-2016,248,209,3092,,,,,,
B52D0201,002,20-09-2016,248,209,3092,,,,,,
B52D0201,002,21-09-2016,248,209,3092,,,,,,
B52D0201,002,22-09-2016,249,210,3091,,,,,,
B52D0201,002,23-09-2016,251,212,3089,,,,,,
B52D0201,002,24-09-2016,250,211,3090,,,,,,
B52D0201,002,25-09-2016,249,210,3091,,,,,,
B52D0201,002,26-09-2016,253,214,3087,,,,,,
B52D0201,002,27-09-2016,254,215,3086,,,,,,
B52D0201,002,28-09-2016,254,215,3086,,,,,,
B52D0201,002,29-09-2016,252,213,3088,,,,,,
B52D0201,002,30-09-2016,254,215,3086,,,,,,
B52D0201,002,01-10-2016,253,214,3087,,,,,,
B52D0201,002,02-10-2016,255,216,3085,,,,,,
B52D0201,002,03-10-2016,259,220,3081,,,,,,
