Vri,longitude,latitude,Detector,Waarde
1,5.14297294551653,52.09582111111771,45.2000000000004,5089
1,5.143133688883269,52.0958169213656,4.300000000000025,87522
1,5.143140206912309,52.0958811766331,5.300000000000052,97708
1,5.14317656738593,52.0958214593888,4.199999999999979,87686
1,5.1431820909856905,52.095885387996,5.19999999999995,97366
1,5.143374889276941,52.095854688123,45.09999999999984,4961
1,5.14338041306942,52.096076790290795,68.5,125311
1,5.14339206323773,52.0960505732609,68.30000000000024,125029
1,5.14342582332711,52.096096111803895,68.59999999999924,92287
1,5.1434434604756305,52.0960720710707,68.40000000000074,86237
1,5.1434458883678404,52.0969644429254,48.2000000000005,2541
1,5.14354406291463,52.0968470398854,7.30000000000009,75350
1,5.14359772909679,52.0968434978576,8.5,104369
1,5.14360061718658,52.0968169000226,8.3000000000001,105408
1,5.143648276555309,52.096839086382296,8.600000000000046,78446
1,5.14365111893596,52.096813168021,8.399999999999961,78792
1,5.14387234637076,52.09585958046829,65.5,98331
1,5.1439138222291705,52.095827039415596,54.200000000000266,6313
1,5.143915548248571,52.095858501154794,65.30000000000017,96114
1,5.14393127758957,52.0965351540414,71.59999999999923,61036
1,5.14393503791372,52.096568237822,71.5,100486
1,5.14397478078137,52.09653245747789,71.90000000000077,63409
1,5.14397863850109,52.0965654900094,71.8000000000002,105439
1,5.1441748135858,52.095591786308795,2.400000000000019,121214
1,5.14418443936002,52.0955656253615,2.599999999999975,121474
1,5.14422940209746,52.0955979868476,2.2999999999999736,120273
1,5.14423845109168,52.095571580435895,2.5,121651
1,5.14429327051725,52.0955725472742,1.20000000000001,50123
1,5.14430565781317,52.095547056486,1.2999999999999874,50054
1,5.144427969935269,52.096183126792,62.900000000000695,100249
1,5.14443987355978,52.0962099358784,62.59999999999932,103253
1,5.144478937032621,52.0961813949973,62.79999999999982,70205
1,5.14448979789868,52.0962071624626,62.5,65738
1,5.144896449153951,52.096367241661795,11.399999999999874,53968
1,5.14489812104688,52.096395582733095,11.300000000000122,61455
1,5.144902467263121,52.09642468918679,10.199999999999884,76373
1,5.14493902722196,52.0963726643135,11.600000000000131,54305
1,5.14494099699441,52.0964008838888,11.5,62239
1,5.14494343455834,52.0964297699541,10.300000000000116,76354
2,5.14134975951967,52.095261275439206,43.20000000000047,2799
2,5.14144628584867,52.09538277277289,1.2999999999999867,185764
2,5.1414575350561105,52.09540761190699,1.2000000000000104,185893
2,5.14158620217954,52.0957436870193,11.199999999999878,93077
2,5.141624964150401,52.0957569512599,11.300000000000122,93107
2,5.14197688649316,52.0956565940304,12.199999999999875,154933
2,5.14201683912611,52.0956672164927,12.300000000000127,154894
2,5.14202244663122,52.095818174839,50.20000000000051,10719
2,5.1423819610743,52.095856586621295,51.20000000000045,4485
3,5.138101521765329,52.0955549923085,22.200000000000262,83232
3,5.13852939467317,52.09515249214971,2.399999999999986,11868
3,5.13853734261545,52.0960310214881,8.299999999999988,3976
3,5.138539761348571,52.09605795029879,8.399999999999986,4151
3,5.1385413706982,52.095180349874404,2.299999999999992,11360
3,5.1388979125382805,52.0957085258395,26.200000000000287,101915
3,5.13892707302003,52.0957077615739,26.299999999999716,104594
3,5.1392873837036,52.0956116437339,51.099999999999355,19546
3,5.13967864497111,52.0956294455449,11.199999999999884,85331
3,5.13972238706401,52.09562829699821,11.300000000000116,85296
5,5.1303606929583605,52.0952465950165,5.300000000000056,19266
5,5.13267346036527,52.0953776644763,45.09999999999949,16114
5,5.13307106393758,52.095776439256895,8.300000000000102,46083
5,5.13355178758386,52.095476437340096,11.199999999999878,80270
6,5.12596613643803,52.0949699693147,5.300000000000055,57324
6,5.12641521799073,52.0951922324688,8.100000000000032,93593
6,5.1264342285503,52.0953565885247,9.199999999999893,16115
6,5.1266217688384,52.0948898533142,3.0999999999999632,53540
6,5.126640706011219,52.094787898682,3.2000000000000277,44617
6,5.12666684862612,52.0949080083933,2.099999999999989,72061
6,5.12710562537595,52.0950984288114,11.199999999999878,64431
6,5.12711310309136,52.09509236038979,11.300000000000122,64212
6,5.12713340814362,52.0951424717679,26.2000000000003,110548
7,5.12353764670758,52.0950448152276,2.2000000000000264,78560
10,5.114581064181361,52.0934884461064,24.200000000000276,15309
10,5.11463327394804,52.0934636518921,8.199999999999902,25211
10,5.1153068736220595,52.093241933774,26.200000000000305,43130
11,5.11120797517184,52.0928130197221,47.20000000000037,11852
13,5.09681225760136,52.0838739918199,4.5,70076
13,5.09684273362845,52.083892866207506,4.299999999999969,73970
13,5.097317296647041,52.084634639456795,11.3000000000001,31106
13,5.097347212768581,52.0846560147658,11.5,32230
13,5.0973493574184605,52.084617730809896,11.400000000000004,30668
13,5.0973791972147104,52.0846390650275,11.600000000000003,31269
13,5.09753576606719,52.084084027234795,2.5,92180
13,5.097568116981191,52.0840672990022,2.7999999999999723,91711
15,5.10081502921274,52.0812824878115,8.5,89210
15,5.10083787870852,52.0812591232477,8.300000000000082,89943
15,5.10085249839378,52.0812964184272,8.600000000000005,89353
15,5.10087534501539,52.081273054440096,8.400000000000004,88452
15,5.10148289650346,52.080773068823795,2.4000000000000017,88064
15,5.10150589571909,52.080750567163705,2.599999999999991,87263
15,5.10151806434282,52.08122934344011,12.199999999999887,79397
15,5.10152119501776,52.080786821732,2.300000000000008,39628
15,5.10154349777026,52.080765097644,2.5,39072
15,5.1015487490417195,52.0812477422537,12.300000000000114,79332
16,5.10217068540127,52.0798911040218,7.199999999999915,63240
16,5.10220634866134,52.079910953882894,9.199999999999894,58977
16,5.10250960472471,52.07957559000239,22.100000000000236,22051
16,5.10280908480392,52.079577377818794,22.200000000000212,17047
16,5.102819522041309,52.079278722515895,3.2000000000000317,126403
16,5.102864068752679,52.07929520432079,1.200000000000009,54064
16,5.10306773442185,52.0800435221949,10.199999999999886,61536
16,5.10310592430105,52.080023121397105,12.199999999999877,44893
17,5.10472759415573,52.097932243626204,8.300000000000107,124850
17,5.10480225120493,52.0978891678503,8.199999999999894,124607
17,5.10538489380567,52.097555584211904,68.20000000000002,144511
17,5.1055666837998395,52.0975081360789,62.199999999999854,66040
17,5.10561396047025,52.0979910741471,11.199999999999873,13105
17,5.10578549681222,52.097491448579206,26.100000000000094,18343
17,5.10596203033037,52.097337162231,28.100000000000037,120965
17,5.1061798770824804,52.0971457996629,2.2000000000000277,84628
18,5.10047849246096,52.100979711670796,11.199999999999887,43173
19,5.09683766778742,52.102443567722794,24.10000000000025,54566
19,5.09685586529435,52.1021454822012,5.300000000000042,29287
19,5.09689381988156,52.10246923277099,8.3000000000001,99817
19,5.09689789050467,52.10215305057201,5.19999999999996,28669
19,5.09692449906594,52.10244999400889,8.199999999999902,99466
19,5.097634015946559,52.10245824254189,11.300000000000113,27659
19,5.09766420956587,52.102477770422496,11.399999999999906,27794
19,5.09769523008953,52.1020583536248,2.2000000000000264,116933
19,5.0977259091335,52.1020391146515,2.299999999999973,116954
19,5.097795651445151,52.1020619775241,28.10000000000015,106637
20,5.09167653879459,52.1054336586024,8.300000000000017,36847
20,5.09169666528335,52.1053654807193,24.199999999999875,19406
20,5.09171757993035,52.105414374208,8.199999999999985,36828
20,5.09171835841037,52.1054489801653,9.30000000000002,10382
20,5.0917492123379295,52.105436159609795,9.199999999999982,10429
20,5.0917899437527,52.1049312678291,5.59999999999997,51432
20,5.091820382763959,52.104956897111904,5.400000000000028,51552
20,5.09183192272777,52.104913558652804,5.5,70137
20,5.09186238947946,52.10493277951161,5.2999999999999705,70109
20,5.09191944682301,52.104932679710906,22.199999999999882,17207
20,5.09243345543157,52.1055257839896,26.199999999999893,19755
20,5.09248573814773,52.1055149672079,11.300000000000061,69540
20,5.092516553986339,52.105527834213106,11.5,69661
20,5.09254819887643,52.105479126128394,12.19999999999993,16895
20,5.09258936591337,52.105498283649794,12.300000000000072,16874
20,5.0926011063104095,52.1050101178555,3.2000000000000184,24544
20,5.09262236660621,52.10499780340071,3.2999999999999807,24631
20,5.092653135654309,52.1050177258774,2.200000000000007,42587
20,5.092672518509509,52.1050644132988,28.19999999999995,41895
20,5.09269539449083,52.1049929434949,2.299999999999992,42525
21,5.086171093062889,52.1086419506567,8.1999999999999,93553
21,5.0862531687514805,52.108643242285204,9.199999999999891,16855
21,5.08626873814568,52.1085249161455,24.100000000000247,16187
21,5.08733659340013,52.10803579688599,3.200000000000027,19304
21,5.0873605166554405,52.1081137526584,28.10000000000007,62315
21,5.087451708104889,52.1085308313986,11.300000000000122,62192
21,5.087470932196809,52.10799256475221,2.2000000000000264,76434
23,5.1141573700119105,52.0948394501299,6.099999999999953,11301
23,5.11421613005635,52.0950854860531,8.099999999999941,30095
23,5.11462868964492,52.0941501675145,2.299999999999992,637
23,5.11496058285525,52.0946446484828,10.099999999999943,18806
25,5.10851877824324,52.1006297587776,7.199999999999911,6313
25,5.10856599808773,52.10063940218921,8.1999999999999,52067
25,5.108653030137179,52.1005627419479,9.199999999999891,31341
25,5.10901166263096,52.0999372900056,3.2000000000000313,2420
25,5.1090989278465,52.099860342361495,2.2000000000000264,78691
25,5.109144368506151,52.0998694978069,1.2000000000000106,56664
25,5.10948711113142,52.100423610148404,11.199999999999878,44766
25,5.109499847758509,52.1003996689995,12.199999999999873,68422
26,5.11543515445168,52.0991365868991,5.199999999999951,106235
26,5.11598827859676,52.099049616477394,2.200000000000025,22158
26,5.11601047240237,52.0990262266707,2.299999999999974,22724
26,5.11612746614203,52.098934380410995,2.5999999999999757,73429
27,5.0564558259809695,52.109215933281895,8.300000000000038,26747
27,5.05683403862372,52.108938012947,21.10000000000012,1608
27,5.0571577385929105,52.108693102895,2.2000000000000113,28182
27,5.05717943818375,52.1086696359814,2.2999999999999874,28179
28,5.126500359669491,52.0980675489742,5.199999999999946,20421
29,5.11793690451809,52.0852973914812,5.300000000000042,13389
29,5.11797620273712,52.085311009014504,5.199999999999959,13317
29,5.1179810404940405,52.08576535100929,8.899999999999952,101776
29,5.1180010971335,52.0857427206322,8.600000000000037,102478
29,5.11841042102183,52.085345527056596,73.19999999999953,25504
29,5.11878612774324,52.0849377880958,62.40000000000074,106216
29,5.118806626520111,52.0849134654313,62.59999999999926,106351
29,5.118859863196031,52.0849110711697,62.2999999999999,12178
29,5.11887435016533,52.084895487200896,62.5,11978
29,5.11893874299342,52.08420970409411,65.30000000000011,7332
29,5.118977224776169,52.084220276782,65.19999999999989,7325
29,5.11900521311872,52.0853635634237,11.300000000000088,16544
29,5.119088847403789,52.08454639050451,78.30000000000064,120189
29,5.11911058329013,52.0845230433253,78.19999999999936,120148
29,5.11947416658449,52.0841478850784,2.2000000000000255,117596
29,5.11949255919701,52.0841228614021,2.2999999999999736,117321
29,5.14107460264449,47.9979145102276,11.199999999999912,16684
30,5.17554720082484,52.084832004940395,45.200000000000486,14157
30,5.17635244262746,52.0851537926827,8.699999999999896,41361
30,5.17635256601634,52.0851268286775,8.399999999999956,41384
30,5.176405327851,52.0853330659562,8.800000000000104,40558
30,5.17640545047891,52.0853061020033,8.5,40510
30,5.176457410068,52.0853331590469,8.899999999999949,22037
30,5.176457531935,52.0853061950925,8.600000000000046,22203
30,5.176529567263651,52.085291069727404,9.300000000000109,29047
30,5.17653027777099,52.085264108622106,9.199999999999893,29087
30,5.17668887793316,52.08438271712539,62.59999999999924,40833
30,5.176696822359981,52.0843561807536,62.90000000000077,40239
30,5.176745164565509,52.0844070587337,62.5,16454
30,5.17675362373475,52.08438050226071,62.79999999999955,16443
30,5.17679357511192,52.0844156130426,62.400000000000745,39363
30,5.1768050903603795,52.08438959653339,62.699999999999896,40622
30,5.177068956770861,52.0848731082116,51.099999999999405,13743
30,5.177439909359349,52.085097563652404,10.199999999999884,32585
30,5.17748367880988,52.0850976275677,10.300000000000116,32592
30,5.17763794305429,52.0848755363792,51.20000000000051,13757
31,5.119470083986299,52.079027485828895,45.20000000000048,9181
31,5.11959149604375,52.07894148665879,5.3000000000000504,93488
31,5.11962822420281,52.078926824208004,5.199999999999952,93891
31,5.11970131982892,52.0790821368209,85.3000000000004,16247
31,5.11973273800492,52.079070586515996,85.1999999999996,16654
31,5.120149505884309,52.0789536897727,24.20000000000027,102096
31,5.12017846453166,52.0786701262516,88.09999999999906,37792
31,5.12055255110923,52.07864401996079,71.19999999999959,64914
31,5.12057791249968,52.0786688655552,70.19999999999962,58342
31,5.12058959587022,52.0786296648392,71.30000000000041,64872
31,5.1206149572758095,52.0786545099763,70.30000000000038,58093
31,5.12114046184068,52.0782614776815,22.200000000000227,77440
31,5.12119965704726,52.0782981283939,65.59999999999923,106466
31,5.12122582845538,52.078322932534796,65.5,9499
31,5.12123634741047,52.078283431171506,65.2999999999997,9644
31,5.12126251882768,52.078308235753795,65.40000000000077,106906
31,5.121481657852231,52.077839795110904,2.2999999999999736,44040
31,5.12149452564985,52.0778655578579,2.2000000000000255,42904
31,5.1215407530668,52.07782206084661,28.20000000000033,63033
31,5.121609585740241,52.0782891185538,84.09999999999907,34232
31,5.122037276432691,52.07807014292911,11.399999999999881,73104
31,5.122060749116491,52.0780969802108,11.300000000000116,34357
31,5.12207586239891,52.078057466634995,11.600000000000124,73512
31,5.122079893933269,52.0781230437677,26.20000000000021,51606
31,5.12209948043949,52.07808439411679,11.5,33688
31,5.122210704622231,52.0780975870184,26.29999999999979,49960
32,5.11989241624981,52.082636221093104,5.300000000000038,12009
32,5.11993535395778,52.082641399850296,5.199999999999965,12200
32,5.11994508807068,52.0831377479737,24.200000000000287,96902
32,5.12004467990408,52.08304968269321,8.300000000000102,140520
32,5.12005620907599,52.08302368006311,8.1999999999999,140562
32,5.1200640246347895,52.0826236029058,25.100000000000243,2788
32,5.12028664321369,52.0827828579445,26.1000000000002,5577
32,5.1203786282138894,52.082464322415596,2.2000000000000264,147516
32,5.12038923150738,52.0824381707324,2.2999999999999727,147442
33,5.12037538914645,52.079087529273004,7.21000000000003,47082
33,5.12039714139555,52.0791092397818,7.219999999999944,47103
33,5.12041063524725,52.07907250906361,9.210000000000033,46443
33,5.1204357405089596,52.079094586676504,9.22000000000001,46548
33,5.120636590686179,52.079268451732,43.200000000000465,20538
33,5.120772792543231,52.0793464112794,2.2999999999999745,58233
33,5.120797919346209,52.079368477526295,2.2000000000000246,57919
33,5.12116376230204,52.079812995355795,68.19999999999973,75484
33,5.12120919846261,52.0798321417783,68.30000000000027,76103
33,5.1212794254871,52.080457108458994,4.299999999999996,61753
33,5.1213128972215,52.0804891033001,6.300000000000069,75709
33,5.1213146777049,52.080441189187,4.200000000000007,62832
33,5.12134813668536,52.0804731291628,6.199999999999932,75574
33,5.1214372144826,52.0799380800466,42.20000000000046,15286
33,5.1215088620490095,52.080050169207894,63.30000000000003,53593
33,5.12153246566557,52.08007059273379,63.199999999999974,53614
33,5.12194875502685,52.080488225744496,48.20000000000049,11197
33,5.122024045058031,52.0805536530669,7.199999999999931,91652
