Vri,Datum,longitude,latitude,Waarde
5,19-01-15,5.132414251249997,52.09546928499996,6171
5,20-01-15,5.132414251249997,52.09546928499996,6565
5,21-01-15,5.132414251249997,52.09546928499996,6484
5,22-01-15,5.132414251249997,52.09546928499996,6810
5,23-01-15,5.132414251249997,52.09546928499996,7135
5,24-01-15,5.132414251249997,52.09546928499996,5830
5,25-01-15,5.132414251249997,52.09546928499996,4485
5,27-01-15,5.132414251249997,52.09546928499996,6708
5,28-01-15,5.132414251250002,52.09546928500001,740
5,30-01-15,5.132414251249997,52.09546928499996,6960
5,31-01-15,5.132414251249997,52.09546928499996,6120
6,01-01-15,5.126677449222238,52.09504864555539,12353
6,02-01-15,5.1266754229255955,52.095048442232404,19787
6,04-01-15,5.126677449222238,52.09504864555539,15870
6,05-01-15,5.126673187925247,52.09504776869143,20272
6,06-01-15,5.126673187925247,52.09504776869143,21955
6,07-01-15,5.126673187925247,52.09504776869143,23157
6,08-01-15,5.126673187925247,52.09504776869143,23353
6,09-01-15,5.126677449222238,52.09504864555539,25436
6,10-01-15,5.126677449222238,52.09504864555539,21201
6,11-01-15,5.126677449222238,52.09504864555539,15446
6,12-01-15,5.126673187925247,52.09504776869143,21426
6,13-01-15,5.126671122596257,52.095047559342575,22622
6,14-01-15,5.126675328483736,52.095048209162634,23863
6,15-01-15,5.126675328483736,52.095048209162634,24605
6,16-01-15,5.126675328483736,52.095048209162634,26323
6,17-01-15,5.126677449222238,52.09504864555539,22303
6,18-01-15,5.126677449222238,52.09504864555539,15595
6,19-01-15,5.126673187925247,52.09504776869143,21559
6,20-01-15,5.126675328483736,52.095048209162634,23877
6,21-01-15,5.126675328483736,52.095048209162634,23039
6,22-01-15,5.126673187925247,52.09504776869143,24186
6,23-01-15,5.126675328483736,52.095048209162634,25578
6,24-01-15,5.126677449222238,52.09504864555539,21435
6,25-01-15,5.126677449222238,52.09504864555539,15426
6,27-01-15,5.126673187925247,52.09504776869143,21962
6,28-01-15,5.126677449222215,52.09504864555554,2821
6,30-01-15,5.126677449222224,52.095048645555565,18894
6,31-01-15,5.126677449222238,52.09504864555539,22097
7,01-01-15,5.123537647000003,52.09504482000002,1566
7,02-01-15,5.123537647000003,52.09504482000002,2112
7,04-01-15,5.123537647000003,52.09504482000002,1903
7,05-01-15,5.123537647000003,52.09504482000002,3269
7,06-01-15,5.123537647000003,52.09504482000002,3536
7,07-01-15,5.123537647000003,52.09504482000002,3489
7,08-01-15,5.123537647000003,52.09504482000002,3366
7,09-01-15,5.123537647000003,52.09504482000002,3212
7,10-01-15,5.123537647000003,52.09504482000002,2629
7,11-01-15,5.123537647000003,52.09504482000002,2071
7,12-01-15,5.123537647000003,52.09504482000002,3341
7,13-01-15,5.123537647000003,52.09504482000002,3171
7,14-01-15,5.123537647000003,52.09504482000002,3503
7,15-01-15,5.123537647000003,52.09504482000002,3317
7,16-01-15,5.123537647000003,52.09504482000002,3375
7,17-01-15,5.123537647000003,52.09504482000002,3019
7,18-01-15,5.123537647000003,52.09504482000002,1921
7,19-01-15,5.123537647000003,52.09504482000002,3318
7,20-01-15,5.123537647000003,52.09504482000002,3507
7,21-01-15,5.123537647000003,52.09504482000002,3450
7,22-01-15,5.123537647000003,52.09504482000002,3385
7,23-01-15,5.123537647000003,52.09504482000002,3094
7,24-01-15,5.123537647000003,52.09504482000002,2542
7,25-01-15,5.123537647000003,52.09504482000002,2016
7,27-01-15,5.123537647000003,52.09504482000002,3100
7,28-01-15,5.123537647,52.09504482,281
7,30-01-15,5.123537647000003,52.09504482000002,2472
7,31-01-15,5.123537647000003,52.09504482000002,2595
10,01-01-15,5.114840404000006,52.09339801000006,2046
10,02-01-15,5.114840404000006,52.09339801000006,3025
10,04-01-15,5.114840404000006,52.09339801000006,2215
10,05-01-15,5.11479437511111,52.093412596666695,476
10,06-01-15,5.114840404000006,52.09339801000006,3941
10,07-01-15,5.114840404000006,52.09339801000006,3970
10,08-01-15,5.114840404000006,52.09339801000006,3396
10,09-01-15,5.114840404000006,52.09339801000006,3833
10,10-01-15,5.114840404000006,52.09339801000006,3128
10,11-01-15,5.114840404000006,52.09339801000006,2416
10,12-01-15,5.114840404000006,52.09339801000006,3109
10,13-01-15,5.114840404000006,52.09339801000006,3066
10,14-01-15,5.114843321323949,52.09339708549302,3395
10,15-01-15,5.114840404000006,52.09339801000006,3323
10,16-01-15,5.114840404000006,52.09339801000006,4240
10,17-01-15,5.114840404000006,52.09339801000006,3518
10,18-01-15,5.114840404000006,52.09339801000006,1741
10,19-01-15,5.114840404000006,52.09339801000006,3089
10,20-01-15,5.114840404000006,52.09339801000006,3348
10,21-01-15,5.114843321323949,52.09339708549302,3376
10,22-01-15,5.114840404000006,52.09339801000006,3391
10,23-01-15,5.114840404000006,52.09339801000006,3836
10,24-01-15,5.114840404000006,52.09339801000006,3079
10,25-01-15,5.114840404000006,52.09339801000006,2274
10,27-01-15,5.114840404000006,52.09339801000006,3384
10,28-01-15,5.114840404,52.09339801000002,739
10,30-01-15,5.114840404000005,52.09339801000005,2785
10,31-01-15,5.114840404000006,52.09339801000006,3511
11,07-01-15,5.111207975,52.09281302,169
11,08-01-15,5.111207975,52.09281302,1147
11,09-01-15,5.111207975,52.09281302000001,893
11,10-01-15,5.111207975,52.09281302,1330
11,11-01-15,5.111207975,52.09281302,195
11,13-01-15,5.111207975,52.09281302,356
11,14-01-15,5.111207975,52.09281302,381
11,15-01-15,5.111207975,52.09281302,757
11,16-01-15,5.111207975,52.09281302,869
11,17-01-15,5.111207975,52.09281302,685
11,18-01-15,5.111207975,52.09281302,249
11,19-01-15,5.111207975,52.09281302,340
11,20-01-15,5.111207975,52.09281302,380
11,21-01-15,5.111207975,52.09281302,339
11,23-01-15,5.111207975,52.09281302,495
11,24-01-15,5.111207975,52.09281302,753
11,25-01-15,5.111207975,52.09281302,269
11,27-01-15,5.111207975,52.09281302000001,859
11,28-01-15,5.111207975,52.09281302,602
11,30-01-15,5.111207975,52.09281302000001,405
11,31-01-15,5.111207975,52.09281302,379
13,01-01-15,5.097270630656248,52.084158006562454,6929
13,02-01-15,5.097271217289859,52.08427777159418,14232
13,04-01-15,5.097284654351565,52.08426449367187,11883
13,05-01-15,5.097307209385723,52.08431028321425,14018
13,06-01-15,5.097277381186675,52.084306498866596,16654
13,07-01-15,5.097292006512831,52.084314474871725,17426
13,08-01-15,5.097262790645838,52.08426401062497,18284
13,09-01-15,5.0972782428974455,52.08429537307686,18392
13,10-01-15,5.097272137625003,52.08426473573528,14642
13,11-01-15,5.097256496037882,52.08425866484845,11608
13,12-01-15,5.097278887198637,52.08428941239722,17605
13,13-01-15,5.0972905841232965,52.08431762609583,20389
13,14-01-15,5.097299192061652,52.08432095499994,19737
13,15-01-15,5.097288532729738,52.08429727722967,20440
13,16-01-15,5.097282792301377,52.08430765287666,19609
13,17-01-15,5.0972639209466735,52.08428618166661,17593
13,18-01-15,5.097285438611945,52.08431791932832,15952
13,19-01-15,5.09729871172536,52.08431157943657,16580
13,20-01-15,5.097294715521135,52.08432007957741,18106
13,21-01-15,5.097300894555564,52.08430900805551,18736
13,22-01-15,5.097281914986309,52.08430811657528,21528
13,23-01-15,5.097274272500008,52.0842984462337,19849
13,24-01-15,5.097290299595594,52.08431385897055,15396
13,25-01-15,5.097283253393942,52.084284408787866,11689
13,27-01-15,5.097282438478577,52.0842857685714,17763
13,30-01-15,5.097253675610297,52.08428604522056,15634
13,31-01-15,5.097258724675332,52.084285835129805,22536
15,01-01-15,5.101176527227845,52.081149959873535,10789
15,02-01-15,5.101170491019229,52.08114235525653,21172
15,04-01-15,5.101165920566667,52.08114443393345,15514
15,05-01-15,5.101215191977524,52.081091868202286,25173
15,06-01-15,5.101226405059778,52.08110198641306,29289
15,07-01-15,5.101218721277775,52.08108836044448,29076
15,08-01-15,5.101180785540695,52.08110450459308,30407
15,09-01-15,5.101217077411455,52.08109904515627,31943
15,10-01-15,5.101212727611109,52.08109004722224,25234
15,11-01-15,5.101202836356317,52.08111126580466,18877
15,12-01-15,5.101209279859373,52.08108477614587,32342
15,13-01-15,5.101196098293474,52.08111359673917,36613
15,14-01-15,5.101221868389531,52.08109187348845,35067
15,15-01-15,5.1011926597303345,52.08110382511239,38682
15,16-01-15,5.1012130453917495,52.081100813711366,40196
15,17-01-15,5.101171541432433,52.081149356621744,27026
15,18-01-15,5.101194688269235,52.08113246192319,22506
15,19-01-15,5.1011632758437475,52.08114030400011,26562
15,20-01-15,5.101220070278405,52.0811005110796,31496
15,21-01-15,5.101202911472823,52.08109282646743,36178
15,22-01-15,5.10121440534615,52.08109036302202,37703
15,23-01-15,5.101200137021975,52.08110170258246,31898
15,24-01-15,5.101193759676469,52.08111322652949,25113
15,25-01-15,5.101177365433332,52.08115091720011,16413
15,27-01-15,5.101227442578945,52.08109645542108,33945
15,28-01-15,5.101533406500001,52.08123853999999,1250
15,30-01-15,5.101179544625001,52.081138975000115,23494
15,31-01-15,5.1011732736951165,52.08115997109765,35756
16,01-01-15,5.102694121625001,52.079699447500026,6940
16,02-01-15,5.102694121625001,52.079699447500026,13420
16,04-01-15,5.102694121625001,52.079699447500026,9735
16,05-01-15,5.102694121625001,52.079699447500026,17181
16,06-01-15,5.102694121625001,52.079699447500026,18491
16,07-01-15,5.102694121625001,52.079699447500026,18018
16,08-01-15,5.102694121625001,52.079699447500026,20022
16,09-01-15,5.102694121625001,52.079699447500026,18126
16,10-01-15,5.102694121625001,52.079699447500026,12388
16,11-01-15,5.102694121625001,52.079699447500026,9894
16,12-01-15,5.102692911484212,52.07970073242108,19469
16,13-01-15,5.102694121625001,52.079699447500026,22262
16,14-01-15,5.102694121625001,52.079699447500026,22472
16,15-01-15,5.102693465078535,52.0797016502618,22608
16,16-01-15,5.102693465078535,52.0797016502618,22697
16,17-01-15,5.102692801621054,52.07970387621056,16610
16,18-01-15,5.102691509047873,52.07970681053194,14368
16,19-01-15,5.102694121625001,52.079699447500026,19466
16,20-01-15,5.102694121625001,52.079699447500026,20036
16,21-01-15,5.102692296809526,52.079701385079396,21002
16,24-01-15,5.102694121625002,52.079699447500026,10389
16,25-01-15,5.102694121625001,52.079699447500026,10294
16,26-01-15,5.102693519722514,52.07970008659689,19568
16,27-01-15,5.102693519722514,52.07970008659689,20506
16,28-01-15,5.102692502422528,52.07970116676057,3149
16,30-01-15,5.102694121625001,52.07969944750003,19941
16,31-01-15,5.102690244790324,52.07970820225809,19159
17,01-01-15,5.105502266638751,52.09760431188472,22690
17,02-01-15,5.105505346216223,52.097608759243144,22726
17,03-01-15,5.105501835111119,52.0976078847618,24584
17,04-01-15,5.105502848375008,52.097606326249895,20844
17,05-01-15,5.105499990692315,52.0976122967032,23923
17,06-01-15,5.105502635314923,52.09761208585626,23745
17,07-01-15,5.105502987230775,52.09761151472518,24014
17,08-01-15,5.105501703608702,52.097610906739035,24116
17,09-01-15,5.105503823657615,52.09760939679338,25442
17,10-01-15,5.105502514157076,52.097606840314036,27158
17,11-01-15,5.105501835111119,52.0976078847618,22740
17,12-01-15,5.105484712348321,52.09762277977517,22865
17,13-01-15,5.105498208762437,52.09761279447504,22883
17,14-01-15,5.105500053916672,52.09761301961101,23352
17,15-01-15,5.105500089556764,52.09761086410801,25061
17,16-01-15,5.105504917471595,52.097613353579455,23437
17,17-01-15,5.105503277847001,52.09760978207641,25265
17,18-01-15,5.105502848375008,52.097606326249895,22913
17,19-01-15,5.105500715619572,52.09761116456512,24510
17,20-01-15,5.105500904100565,52.0976135122904,24472
17,21-01-15,5.105500626585642,52.09761261005515,24463
17,22-01-15,5.105502341912574,52.09761120907094,26235
17,23-01-15,5.105507976826092,52.097608532608604,27199
17,24-01-15,5.105506002235301,52.09760768310151,24521
17,25-01-15,5.105502848375008,52.097606326249895,24111
17,26-01-15,5.1055002596000065,52.09761319044434,22923
17,27-01-15,5.10549840604431,52.09761350386063,19365
17,28-01-15,5.105506218500002,52.09760777614289,3753
17,30-01-15,5.105505793156983,52.09761124575571,21975
17,31-01-15,5.105510460935141,52.0976064431891,25764
18,01-01-15,5.100478491999997,52.100979710000026,1456
18,02-01-15,5.100478491999997,52.100979710000026,1750
18,04-01-15,5.100478491999997,52.100979710000026,1390
18,05-01-15,5.100478491999997,52.100979710000026,1889
18,06-01-15,5.100478491999997,52.100979710000026,1922
18,07-01-15,5.100478491999997,52.100979710000026,1960
18,08-01-15,5.100478491999997,52.100979710000026,1858
18,09-01-15,5.100478491999997,52.100979710000026,1966
18,10-01-15,5.100478491999997,52.100979710000026,1848
18,11-01-15,5.100478491999997,52.100979710000026,1515
18,12-01-15,5.100478491999997,52.100979710000026,1898
18,13-01-15,5.100478491999997,52.100979710000026,1990
18,14-01-15,5.100478491999997,52.100979710000026,1995
18,15-01-15,5.100478492,52.10097971,72
18,19-01-15,5.100478491999997,52.100979710000026,1824
18,20-01-15,5.100478491999997,52.100979710000026,1913
18,21-01-15,5.100478491999997,52.100979710000026,2054
18,22-01-15,5.100478491999997,52.100979710000026,2189
18,23-01-15,5.100478491999997,52.100979710000026,2192
18,24-01-15,5.100478491999997,52.100979710000026,1885
18,25-01-15,5.100478491999997,52.100979710000026,1482
18,27-01-15,5.100478491999997,52.100979710000026,1943
18,28-01-15,5.100478492,52.10097971,297
18,30-01-15,5.100478491999997,52.100979710000026,1993
18,31-01-15,5.100478491999997,52.100979710000026,1892
19,01-01-15,5.097290885150451,52.1022722249999,21178
19,02-01-15,5.097286431203393,52.10227241720328,27247
19,04-01-15,5.097297719088504,52.10227504570786,21363
19,05-01-15,5.0972891258695725,52.102276388869456,25600
19,06-01-15,5.09728311043244,52.10227235531523,26575
19,07-01-15,5.097282410782615,52.10227361721728,27548
19,08-01-15,5.0972855720086265,52.10227529297403,26643
19,09-01-15,5.097286835267246,52.102271792758515,28750
19,10-01-15,5.097287253508779,52.102271146403396,27552
19,11-01-15,5.097284051212396,52.10226940429194,22120
19,12-01-15,5.097275695695658,52.1022708455651,25413
19,13-01-15,5.097282754415938,52.10227299743352,26826
19,14-01-15,5.0972891258695725,52.102276388869456,27801
19,15-01-15,5.097284632601737,52.10227270103885,27674
19,16-01-15,5.097294389815457,52.102277113433374,29964
19,17-01-15,5.0972904001130495,52.10227285821728,29200
19,18-01-15,5.097301476598224,52.102276168749896,20929
19,19-01-15,5.097295279495732,52.10227966435887,25731
19,20-01-15,5.097282410782615,52.10227361721728,27582
19,21-01-15,5.097282410782615,52.10227361721728,27623
19,22-01-15,5.097282116716866,52.10227593445793,15266
19,23-01-15,5.097290885150451,52.1022722249999,30400
19,24-01-15,5.097286835267246,52.102271792758515,28310
19,25-01-15,5.09729653195727,52.102276194059726,22266
19,27-01-15,5.097295279495732,52.10227966435887,27688
19,28-01-15,5.097312129500004,52.10225370499996,3161
19,30-01-15,5.097296121495621,52.10227678587709,26577
19,31-01-15,5.097297115200007,52.10227562986946,30795
20,16-01-15,5.092234571630856,52.10519284228952,58469
20,17-01-15,5.092180013700022,52.105219741499845,56806
20,18-01-15,5.092180013700022,52.105219741499845,42042
20,19-01-15,5.092181880765713,52.10521880916303,57074
20,20-01-15,5.092180013700022,52.105219741499845,60291
20,21-01-15,5.092180013700022,52.105219741499845,59564
20,22-01-15,5.092180013700022,52.105219741499845,63086
20,23-01-15,5.092180013700022,52.105219741499845,63654
20,24-01-15,5.092180013700022,52.105219741499845,54718
20,25-01-15,5.092180074649181,52.10521971189061,43310
20,27-01-15,5.092181880765713,52.10521880916303,59730
20,28-01-15,5.092180013699994,52.10521974149995,10201
20,30-01-15,5.092180013700017,52.105219741499894,54254
20,31-01-15,5.092180013700022,52.105219741499845,60037
21,01-01-15,5.086901821428563,52.10835472142852,8541
21,02-01-15,5.086901821428563,52.10835472142852,12793
21,04-01-15,5.086905612347296,52.108353702275394,9168
21,05-01-15,5.086901821428563,52.10835472142852,13151
21,06-01-15,5.086901821428563,52.10835472142852,13864
21,07-01-15,5.086901821428563,52.10835472142852,13885
21,08-01-15,5.086901821428563,52.10835472142852,13503
21,09-01-15,5.086925268962951,52.108348417777705,13922
21,10-01-15,5.086913332036354,52.10835162690903,12428
21,11-01-15,5.08692934679502,52.108347321490605,8829
21,12-01-15,5.086901821428563,52.10835472142852,13434
21,13-01-15,5.086901821428563,52.10835472142852,14123
21,14-01-15,5.086901821428563,52.10835472142852,14044
21,15-01-15,5.086901821428563,52.10835472142852,14214
21,16-01-15,5.086933475599988,52.10834621149992,14471
21,17-01-15,5.086901821428563,52.10835472142852,13036
21,18-01-15,5.086901821428563,52.10835472142852,8957
21,19-01-15,5.086901821428563,52.10835472142852,13481
21,20-01-15,5.086901821428563,52.10835472142852,14046
21,21-01-15,5.086901821428563,52.10835472142852,14178
21,22-01-15,5.086901821428563,52.10835472142852,14309
21,23-01-15,5.086901821428563,52.10835472142852,14637
21,24-01-15,5.086905612347296,52.108353702275394,12382
21,25-01-15,5.086901821428563,52.10835472142852,9518
21,27-01-15,5.086901821428563,52.10835472142852,14007
21,28-01-15,5.08690182142857,52.108354721428626,1865
21,30-01-15,5.086901821428562,52.10835472142848,12658
21,31-01-15,5.086901821428563,52.10835472142852,13396
23,01-01-15,5.114454592807684,52.09479585512828,1625
23,02-01-15,5.11447464711627,52.094741541162854,4295
23,04-01-15,5.114479839573025,52.09472160730343,2840
23,05-01-15,5.114481493466658,52.09471525800006,3026
23,06-01-15,5.114481493466658,52.09471525800006,3822
23,07-01-15,5.114486241741926,52.09469702935489,3495
23,08-01-15,5.114487757148927,52.09469121170218,4076
23,09-01-15,5.114487757148927,52.09469121170218,4001
23,10-01-15,5.114487757148927,52.09469121170218,4432
23,11-01-15,5.114474376579537,52.09472248181825,2873
23,12-01-15,5.114489240652623,52.09468551652637,3226
23,13-01-15,5.114481493466658,52.09471525800006,3454
23,14-01-15,5.114486241741926,52.09469702935489,3606
23,15-01-15,5.1144781480909005,52.09472810090915,4112
23,16-01-15,5.114487757148927,52.09469121170218,4180
23,17-01-15,5.114484226372332,52.09468595127665,4503
23,18-01-15,5.114479732488628,52.094714649090974,2836
23,19-01-15,5.114444694333333,52.09485653,437
25,01-01-15,5.1089998481269845,52.10029222804235,8319
25,02-01-15,5.108997465625001,52.10029028875002,12019
25,04-01-15,5.108996602801104,52.100311741712744,9327
25,05-01-15,5.108997391293195,52.10029213691101,11748
25,06-01-15,5.108996928427026,52.10030364545948,13132
25,07-01-15,5.108996928427026,52.10030364545948,12813
25,08-01-15,5.108997465625001,52.10029028875002,13883
25,09-01-15,5.1089973161789475,52.10029400452634,13945
25,10-01-15,5.108997391293195,52.10029213691101,12603
25,11-01-15,5.108999785281915,52.10029411601066,10059
25,12-01-15,5.108997465625001,52.10029028875002,12555
25,13-01-15,5.108997465625001,52.10029028875002,13558
25,14-01-15,5.108996928427026,52.10030364545948,13290
25,15-01-15,5.108996848347825,52.100305636521774,14261
25,16-01-15,5.108997465625001,52.10029028875002,13814
25,17-01-15,5.108999910310527,52.10029035994739,12753
25,18-01-15,5.108997391293195,52.10029213691101,10048
25,19-01-15,5.108997391293195,52.10029213691101,12403
25,20-01-15,5.108997465625001,52.10029028875002,13430
25,21-01-15,5.108997465625001,52.10029028875002,13267
25,22-01-15,5.108997465625001,52.10029028875002,14358
25,23-01-15,5.108997465625001,52.10029028875002,13965
25,24-01-15,5.108997391293195,52.10029213691101,12692
25,25-01-15,5.108997465625001,52.10029028875002,10046
25,27-01-15,5.108997465625001,52.10029028875002,13429
25,28-01-15,5.108997059985719,52.10030037442863,1759
25,30-01-15,5.108997465625001,52.10029028875002,13401
25,31-01-15,5.108997391293195,52.10029213691101,13807
26,01-01-15,5.115890342750006,52.09903670500003,5960
26,02-01-15,5.115885602195658,52.099036651956546,7516
26,04-01-15,5.115888022904262,52.099036679042584,6808
26,05-01-15,5.115890342750006,52.09903670500003,8112
26,06-01-15,5.115888022904262,52.099036679042584,8802
26,07-01-15,5.115888022904262,52.099036679042584,9169
26,08-01-15,5.115888022904262,52.099036679042584,9456
26,09-01-15,5.115885602195658,52.099036651956546,9189
26,10-01-15,5.115890342750006,52.09903670500003,8558
26,11-01-15,5.115890342750006,52.09903670500003,7198
26,12-01-15,5.115890342750006,52.09903670500003,8845
26,13-01-15,5.115888022904262,52.099036679042584,9372
26,14-01-15,5.115888022904262,52.099036679042584,9439
26,15-01-15,5.1158951342105325,52.09903565357898,8950
26,16-01-15,5.115890342750006,52.09903670500003,10171
26,17-01-15,5.115885602195658,52.099036651956546,8582
26,18-01-15,5.115890342750006,52.09903670500003,7042
26,19-01-15,5.115888022904262,52.099036679042584,8867
26,20-01-15,5.115888022904262,52.099036679042584,9424
26,21-01-15,5.115890342750006,52.09903670500003,9345
26,24-01-15,5.115888022904262,52.099036679042584,8382
26,25-01-15,5.115888022904262,52.099036679042584,7227
26,26-01-15,5.115888022904262,52.099036679042584,8817
26,27-01-15,5.115888022904262,52.099036679042584,9587
26,28-01-15,5.115890342750002,52.09903670499999,1152
26,30-01-15,5.115888022904262,52.099036679042584,9367
26,31-01-15,5.115890342750006,52.09903670500003,9209
27,14-01-15,5.056907525989475,52.10887855063156,5982
27,15-01-15,5.05690118969149,52.10888337851063,6591
27,16-01-15,5.056906760500001,52.10887916999997,6124
27,17-01-15,5.056909106354839,52.10887727193547,4796
27,18-01-15,5.056909922304348,52.10887661173911,3639
27,19-01-15,5.056906760500001,52.10887916999997,5932
27,20-01-15,5.056906760500001,52.10887916999997,6333
27,21-01-15,5.056909922304348,52.10887661173911,6044
27,22-01-15,5.05690118969149,52.10888337851063,7325
27,23-01-15,5.056906760500001,52.10887916999997,6335
27,24-01-15,5.056913371545454,52.10887382090909,4521
27,25-01-15,5.05689965604651,52.10888426488375,4004
27,27-01-15,5.05690118969149,52.10888337851063,6044
27,28-01-15,5.056906760499997,52.10887916999997,1187
27,30-01-15,5.056907559637363,52.1088785234066,4988
27,31-01-15,5.056909922304348,52.10887661173911,4871
28,01-01-15,5.126500359999998,52.09806755,515
28,02-01-15,5.126500359999998,52.09806755,816
28,04-01-15,5.126500359999998,52.09806755,562
28,05-01-15,5.126500359999998,52.09806755,882
28,06-01-15,5.126500359999998,52.09806755,983
28,07-01-15,5.126500359999998,52.09806755,996
28,08-01-15,5.126500359999998,52.09806755,1109
