Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-05-2019,,,,,,,,
B52D0495,001,14-07-2008,130,98,3117,,,,,,
B52D0495,001,28-07-2008,130,98,3117,,,,,,
B52D0495,001,14-08-2008,128,96,3119,,,,,,
B52D0495,001,28-08-2008,130,98,3117,,,,,,
B52D0495,001,12-09-2008,142,110,3105,,,,,,
B52D0495,001,29-09-2008,146,114,3101,,,,,,
B52D0495,001,14-10-2008,141,109,3106,,,,,,
B52D0495,001,28-10-2008,140,108,3107,,,,,,
B52D0495,001,14-11-2008,130,98,3117,,,,,,
B52D0495,001,27-11-2008,120,88,3127,,,,,,
B52D0495,001,15-12-2008,113,81,3134,,,,,,
B52D0495,001,14-01-2009,118,86,3129,,,,,,
B52D0495,001,29-01-2009,108,76,3139,,,,,,
B52D0495,001,03-02-2009,90,58,3157,,,,,,
B52D0495,001,13-02-2009,95,63,3152,,,,,,
B52D0495,001,13-03-2009,91,59,3156,,,,,,
B52D0495,001,27-03-2009,90,58,3157,,,,,,
B52D0495,001,14-04-2009,93,61,3154,,,,,,
B52D0495,001,29-04-2009,98,66,3149,,,,,,
B52D0495,001,13-05-2009,108,76,3139,,,,,,
B52D0495,001,27-05-2009,118,86,3129,,,,,,
B52D0495,001,15-06-2009,126,94,3121,,,,,,
B52D0495,001,30-06-2009,131,99,3116,,,,,,
B52D0495,001,14-07-2009,140,108,3107,,,,,,
B52D0495,001,24-07-2009,145,113,3102,,,,,,
B52D0495,001,13-08-2009,148,116,3099,,,,,,
B52D0495,001,28-08-2009,155,123,3092,,,,,,
B52D0495,001,15-09-2009,166,134,3081,,,,,,
B52D0495,001,28-09-2009,168,136,3079,,,,,,
B52D0495,001,14-10-2009,146,114,3101,,,,,,
B52D0495,001,28-10-2009,145,113,3102,,,,,,
B52D0495,001,12-11-2009,128,96,3119,,,,,,
B52D0495,001,26-11-2009,110,78,3137,,,,,,
B52D0495,001,14-01-2010,92,60,3155,,,,,,
B52D0495,001,27-01-2010,91,59,3156,,,,,,
B52D0495,001,11-02-2010,84,52,3163,,,,,,
B52D0495,001,02-03-2010,84,52,3163,,,,,,
B52D0495,001,16-03-2010,90,58,3157,,,,,,
B52D0495,001,29-03-2010,87,55,3160,,,,,,
B52D0495,001,14-04-2010,90,58,3157,,,,,,
B52D0495,001,27-04-2010,102,70,3145,,,,,,
B52D0495,001,17-05-2010,100,68,3147,,,,,,
B52D0495,001,27-05-2010,106,74,3141,,,,,,
B52D0495,001,15-06-2010,118,86,3129,,,,,,
B52D0495,001,13-07-2010,160,128,3087,,,,,,
B52D0495,001,27-07-2010,,,,N,,,,,
B52D0495,001,13-08-2010,158,126,3089,,,,,,
B52D0495,001,27-08-2010,138,106,3109,,,,,,
B52D0495,001,15-09-2010,110,78,3137,,,,,,
B52D0495,001,28-09-2010,115,83,3132,,,,,,
B52D0495,001,13-10-2010,114,82,3133,,,,,,
B52D0495,001,28-10-2010,112,80,3135,,,,,,
B52D0495,001,17-11-2010,80,48,3167,,,,,,
B52D0495,001,29-11-2010,90,58,3157,,,,,,
B52D0495,001,14-12-2010,92,60,3155,,,,,,
B52D0495,001,28-01-2011,82,50,3165,,,,,,
B52D0495,001,14-02-2011,85,53,3162,,,,,,
B52D0495,001,28-02-2011,90,58,3157,,,,,,
B52D0495,001,14-03-2011,90,58,3157,,,,,,
B52D0495,001,28-03-2011,94,62,3153,,,,,,
B52D0495,001,15-04-2011,102,70,3145,,,,,,
B52D0495,001,28-04-2011,112,80,3135,,,,,,
B52D0495,001,13-05-2011,122,90,3125,,,,,,
B52D0495,001,27-05-2011,136,104,3111,,,,,,
B52D0495,001,14-06-2011,145,113,3102,,,,,,
B52D0495,001,28-06-2011,145,113,3102,,,,,,
B52D0495,001,14-07-2011,152,120,3095,,,,,,
B52D0495,001,28-07-2011,145,113,3102,,,,,,
B52D0495,001,15-08-2011,137,105,3110,,,,,,
B52D0495,001,29-08-2011,116,84,3131,,,,,,
B52D0495,001,14-09-2011,122,90,3125,,,,,,
B52D0495,001,28-09-2011,132,100,3115,,,,,,
B52D0495,001,14-10-2011,127,95,3120,,,,,,
B52D0495,001,28-10-2011,122,90,3125,,,,,,
B52D0495,001,14-11-2011,125,93,3122,,,,,,
B52D0495,001,28-11-2011,128,96,3119,,,,,,
B52D0495,001,14-12-2011,112,80,3135,,,,,,
B52D0495,001,13-01-2012,80,48,3167,,,,,,
B52D0495,001,13-09-2012,66,34,3181,,,,,,
B52D0495,001,27-09-2012,65,33,3182,,,,,,
B52D0495,001,26-10-2012,61,29,3186,,,,,,
B52D0495,001,14-11-2012,60,28,3187,,,,,,
B52D0495,001,28-11-2012,61,29,3186,,,,,,
B52D0495,001,14-12-2012,55,23,3192,,,,,,
B52D0495,001,15-01-2013,47,15,3200,,,,,,
B52D0495,001,04-02-2013,44,12,3203,,,,,,
B52D0495,001,15-02-2013,45,13,3202,,,,,,
B52D0495,001,28-02-2013,45,13,3202,,,,,,
B52D0495,001,14-03-2013,45,13,3202,,,,,,
B52D0495,001,28-03-2013,45,13,3202,,,,,,
B52D0495,001,15-04-2013,48,16,3199,,,,,,
B52D0495,001,26-04-2013,50,18,3197,,,,,,
B52D0495,001,15-05-2013,53,21,3194,,,,,,
B52D0495,001,28-05-2013,52,20,3195,,,,,,
B52D0495,001,14-06-2013,57,25,3190,,,,,,
B52D0495,001,26-06-2013,62,30,3185,,,,,,
B52D0495,001,15-07-2013,,,,N,,,,,
B52D0495,001,30-07-2013,68,36,3179,,,,,,
B52D0495,001,15-08-2013,78,46,3169,,,,,,
B52D0495,001,30-08-2013,90,58,3157,,,,,,
B52D0495,001,16-09-2013,69,37,3178,,,,,,
B52D0495,001,30-09-2013,74,42,3173,,,,,,
B52D0495,001,15-10-2013,71,39,3176,,,,,,
B52D0495,001,31-10-2013,68,36,3179,,,,,,
B52D0495,001,14-11-2013,59,27,3188,,,,,,
B52D0495,001,29-11-2013,58,26,3189,,,,,,
B52D0495,001,16-12-2013,57,25,3190,,,,,,
B52D0495,001,31-12-2013,49,17,3198,,,,,,
B52D0495,001,28-01-2014,47,15,3200,,,,,,
B52D0495,001,25-02-2014,47,15,3200,,,,,,
B52D0495,001,26-03-2014,51,19,3196,,,,,,
B52D0495,001,30-04-2014,57,25,3190,,,,,,
B52D0495,001,26-05-2014,53,21,3194,,,,,,
B52D0495,001,30-06-2014,60,28,3187,,,,,,
B52D0495,001,02-07-2014,,,,N,,,,,
B52D0495,001,29-07-2014,49,17,3198,,,,,,
B52D0495,001,10-08-2014,,,,N,,,,,
B52D0495,001,27-08-2014,48,16,3199,,,,,,
B52D0495,001,30-09-2014,54,22,3193,,,,,,
B52D0495,001,31-10-2014,47,15,3200,,,,,,
B52D0495,001,28-11-2014,45,13,3202,,,,,,
B52D0495,001,05-01-2015,,,,N,,,,,
B52D0495,001,30-01-2015,,,,N,,,,,
B52D0495,001,24-02-2015,,,,N,,,,,
B52D0495,001,25-03-2015,,,,N,,,,,
B52D0495,001,28-04-2015,,,,N,,,,,
B52D0495,001,27-05-2015,,,,N,,,,,
B52D0495,001,26-08-2015,68,36,3179,,,,,,
B52D0495,001,02-11-2015,62,30,3185,,,,,,
B52D0495,001,15-01-2016,44,12,3203,,,,,,
B52D0495,001,29-01-2016,45,13,3202,,,,,,
B52D0495,001,15-02-2016,41,9,3206,,,,,,
B52D0495,001,29-02-2016,42,10,3205,,,,,,
B52D0495,001,15-03-2016,42,10,3205,,,,,,
B52D0495,001,29-03-2016,44,12,3203,,,,,,
B52D0495,001,15-04-2016,45,13,3202,,,,,,
B52D0495,001,28-04-2016,46,14,3201,,,,,,
B52D0495,001,16-05-2016,50,18,3197,,,,,,
B52D0495,001,20-05-2016,54,22,3193,,,,,,
B52D0495,001,21-05-2016,53,21,3194,,,,,,
B52D0495,001,22-05-2016,54,22,3193,,,,,,
B52D0495,001,23-05-2016,56,24,3191,,,,,,
B52D0495,001,24-05-2016,55,23,3192,,,,,,
B52D0495,001,25-05-2016,54,22,3193,,,,,,
B52D0495,001,26-05-2016,55,23,3192,,,,,,
B52D0495,001,27-05-2016,55,23,3192,,,,,,
B52D0495,001,28-05-2016,55,23,3192,,,,,,
B52D0495,001,29-05-2016,55,23,3192,,,,,,
B52D0495,001,30-05-2016,56,24,3191,,,,,,
B52D0495,001,31-05-2016,54,22,3193,,,,,,
B52D0495,001,01-06-2016,53,21,3194,,,,,,
B52D0495,001,02-06-2016,49,17,3198,,,,,,
B52D0495,001,03-06-2016,48,16,3199,,,,,,
B52D0495,001,04-06-2016,47,15,3200,,,,,,
B52D0495,001,05-06-2016,46,14,3201,,,,,,
B52D0495,001,06-06-2016,46,14,3201,,,,,,
B52D0495,001,07-06-2016,46,14,3201,,,,,,
B52D0495,001,08-06-2016,46,14,3201,,,,,,
B52D0495,001,09-06-2016,46,14,3201,,,,,,
B52D0495,001,10-06-2016,45,13,3202,,,,,,
B52D0495,001,11-06-2016,46,14,3201,,,,,,
B52D0495,001,12-06-2016,45,13,3202,,,,,,
B52D0495,001,13-06-2016,45,13,3202,,,,,,
B52D0495,001,14-06-2016,45,13,3202,,,,,,
B52D0495,001,15-06-2016,46,14,3201,,,,,,
B52D0495,001,16-06-2016,45,13,3202,,,,,,
B52D0495,001,17-06-2016,46,14,3201,,,,,,
B52D0495,001,18-06-2016,46,14,3201,,,,,,
B52D0495,001,19-06-2016,46,14,3201,,,,,,
B52D0495,001,20-06-2016,45,13,3202,,,,,,
B52D0495,001,21-06-2016,45,13,3202,,,,,,
B52D0495,001,22-06-2016,45,13,3202,,,,,,
B52D0495,001,23-06-2016,44,12,3203,,,,,,
B52D0495,001,24-06-2016,44,12,3203,,,,,,
B52D0495,001,25-06-2016,41,9,3206,,,,,,
B52D0495,001,26-06-2016,39,7,3208,,,,,,
B52D0495,001,27-06-2016,37,5,3210,,,,,,
B52D0495,001,28-06-2016,36,4,3211,,,,,,
B52D0495,001,29-06-2016,37,5,3210,,,,,,
B52D0495,001,30-06-2016,37,5,3210,,,,,,
B52D0495,001,01-07-2016,37,5,3210,,,,,,
B52D0495,001,02-07-2016,38,6,3209,,,,,,
B52D0495,001,03-07-2016,38,6,3209,,,,,,
B52D0495,001,04-07-2016,38,6,3209,,,,,,
B52D0495,001,05-07-2016,40,8,3207,,,,,,
B52D0495,001,06-07-2016,41,9,3206,,,,,,
B52D0495,001,07-07-2016,41,9,3206,,,,,,
B52D0495,001,08-07-2016,43,11,3204,,,,,,
B52D0495,001,09-07-2016,43,11,3204,,,,,,
B52D0495,001,10-07-2016,43,11,3204,,,,,,
B52D0495,001,11-07-2016,45,13,3202,,,,,,
B52D0495,001,12-07-2016,45,13,3202,,,,,,
B52D0495,001,13-07-2016,47,15,3200,,,,,,
B52D0495,001,14-07-2016,47,15,3200,,,,,,
B52D0495,001,15-07-2016,47,15,3200,,,,,,
B52D0495,001,16-07-2016,48,16,3199,,,,,,
B52D0495,001,17-07-2016,48,16,3199,,,,,,
B52D0495,001,18-07-2016,48,16,3199,,,,,,
B52D0495,001,19-07-2016,48,16,3199,,,,,,
B52D0495,001,20-07-2016,48,16,3199,,,,,,
B52D0495,001,21-07-2016,50,18,3197,,,,,,
B52D0495,001,22-07-2016,51,19,3196,,,,,,
B52D0495,001,23-07-2016,51,19,3196,,,,,,
B52D0495,001,24-07-2016,51,19,3196,,,,,,
B52D0495,001,25-07-2016,52,20,3195,,,,,,
B52D0495,001,26-07-2016,52,20,3195,,,,,,
B52D0495,001,27-07-2016,53,21,3194,,,,,,
B52D0495,001,28-07-2016,53,21,3194,,,,,,
B52D0495,001,29-07-2016,53,21,3194,,,,,,
B52D0495,001,30-07-2016,55,23,3192,,,,,,
B52D0495,001,31-07-2016,56,24,3191,,,,,,
B52D0495,001,01-08-2016,55,23,3192,,,,,,
B52D0495,001,02-08-2016,55,23,3192,,,,,,
B52D0495,001,03-08-2016,55,23,3192,,,,,,
B52D0495,001,04-08-2016,54,22,3193,,,,,,
B52D0495,001,05-08-2016,54,22,3193,,,,,,
B52D0495,001,06-08-2016,54,22,3193,,,,,,
B52D0495,001,07-08-2016,54,22,3193,,,,,,
B52D0495,001,08-08-2016,55,23,3192,,,,,,
B52D0495,001,09-08-2016,56,24,3191,,,,,,
B52D0495,001,10-08-2016,56,24,3191,,,,,,
B52D0495,001,11-08-2016,55,23,3192,,,,,,
B52D0495,001,12-08-2016,56,24,3191,,,,,,
B52D0495,001,13-08-2016,56,24,3191,,,,,,
B52D0495,001,14-08-2016,56,24,3191,,,,,,
B52D0495,001,15-08-2016,57,25,3190,,,,,,
B52D0495,001,16-08-2016,57,25,3190,,,,,,
B52D0495,001,17-08-2016,57,25,3190,,,,,,
B52D0495,001,18-08-2016,58,26,3189,,,,,,
B52D0495,001,19-08-2016,58,26,3189,,,,,,
B52D0495,001,20-08-2016,59,27,3188,,,,,,
B52D0495,001,21-08-2016,60,28,3187,,,,,,
B52D0495,001,22-08-2016,60,28,3187,,,,,,
B52D0495,001,23-08-2016,60,28,3187,,,,,,
B52D0495,001,24-08-2016,60,28,3187,,,,,,
B52D0495,001,25-08-2016,60,28,3187,,,,,,
B52D0495,001,26-08-2016,62,30,3185,,,,,,
B52D0495,001,27-08-2016,61,29,3186,,,,,,
B52D0495,001,28-08-2016,63,31,3184,,,,,,
B52D0495,001,29-08-2016,63,31,3184,,,,,,
B52D0495,001,30-08-2016,62,30,3185,,,,,,
B52D0495,001,31-08-2016,63,31,3184,,,,,,
B52D0495,001,01-09-2016,64,32,3183,,,,,,
B52D0495,001,02-09-2016,64,32,3183,,,,,,
B52D0495,001,03-09-2016,64,32,3183,,,,,,
B52D0495,001,04-09-2016,65,33,3182,,,,,,
B52D0495,001,05-09-2016,63,31,3184,,,,,,
B52D0495,001,06-09-2016,62,30,3185,,,,,,
B52D0495,001,07-09-2016,61,29,3186,,,,,,
B52D0495,001,08-09-2016,62,30,3185,,,,,,
B52D0495,001,09-09-2016,63,31,3184,,,,,,
B52D0495,001,10-09-2016,63,31,3184,,,,,,
B52D0495,001,11-09-2016,65,33,3182,,,,,,
B52D0495,001,12-09-2016,64,32,3183,,,,,,
B52D0495,001,13-09-2016,64,32,3183,,,,,,
B52D0495,001,14-09-2016,67,35,3180,,,,,,
B52D0495,001,15-09-2016,67,35,3180,,,,,,
B52D0495,001,16-09-2016,67,35,3180,,,,,,
B52D0495,001,17-09-2016,67,35,3180,,,,,,
B52D0495,001,18-09-2016,68,36,3179,,,,,,
B52D0495,001,19-09-2016,68,36,3179,,,,,,
B52D0495,001,20-09-2016,68,36,3179,,,,,,
B52D0495,001,21-09-2016,68,36,3179,,,,,,
B52D0495,001,22-09-2016,69,37,3178,,,,,,
B52D0495,001,23-09-2016,70,38,3177,,,,,,
B52D0495,001,24-09-2016,69,37,3178,,,,,,
B52D0495,001,25-09-2016,69,37,3178,,,,,,
B52D0495,001,26-09-2016,71,39,3176,,,,,,
B52D0495,001,27-09-2016,71,39,3176,,,,,,
B52D0495,001,28-09-2016,72,40,3175,,,,,,
B52D0495,001,29-09-2016,72,40,3175,,,,,,
B52D0495,001,30-09-2016,73,41,3174,,,,,,
B52D0495,001,01-10-2016,73,41,3174,,,,,,
B52D0495,001,02-10-2016,73,41,3174,,,,,,
B52D0495,001,03-10-2016,74,42,3173,,,,,,
B52D0495,001,04-10-2016,74,42,3173,,,,,,
B52D0495,001,05-10-2016,74,42,3173,,,,,,
B52D0495,001,06-10-2016,75,43,3172,,,,,,
B52D0495,001,07-10-2016,75,43,3172,,,,,,
B52D0495,001,08-10-2016,76,44,3171,,,,,,
B52D0495,001,09-10-2016,75,43,3172,,,,,,
B52D0495,001,10-10-2016,75,43,3172,,,,,,
B52D0495,001,11-10-2016,76,44,3171,,,,,,
B52D0495,001,12-10-2016,76,44,3171,,,,,,
B52D0495,001,13-10-2016,75,43,3172,,,,,,
B52D0495,001,14-10-2016,76,44,3171,,,,,,
B52D0495,001,15-10-2016,77,45,3170,,,,,,
B52D0495,001,16-10-2016,75,43,3172,,,,,,
B52D0495,001,17-10-2016,75,43,3172,,,,,,
B52D0495,001,18-10-2016,75,43,3172,,,,,,
B52D0495,001,19-10-2016,76,44,3171,,,,,,
B52D0495,001,20-10-2016,74,42,3173,,,,,,
B52D0495,001,21-10-2016,72,40,3175,,,,,,
B52D0495,001,22-10-2016,71,39,3176,,,,,,
B52D0495,001,23-10-2016,70,38,3177,,,,,,
B52D0495,001,24-10-2016,70,38,3177,,,,,,
B52D0495,001,25-10-2016,71,39,3176,,,,,,
B52D0495,001,26-10-2016,70,38,3177,,,,,,
B52D0495,001,27-10-2016,71,39,3176,,,,,,
B52D0495,001,28-10-2016,71,39,3176,,,,,,
B52D0495,001,29-10-2016,70,38,3177,,,,,,
B52D0495,001,30-10-2016,71,39,3176,,,,,,
B52D0495,001,31-10-2016,71,39,3176,,,,,,
B52D0495,001,01-11-2016,71,39,3176,,,,,,
B52D0495,001,02-11-2016,71,39,3176,,,,,,
B52D0495,001,03-11-2016,71,39,3176,,,,,,
B52D0495,001,04-11-2016,70,38,3177,,,,,,
B52D0495,001,05-11-2016,71,39,3176,,,,,,
B52D0495,001,06-11-2016,71,39,3176,,,,,,
B52D0495,001,07-11-2016,72,40,3175,,,,,,
B52D0495,001,08-11-2016,71,39,3176,,,,,,
B52D0495,001,09-11-2016,70,38,3177,,,,,,
B52D0495,001,10-11-2016,71,39,3176,,,,,,
B52D0495,001,11-11-2016,71,39,3176,,,,,,
B52D0495,001,12-11-2016,67,35,3180,,,,,,
B52D0495,001,13-11-2016,68,36,3179,,,,,,
B52D0495,001,14-11-2016,67,35,3180,,,,,,
B52D0495,001,15-11-2016,67,35,3180,,,,,,
B52D0495,001,16-11-2016,66,34,3181,,,,,,
B52D0495,001,17-11-2016,64,32,3183,,,,,,
B52D0495,001,18-11-2016,64,32,3183,,,,,,
B52D0495,001,19-11-2016,62,30,3185,,,,,,
B52D0495,001,20-11-2016,60,28,3187,,,,,,
B52D0495,001,21-11-2016,59,27,3188,,,,,,
B52D0495,001,22-11-2016,61,29,3186,,,,,,
B52D0495,001,23-11-2016,61,29,3186,,,,,,
B52D0495,001,24-11-2016,61,29,3186,,,,,,
B52D0495,001,25-11-2016,61,29,3186,,,,,,
B52D0495,001,26-11-2016,61,29,3186,,,,,,
B52D0495,001,27-11-2016,62,30,3185,,,,,,
B52D0495,001,28-11-2016,62,30,3185,,,,,,
B52D0495,001,29-11-2016,61,29,3186,,,,,,
B52D0495,001,30-11-2016,62,30,3185,,,,,,
B52D0495,001,01-12-2016,62,30,3185,,,,,,
B52D0495,001,02-12-2016,62,30,3185,,,,,,
B52D0495,001,03-12-2016,62,30,3185,,,,,,
B52D0495,001,04-12-2016,62,30,3185,,,,,,
B52D0495,001,05-12-2016,62,30,3185,,,,,,
B52D0495,001,06-12-2016,62,30,3185,,,,,,
B52D0495,001,07-12-2016,62,30,3185,,,,,,
B52D0495,001,08-12-2016,62,30,3185,,,,,,
B52D0495,001,09-12-2016,63,31,3184,,,,,,
B52D0495,001,10-12-2016,63,31,3184,,,,,,
B52D0495,001,11-12-2016,64,32,3183,,,,,,
B52D0495,001,12-12-2016,64,32,3183,,,,,,
B52D0495,001,13-12-2016,64,32,3183,,,,,,
B52D0495,001,14-12-2016,64,32,3183,,,,,,
B52D0495,001,15-12-2016,64,32,3183,,,,,,
B52D0495,001,16-12-2016,64,32,3183,,,,,,
B52D0495,001,17-12-2016,64,32,3183,,,,,,
B52D0495,001,18-12-2016,64,32,3183,,,,,,
B52D0495,001,19-12-2016,64,32,3183,,,,,,
