Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-05-2019,,,,,,,,
B52D0495,001,20-12-2016,64,32,3183,,,,,,
B52D0495,001,21-12-2016,64,32,3183,,,,,,
B52D0495,001,22-12-2016,65,33,3182,,,,,,
B52D0495,001,23-12-2016,64,32,3183,,,,,,
B52D0495,001,24-12-2016,64,32,3183,,,,,,
B52D0495,001,25-12-2016,64,32,3183,,,,,,
B52D0495,001,26-12-2016,65,33,3182,,,,,,
B52D0495,001,27-12-2016,65,33,3182,,,,,,
B52D0495,001,28-12-2016,64,32,3183,,,,,,
B52D0495,001,29-12-2016,64,32,3183,,,,,,
B52D0495,001,30-12-2016,64,32,3183,,,,,,
B52D0495,001,31-12-2016,64,32,3183,,,,,,
B52D0495,001,01-01-2017,64,32,3183,,,,,,
B52D0495,001,02-01-2017,65,33,3182,,,,,,
B52D0495,001,03-01-2017,64,32,3183,,,,,,
B52D0495,001,04-01-2017,65,33,3182,,,,,,
B52D0495,001,05-01-2017,65,33,3182,,,,,,
B52D0495,001,06-01-2017,64,32,3183,,,,,,
B52D0495,001,10-01-2017,62,30,3185,,,,,,
B52D0495,001,11-01-2017,61,29,3186,,,,,,
B52D0495,001,12-01-2017,61,29,3186,,,,,,
B52D0495,001,13-01-2017,61,29,3186,,,,,,
B52D0495,001,14-01-2017,60,28,3187,,,,,,
B52D0495,001,15-01-2017,59,27,3188,,,,,,
B52D0495,001,16-01-2017,59,27,3188,,,,,,
B52D0495,001,17-01-2017,59,27,3188,,,,,,
B52D0495,001,18-01-2017,59,27,3188,,,,,,
B52D0495,001,19-01-2017,59,27,3188,,,,,,
B52D0495,001,20-01-2017,59,27,3188,,,,,,
B52D0495,001,21-01-2017,59,27,3188,,,,,,
B52D0495,001,22-01-2017,60,28,3187,,,,,,
B52D0495,001,23-01-2017,60,28,3187,,,,,,
B52D0495,001,24-01-2017,61,29,3186,,,,,,
B52D0495,001,25-01-2017,60,28,3187,,,,,,
B52D0495,001,26-01-2017,60,28,3187,,,,,,
B52D0495,001,27-01-2017,61,29,3186,,,,,,
B52D0495,001,28-01-2017,61,29,3186,,,,,,
B52D0495,001,29-01-2017,62,30,3185,,,,,,
B52D0495,001,30-01-2017,62,30,3185,,,,,,
B52D0495,001,31-01-2017,62,30,3185,,,,,,
B52D0495,001,01-02-2017,61,29,3186,,,,,,
B52D0495,001,02-02-2017,60,28,3187,,,,,,
B52D0495,001,03-02-2017,61,29,3186,,,,,,
B52D0495,001,04-02-2017,61,29,3186,,,,,,
B52D0495,001,05-02-2017,61,29,3186,,,,,,
B52D0495,001,06-02-2017,61,29,3186,,,,,,
B52D0495,001,07-02-2017,61,29,3186,,,,,,
B52D0495,001,08-02-2017,62,30,3185,,,,,,
B52D0495,001,09-02-2017,61,29,3186,,,,,,
B52D0495,001,10-02-2017,61,29,3186,,,,,,
B52D0495,001,11-02-2017,61,29,3186,,,,,,
B52D0495,001,12-02-2017,61,29,3186,,,,,,
B52D0495,001,13-02-2017,61,29,3186,,,,,,
B52D0495,001,14-02-2017,61,29,3186,,,,,,
B52D0495,001,15-02-2017,60,28,3187,,,,,,
B52D0495,001,16-02-2017,61,29,3186,,,,,,
B52D0495,001,17-02-2017,62,30,3185,,,,,,
B52D0495,001,18-02-2017,61,29,3186,,,,,,
B52D0495,001,19-02-2017,61,29,3186,,,,,,
B52D0495,001,20-02-2017,61,29,3186,,,,,,
B52D0495,001,21-02-2017,62,30,3185,,,,,,
B52D0495,001,22-02-2017,61,29,3186,,,,,,
B52D0495,001,23-02-2017,57,25,3190,,,,,,
B52D0495,001,24-02-2017,61,29,3186,,,,,,
B52D0495,001,25-02-2017,59,27,3188,,,,,,
B52D0495,001,26-02-2017,59,27,3188,,,,,,
B52D0495,001,27-02-2017,57,25,3190,,,,,,
B52D0495,001,28-02-2017,58,26,3189,,,,,,
B52D0495,001,01-03-2017,60,28,3187,,,,,,
B52D0495,001,02-03-2017,61,29,3186,,,,,,
B52D0495,001,03-03-2017,57,25,3190,,,,,,
B52D0495,001,04-03-2017,58,26,3189,,,,,,
B52D0495,001,05-03-2017,57,25,3190,,,,,,
B52D0495,001,06-03-2017,57,25,3190,,,,,,
B52D0495,001,07-03-2017,57,25,3190,,,,,,
B52D0495,001,08-03-2017,55,23,3192,,,,,,
B52D0495,001,09-03-2017,56,24,3191,,,,,,
B52D0495,001,10-03-2017,54,22,3193,,,,,,
B52D0495,001,11-03-2017,54,22,3193,,,,,,
B52D0495,001,12-03-2017,55,23,3192,,,,,,
B52D0495,001,13-03-2017,56,24,3191,,,,,,
B52D0495,001,14-03-2017,55,23,3192,,,,,,
B52D0495,001,15-03-2017,56,24,3191,,,,,,
B52D0495,001,16-03-2017,55,23,3192,,,,,,
B52D0495,001,17-03-2017,57,25,3190,,,,,,
B52D0495,001,18-03-2017,57,25,3190,,,,,,
B52D0495,001,19-03-2017,56,24,3191,,,,,,
B52D0495,001,20-03-2017,55,23,3192,,,,,,
B52D0495,001,21-03-2017,57,25,3190,,,,,,
B52D0495,001,22-03-2017,55,23,3192,,,,,,
B52D0495,001,23-03-2017,56,24,3191,,,,,,
B52D0495,001,24-03-2017,57,25,3190,,,,,,
B52D0495,001,25-03-2017,56,24,3191,,,,,,
B52D0495,001,26-03-2017,57,25,3190,,,,,,
B52D0495,001,27-03-2017,56,24,3191,,,,,,
B52D0495,001,28-03-2017,57,25,3190,,,,,,
B52D0495,001,29-03-2017,57,25,3190,,,,,,
B52D0495,001,30-03-2017,57,25,3190,,,,,,
B52D0495,001,31-03-2017,57,25,3190,,,,,,
B52D0495,001,01-04-2017,58,26,3189,,,,,,
B52D0495,001,02-04-2017,59,27,3188,,,,,,
B52D0495,001,03-04-2017,59,27,3188,,,,,,
B52D0495,001,04-04-2017,59,27,3188,,,,,,
B52D0495,001,05-04-2017,60,28,3187,,,,,,
B52D0495,001,06-04-2017,60,28,3187,,,,,,
B52D0495,001,07-04-2017,60,28,3187,,,,,,
B52D0495,001,08-04-2017,60,28,3187,,,,,,
B52D0495,001,09-04-2017,60,28,3187,,,,,,
B52D0495,001,10-04-2017,61,29,3186,,,,,,
B52D0495,001,11-04-2017,61,29,3186,,,,,,
B52D0495,001,12-04-2017,61,29,3186,,,,,,
B52D0495,001,13-04-2017,62,30,3185,,,,,,
B52D0495,001,14-04-2017,62,30,3185,,,,,,
B52D0495,001,15-04-2017,63,31,3184,,,,,,
B52D0495,001,16-04-2017,63,31,3184,,,,,,
B52D0495,001,17-04-2017,64,32,3183,,,,,,
B52D0495,001,18-04-2017,64,32,3183,,,,,,
B52D0495,001,19-04-2017,64,32,3183,,,,,,
B52D0495,001,20-04-2017,63,31,3184,,,,,,
B52D0495,001,21-04-2017,63,31,3184,,,,,,
B52D0495,001,22-04-2017,64,32,3183,,,,,,
B52D0495,001,23-04-2017,64,32,3183,,,,,,
B52D0495,001,24-04-2017,63,31,3184,,,,,,
B52D0495,001,25-04-2017,65,33,3182,,,,,,
B52D0495,001,26-04-2017,65,33,3182,,,,,,
B52D0495,001,27-04-2017,65,33,3182,,,,,,
B52D0495,001,28-04-2017,65,33,3182,,,,,,
B52D0495,001,29-04-2017,66,34,3181,,,,,,
B52D0495,001,30-04-2017,64,32,3183,,,,,,
B52D0495,001,01-05-2017,66,34,3181,,,,,,
B52D0495,001,02-05-2017,67,35,3180,,,,,,
B52D0495,001,03-05-2017,67,35,3180,,,,,,
B52D0495,001,04-05-2017,67,35,3180,,,,,,
B52D0495,001,05-05-2017,67,35,3180,,,,,,
B52D0495,001,06-05-2017,66,34,3181,,,,,,
B52D0495,001,07-05-2017,69,37,3178,,,,,,
B52D0495,001,08-05-2017,68,36,3179,,,,,,
B52D0495,001,09-05-2017,68,36,3179,,,,,,
B52D0495,001,10-05-2017,67,35,3180,,,,,,
B52D0495,001,11-05-2017,67,35,3180,,,,,,
B52D0495,001,12-05-2017,68,36,3179,,,,,,
B52D0495,001,13-05-2017,69,37,3178,,,,,,
B52D0495,001,14-05-2017,69,37,3178,,,,,,
B52D0495,001,15-05-2017,69,37,3178,,,,,,
B52D0495,001,16-05-2017,69,37,3178,,,,,,
B52D0495,001,17-05-2017,69,37,3178,,,,,,
B52D0495,001,18-05-2017,70,38,3177,,,,,,
B52D0495,001,19-05-2017,71,39,3176,,,,,,
B52D0495,001,20-05-2017,72,40,3175,,,,,,
B52D0495,001,21-05-2017,71,39,3176,,,,,,
B52D0495,001,22-05-2017,71,39,3176,,,,,,
B52D0495,001,23-05-2017,73,41,3174,,,,,,
B52D0495,001,24-05-2017,73,41,3174,,,,,,
B52D0495,001,25-05-2017,73,41,3174,,,,,,
B52D0495,001,26-05-2017,73,41,3174,,,,,,
B52D0495,001,27-05-2017,73,41,3174,,,,,,
B52D0495,001,28-05-2017,74,42,3173,,,,,,
B52D0495,001,29-05-2017,75,43,3172,,,,,,
B52D0495,001,30-05-2017,76,44,3171,,,,,,
B52D0495,001,31-05-2017,76,44,3171,,,,,,
B52D0495,001,01-06-2017,76,44,3171,,,,,,
B52D0495,001,02-06-2017,77,45,3170,,,,,,
B52D0495,001,03-06-2017,78,46,3169,,,,,,
B52D0495,001,04-06-2017,79,47,3168,,,,,,
B52D0495,001,05-06-2017,78,46,3169,,,,,,
B52D0495,001,06-06-2017,79,47,3168,,,,,,
B52D0495,001,07-06-2017,81,49,3166,,,,,,
B52D0495,001,08-06-2017,80,48,3167,,,,,,
B52D0495,001,09-06-2017,82,50,3165,,,,,,
B52D0495,001,10-06-2017,83,51,3164,,,,,,
B52D0495,001,11-06-2017,83,51,3164,,,,,,
B52D0495,001,12-06-2017,84,52,3163,,,,,,
B52D0495,001,13-06-2017,85,53,3162,,,,,,
B52D0495,001,14-06-2017,85,53,3162,,,,,,
B52D0495,001,15-06-2017,86,54,3161,,,,,,
B52D0495,001,16-06-2017,88,56,3159,,,,,,
B52D0495,001,17-06-2017,88,56,3159,,,,,,
B52D0495,001,18-06-2017,89,57,3158,,,,,,
B52D0495,001,19-06-2017,89,57,3158,,,,,,
B52D0495,001,20-06-2017,90,58,3157,,,,,,
B52D0495,001,21-06-2017,91,59,3156,,,,,,
B52D0495,001,22-06-2017,91,59,3156,,,,,,
B52D0495,001,23-06-2017,93,61,3154,,,,,,
B52D0495,001,24-06-2017,93,61,3154,,,,,,
B52D0495,001,25-06-2017,94,62,3153,,,,,,
B52D0495,001,26-06-2017,96,64,3151,,,,,,
B52D0495,001,27-06-2017,95,63,3152,,,,,,
B52D0495,001,28-06-2017,96,64,3151,,,,,,
B52D0495,001,29-06-2017,96,64,3151,,,,,,
B52D0495,001,30-06-2017,97,65,3150,,,,,,
B52D0495,001,01-07-2017,98,66,3149,,,,,,
B52D0495,001,02-07-2017,98,66,3149,,,,,,
B52D0495,001,03-07-2017,98,66,3149,,,,,,
B52D0495,001,04-07-2017,98,66,3149,,,,,,
B52D0495,001,05-07-2017,99,67,3148,,,,,,
B52D0495,001,06-07-2017,100,68,3147,,,,,,
B52D0495,001,07-07-2017,100,68,3147,,,,,,
B52D0495,001,08-07-2017,100,68,3147,,,,,,
B52D0495,001,09-07-2017,101,69,3146,,,,,,
B52D0495,001,10-07-2017,101,69,3146,,,,,,
B52D0495,001,11-07-2017,102,70,3145,,,,,,
B52D0495,001,12-07-2017,103,71,3144,,,,,,
B52D0495,001,13-07-2017,86,54,3161,,,,,,
B52D0495,001,14-07-2017,85,53,3162,,,,,,
B52D0495,001,15-07-2017,85,53,3162,,,,,,
B52D0495,001,16-07-2017,86,54,3161,,,,,,
B52D0495,001,17-07-2017,87,55,3160,,,,,,
B52D0495,001,18-07-2017,87,55,3160,,,,,,
B52D0495,001,19-07-2017,89,57,3158,,,,,,
B52D0495,001,20-07-2017,91,59,3156,,,,,,
B52D0495,001,21-07-2017,93,61,3154,,,,,,
B52D0495,001,22-07-2017,95,63,3152,,,,,,
B52D0495,001,23-07-2017,97,65,3150,,,,,,
B52D0495,001,24-07-2017,98,66,3149,,,,,,
B52D0495,001,25-07-2017,99,67,3148,,,,,,
B52D0495,001,01-08-2017,105,73,3142,,,,,,
B52D0495,001,02-08-2017,104,72,3143,,,,,,
B52D0495,001,03-08-2017,104,72,3143,,,,,,
B52D0495,001,04-08-2017,105,73,3142,,,,,,
B52D0495,001,05-08-2017,106,74,3141,,,,,,
B52D0495,001,06-08-2017,106,74,3141,,,,,,
B52D0495,001,07-08-2017,106,74,3141,,,,,,
B52D0495,001,08-08-2017,107,75,3140,,,,,,
B52D0495,001,09-08-2017,108,76,3139,,,,,,
B52D0495,001,10-08-2017,109,77,3138,,,,,,
B52D0495,001,11-08-2017,110,78,3137,,,,,,
B52D0495,001,12-08-2017,110,78,3137,,,,,,
B52D0495,001,13-08-2017,110,78,3137,,,,,,
B52D0495,001,14-08-2017,110,78,3137,,,,,,
B52D0495,001,15-08-2017,109,77,3138,,,,,,
B52D0495,001,16-08-2017,110,78,3137,,,,,,
B52D0495,001,17-08-2017,110,78,3137,,,,,,
B52D0495,001,18-08-2017,110,78,3137,,,,,,
B52D0495,001,19-08-2017,110,78,3137,,,,,,
B52D0495,001,20-08-2017,111,79,3136,,,,,,
B52D0495,001,21-08-2017,110,78,3137,,,,,,
B52D0495,001,22-08-2017,109,77,3138,,,,,,
B52D0495,001,23-08-2017,109,77,3138,,,,,,
B52D0495,001,24-08-2017,110,78,3137,,,,,,
B52D0495,001,25-08-2017,110,78,3137,,,,,,
B52D0495,001,26-08-2017,110,78,3137,,,,,,
B52D0495,001,27-08-2017,110,78,3137,,,,,,
B52D0495,001,28-08-2017,109,77,3138,,,,,,
B52D0495,001,29-08-2017,109,77,3138,,,,,,
B52D0495,001,30-08-2017,110,78,3137,,,,,,
B52D0495,001,31-08-2017,109,77,3138,,,,,,
B52D0495,001,01-09-2017,108,76,3139,,,,,,
B52D0495,001,02-09-2017,108,76,3139,,,,,,
B52D0495,001,03-09-2017,107,75,3140,,,,,,
B52D0495,001,04-09-2017,107,75,3140,,,,,,
B52D0495,001,05-09-2017,107,75,3140,,,,,,
B52D0495,001,06-09-2017,108,76,3139,,,,,,
B52D0495,001,07-09-2017,107,75,3140,,,,,,
B52D0495,001,08-09-2017,106,74,3141,,,,,,
B52D0495,001,09-09-2017,108,76,3139,,,,,,
B52D0495,001,10-09-2017,107,75,3140,,,,,,
B52D0495,001,11-09-2017,107,75,3140,,,,,,
B52D0495,001,12-09-2017,108,76,3139,,,,,,
B52D0495,001,13-09-2017,108,76,3139,,,,,,
B52D0495,001,14-09-2017,108,76,3139,,,,,,
B52D0495,001,15-09-2017,107,75,3140,,,,,,
B52D0495,001,16-09-2017,107,75,3140,,,,,,
B52D0495,001,17-09-2017,107,75,3140,,,,,,
B52D0495,001,18-09-2017,107,75,3140,,,,,,
B52D0495,001,19-09-2017,108,76,3139,,,,,,
B52D0495,001,20-09-2017,107,75,3140,,,,,,
B52D0495,001,21-09-2017,106,74,3141,,,,,,
B52D0495,001,22-09-2017,107,75,3140,,,,,,
B52D0495,001,23-09-2017,106,74,3141,,,,,,
B52D0495,001,24-09-2017,106,74,3141,,,,,,
B52D0495,001,25-09-2017,106,74,3141,,,,,,
B52D0495,001,26-09-2017,106,74,3141,,,,,,
B52D0495,001,27-09-2017,106,74,3141,,,,,,
B52D0495,001,28-09-2017,105,73,3142,,,,,,
B52D0495,001,29-09-2017,105,73,3142,,,,,,
B52D0495,001,30-09-2017,105,73,3142,,,,,,
B52D0495,001,01-10-2017,103,71,3144,,,,,,
B52D0495,001,02-10-2017,103,71,3144,,,,,,
B52D0495,001,03-10-2017,102,70,3145,,,,,,
B52D0495,001,04-10-2017,100,68,3147,,,,,,
B52D0495,001,05-10-2017,103,71,3144,,,,,,
B52D0495,001,06-10-2017,101,69,3146,,,,,,
B52D0495,001,07-10-2017,98,66,3149,,,,,,
B52D0495,001,08-10-2017,99,67,3148,,,,,,
B52D0495,001,09-10-2017,98,66,3149,,,,,,
B52D0495,001,10-10-2017,98,66,3149,,,,,,
B52D0495,001,11-10-2017,97,65,3150,,,,,,
B52D0495,001,12-10-2017,98,66,3149,,,,,,
B52D0495,001,13-10-2017,97,65,3150,,,,,,
B52D0495,001,14-10-2017,96,64,3151,,,,,,
B52D0495,001,15-10-2017,95,63,3152,,,,,,
B52D0495,001,16-10-2017,94,62,3153,,,,,,
B52D0495,001,17-10-2017,94,62,3153,,,,,,
B52D0495,001,18-10-2017,93,61,3154,,,,,,
B52D0495,001,19-10-2017,92,60,3155,,,,,,
B52D0495,001,20-10-2017,92,60,3155,,,,,,
B52D0495,001,21-10-2017,91,59,3156,,,,,,
B52D0495,001,22-10-2017,91,59,3156,,,,,,
B52D0495,001,23-10-2017,90,58,3157,,,,,,
B52D0495,001,24-10-2017,88,56,3159,,,,,,
B52D0495,001,25-10-2017,87,55,3160,,,,,,
B52D0495,001,26-10-2017,85,53,3162,,,,,,
B52D0495,001,27-10-2017,84,52,3163,,,,,,
B52D0495,001,28-10-2017,81,49,3166,,,,,,
B52D0495,001,29-10-2017,81,49,3166,,,,,,
B52D0495,001,30-10-2017,78,46,3169,,,,,,
B52D0495,001,31-10-2017,75,43,3172,,,,,,
B52D0495,001,01-11-2017,73,41,3174,,,,,,
B52D0495,001,02-11-2017,72,40,3175,,,,,,
B52D0495,001,03-11-2017,71,39,3176,,,,,,
B52D0495,001,04-11-2017,69,37,3178,,,,,,
B52D0495,001,05-11-2017,71,39,3176,,,,,,
B52D0495,001,06-11-2017,68,36,3179,,,,,,
B52D0495,001,07-11-2017,66,34,3181,,,,,,
B52D0495,001,08-11-2017,66,34,3181,,,,,,
B52D0495,001,09-11-2017,65,33,3182,,,,,,
B52D0495,001,10-11-2017,65,33,3182,,,,,,
B52D0495,001,11-11-2017,63,31,3184,,,,,,
B52D0495,001,12-11-2017,63,31,3184,,,,,,
B52D0495,001,13-11-2017,64,32,3183,,,,,,
B52D0495,001,14-11-2017,62,30,3185,,,,,,
B52D0495,001,15-11-2017,62,30,3185,,,,,,
B52D0495,001,16-11-2017,62,30,3185,,,,,,
B52D0495,001,17-11-2017,61,29,3186,,,,,,
B52D0495,001,18-11-2017,60,28,3187,,,,,,
B52D0495,001,19-11-2017,61,29,3186,,,,,,
B52D0495,001,20-11-2017,59,27,3188,,,,,,
B52D0495,001,21-11-2017,58,26,3189,,,,,,
B52D0495,001,22-11-2017,55,23,3192,,,,,,
B52D0495,001,23-11-2017,55,23,3192,,,,,,
B52D0495,001,24-11-2017,55,23,3192,,,,,,
B52D0495,001,25-11-2017,53,21,3194,,,,,,
B52D0495,001,26-11-2017,52,20,3195,,,,,,
B52D0495,001,27-11-2017,50,18,3197,,,,,,
B52D0495,001,28-11-2017,51,19,3196,,,,,,
B52D0495,001,29-11-2017,50,18,3197,,,,,,
B52D0495,001,30-11-2017,50,18,3197,,,,,,
B52D0495,001,01-12-2017,51,19,3196,,,,,,
B52D0495,001,02-12-2017,51,19,3196,,,,,,
B52D0495,001,03-12-2017,50,18,3197,,,,,,
B52D0495,001,04-12-2017,51,19,3196,,,,,,
B52D0495,001,05-12-2017,50,18,3197,,,,,,
B52D0495,001,06-12-2017,50,18,3197,,,,,,
B52D0495,001,07-12-2017,48,16,3199,,,,,,
B52D0495,001,08-12-2017,51,19,3196,,,,,,
B52D0495,001,09-12-2017,50,18,3197,,,,,,
B52D0495,001,10-12-2017,45,13,3202,,,,,,
B52D0495,001,11-12-2017,48,16,3199,,,,,,
B52D0495,001,12-12-2017,50,18,3197,,,,,,
B52D0495,001,13-12-2017,47,15,3200,,,,,,
B52D0495,001,14-12-2017,48,16,3199,,,,,,
B52D0495,001,15-12-2017,48,16,3199,,,,,,
B52D0495,001,16-12-2017,49,17,3198,,,,,,
B52D0495,001,17-12-2017,48,16,3199,,,,,,
B52D0495,001,18-12-2017,49,17,3198,,,,,,
B52D0495,001,19-12-2017,47,15,3200,,,,,,
B52D0495,001,20-12-2017,47,15,3200,,,,,,
B52D0495,001,21-12-2017,47,15,3200,,,,,,
B52D0495,001,22-12-2017,47,15,3200,,,,,,
B52D0495,001,23-12-2017,44,12,3203,,,,,,
B52D0495,001,24-12-2017,44,12,3203,,,,,,
B52D0495,001,25-12-2017,43,11,3204,,,,,,
B52D0495,001,26-12-2017,44,12,3203,,,,,,
B52D0495,001,27-12-2017,44,12,3203,,,,,,
B52D0495,001,28-12-2017,45,13,3202,,,,,,
B52D0495,001,29-12-2017,42,10,3205,,,,,,
B52D0495,001,30-12-2017,45,13,3202,,,,,,
B52D0495,001,31-12-2017,43,11,3204,,,,,,
B52D0495,001,01-01-2018,41,9,3206,,,,,,
B52D0495,001,02-01-2018,42,10,3205,,,,,,
B52D0495,001,03-01-2018,41,9,3206,,,,,,
B52D0495,001,04-01-2018,37,5,3210,,,,,,
B52D0495,001,05-01-2018,38,6,3209,,,,,,
B52D0495,001,06-01-2018,39,7,3208,,,,,,
B52D0495,001,07-01-2018,38,6,3209,,,,,,
B52D0495,001,08-01-2018,37,5,3210,,,,,,
B52D0495,001,09-01-2018,37,5,3210,,,,,,
B52D0495,001,10-01-2018,37,5,3210,,,,,,
B52D0495,001,11-01-2018,38,6,3209,,,,,,
B52D0495,001,12-01-2018,38,6,3209,,,,,,
B52D0495,001,13-01-2018,37,5,3210,,,,,,
B52D0495,001,14-01-2018,37,5,3210,,,,,,
B52D0495,001,15-01-2018,35,3,3212,,,,,,
B52D0495,001,16-01-2018,40,8,3207,,,,,,
B52D0495,001,17-01-2018,40,8,3207,,,,,,
B52D0495,001,18-01-2018,43,11,3204,,,,,,
B52D0495,001,19-01-2018,38,6,3209,,,,,,
B52D0495,001,20-01-2018,37,5,3210,,,,,,
B52D0495,001,21-01-2018,38,6,3209,,,,,,
B52D0495,001,22-01-2018,39,7,3208,,,,,,
B52D0495,001,23-01-2018,37,5,3210,,,,,,
B52D0495,001,24-01-2018,36,4,3211,,,,,,
B52D0495,001,25-01-2018,37,5,3210,,,,,,
B52D0495,001,26-01-2018,38,6,3209,,,,,,
B52D0495,001,27-01-2018,37,5,3210,,,,,,
B52D0495,001,28-01-2018,37,5,3210,,,,,,
B52D0495,001,29-01-2018,36,4,3211,,,,,,
B52D0495,001,30-01-2018,36,4,3211,,,,,,
B52D0495,001,31-01-2018,36,4,3211,,,,,,
B52D0495,001,01-02-2018,37,5,3210,,,,,,
B52D0495,001,02-02-2018,38,6,3209,,,,,,
B52D0495,001,03-02-2018,38,6,3209,,,,,,
B52D0495,001,04-02-2018,39,7,3208,,,,,,
B52D0495,001,05-02-2018,37,5,3210,,,,,,
B52D0495,001,06-02-2018,37,5,3210,,,,,,
B52D0495,001,07-02-2018,39,7,3208,,,,,,
B52D0495,001,08-02-2018,38,6,3209,,,,,,
B52D0495,001,09-02-2018,37,5,3210,,,,,,
B52D0495,001,10-02-2018,38,6,3209,,,,,,
B52D0495,001,11-02-2018,39,7,3208,,,,,,
B52D0495,001,12-02-2018,39,7,3208,,,,,,
B52D0495,001,13-02-2018,37,5,3210,,,,,,
B52D0495,001,14-02-2018,38,6,3209,,,,,,
B52D0495,001,15-02-2018,38,6,3209,,,,,,
B52D0495,001,16-02-2018,39,7,3208,,,,,,
B52D0495,001,17-02-2018,39,7,3208,,,,,,
B52D0495,001,18-02-2018,38,6,3209,,,,,,
B52D0495,001,19-02-2018,38,6,3209,,,,,,
B52D0495,001,20-02-2018,39,7,3208,,,,,,
B52D0495,001,21-02-2018,39,7,3208,,,,,,
B52D0495,001,22-02-2018,39,7,3208,,,,,,
B52D0495,001,23-02-2018,39,7,3208,,,,,,
B52D0495,001,24-02-2018,39,7,3208,,,,,,
B52D0495,001,25-02-2018,39,7,3208,,,,,,
B52D0495,001,26-02-2018,40,8,3207,,,,,,
B52D0495,001,27-02-2018,41,9,3206,,,,,,
B52D0495,001,28-02-2018,40,8,3207,,,,,,
B52D0495,001,01-03-2018,40,8,3207,,,,,,
B52D0495,001,02-03-2018,41,9,3206,,,,,,
B52D0495,001,03-03-2018,42,10,3205,,,,,,
B52D0495,001,04-03-2018,41,9,3206,,,,,,
B52D0495,001,05-03-2018,43,11,3204,,,,,,
B52D0495,001,06-03-2018,44,12,3203,,,,,,
B52D0495,001,07-03-2018,44,12,3203,,,,,,
B52D0495,001,08-03-2018,43,11,3204,,,,,,
B52D0495,001,09-03-2018,43,11,3204,,,,,,
B52D0495,001,10-03-2018,42,10,3205,,,,,,
B52D0495,001,11-03-2018,43,11,3204,,,,,,
B52D0495,001,12-03-2018,42,10,3205,,,,,,
B52D0495,001,13-03-2018,46,14,3201,,,,,,
B52D0495,001,14-03-2018,40,8,3207,,,,,,
B52D0495,001,15-03-2018,40,8,3207,,,,,,
B52D0495,001,16-03-2018,41,9,3206,,,,,,
B52D0495,001,17-03-2018,40,8,3207,,,,,,
B52D0495,001,18-03-2018,41,9,3206,,,,,,
B52D0495,001,19-03-2018,41,9,3206,,,,,,
B52D0495,001,20-03-2018,42,10,3205,,,,,,
B52D0495,001,21-03-2018,40,8,3207,,,,,,
B52D0495,001,22-03-2018,41,9,3206,,,,,,
B52D0495,001,23-03-2018,39,7,3208,,,,,,
B52D0495,001,24-03-2018,41,9,3206,,,,,,
B52D0495,001,25-03-2018,41,9,3206,,,,,,
B52D0495,001,26-03-2018,41,9,3206,,,,,,
B52D0495,001,27-03-2018,40,8,3207,,,,,,
B52D0495,001,28-03-2018,39,7,3208,,,,,,
B52D0495,001,29-03-2018,40,8,3207,,,,,,
B52D0495,001,30-03-2018,39,7,3208,,,,,,
B52D0495,001,03-04-2018,40,8,3207,,,,,,
B52D0495,001,04-04-2018,39,7,3208,,,,,,
B52D0495,001,05-04-2018,42,10,3205,,,,,,
