Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,02-05-2019,,,,,,,,
B52D0502,001,01-10-1982,,,,D,,,,,
B52D0502,001,05-10-1982,,,,D,,,,,
B52D0502,001,02-11-1982,82,78,3061,,,,,,
B52D0502,001,30-11-1982,90,86,3053,,,,,,
B52D0502,001,05-01-1983,88,84,3055,,,,,,
B52D0502,001,27-01-1983,79,75,3064,,,,,,
B52D0502,001,01-03-1983,83,79,3060,,,,,,
B52D0502,001,01-04-1983,74,70,3069,,,,,,
B52D0502,001,28-04-1983,81,77,3062,,,,,,
B52D0502,001,30-05-1983,75,71,3068,,,,,,
B52D0502,001,04-07-1983,116,112,3027,,,,,,
B52D0502,001,29-08-1983,,,,D,,,,,
B52D0502,001,28-09-1983,,,,D,,,,,
B52D0502,001,30-10-1983,,,,D,,,,,
B52D0502,001,28-11-1983,110,106,3033,,,,,,
B52D0502,001,28-12-1983,96,92,3047,,,,,,
B52D0502,001,31-01-1984,82,78,3061,,,,,,
B52D0502,001,29-02-1984,74,70,3069,,,,,,
B52D0502,001,27-03-1984,77,73,3066,,,,,,
B52D0502,001,01-05-1984,84,80,3059,,,,,,
B52D0502,001,05-06-1984,84,80,3059,,,,,,
B52D0502,001,02-10-1984,50,46,3093,,,,,,
B52D0502,001,02-11-1984,48,44,3095,,,,,,
B52D0502,001,03-12-1984,56,52,3087,,,,,,
B52D0502,001,30-01-1985,45,41,3098,,,,,,
B52D0502,001,04-03-1985,67,63,3076,,,,,,
B52D0502,001,02-04-1985,57,53,3086,,,,,,
B52D0502,001,26-04-1985,58,54,3085,,,,,,
B52D0502,001,30-05-1985,75,71,3068,,,,,,
B52D0502,001,28-06-1985,44,40,3099,,,,,,
B52D0502,001,29-08-1985,126,122,3017,,,,,,
B52D0502,001,27-09-1985,124,120,3019,,,,,,
B52D0502,001,28-10-1985,,,,D,,,,,
B52D0502,001,02-12-1985,82,78,3061,,,,,,
B52D0502,001,28-01-1986,37,33,3106,,,,,,
B52D0502,001,01-03-1986,,,,Y,,,,,
B52D0502,001,26-03-1986,55,51,3088,,,,,,
B52D0502,001,28-04-1986,40,36,3103,,,,,,
B52D0502,001,29-05-1986,62,58,3081,,,,,,
B52D0502,001,26-06-1986,106,102,3037,,,,,,
B52D0502,001,28-10-1986,87,83,3056,,,,,,
B52D0502,001,27-11-1986,84,80,3059,,,,,,
B52D0502,001,28-01-1987,46,42,3097,,,,,,
B52D0502,001,30-03-1987,33,29,3110,,,,,,
B52D0502,001,28-04-1987,60,56,3083,,,,,,
B52D0502,001,26-05-1987,92,88,3051,,,,,,
B52D0502,001,29-06-1987,65,61,3078,,,,,,
B52D0502,001,27-08-1987,111,107,3032,,,,,,
B52D0502,001,29-09-1987,125,121,3018,,,,,,
B52D0502,001,28-10-1987,88,84,3055,,,,,,
B52D0502,001,27-11-1987,43,39,3100,,,,,,
B52D0502,001,26-02-1988,37,33,3106,,,,,,
B52D0502,001,29-04-1988,52,48,3091,,,,,,
B52D0502,001,26-05-1988,103,99,3040,,,,,,
B52D0502,001,26-08-1988,114,110,3029,,,,,,
B52D0502,001,29-09-1988,109,105,3034,,,,,,
B52D0502,001,27-10-1988,104,100,3039,,,,,,
B52D0502,001,27-12-1988,54,50,3089,,,,,,
B52D0502,001,30-01-1989,80,76,3063,,,,,,
B52D0502,001,28-02-1989,54,50,3089,,,,,,
B52D0502,001,29-03-1989,54,50,3089,,,,,,
B52D0502,001,25-04-1989,53,49,3090,,,,,,
B52D0502,001,29-05-1989,117,113,3026,,,,,,
B52D0502,001,26-07-1989,,,,D,,,,,
B52D0502,001,29-08-1989,,,,D,,,,,
B52D0502,001,25-09-1989,,,,D,,,,,
B52D0502,001,27-10-1989,,,,D,,,,,
B52D0502,001,29-11-1989,,,,D,,,,,
B52D0502,001,27-12-1989,69,65,3074,,,,,,
B52D0502,001,30-01-1990,53,49,3090,,,,,,
B52D0502,001,27-02-1990,32,28,3111,,,,,,
B52D0502,001,28-03-1990,70,66,3073,,,,,,
B52D0502,001,01-05-1990,97,93,3046,,,,,,
B52D0502,001,29-05-1990,,,,D,,,,,
B52D0502,001,29-06-1990,,,,D,,,,,
B52D0502,001,30-07-1990,,,,D,,,,,
B52D0502,001,29-08-1990,,,,D,,,,,
B52D0502,001,01-10-1990,0,-4,3143,,,,,,
B52D0502,001,29-10-1990,,,,D,,,,,
B52D0502,001,28-11-1990,,,,D,,,,,
B52D0502,001,28-12-1990,107,82,3057,,,,,,
B52D0502,001,28-01-1991,94,69,3070,,,,,,
B52D0502,001,28-02-1991,100,75,3064,,,,,,
B52D0502,001,27-03-1991,119,94,3045,,,,,,
B52D0502,001,29-04-1991,132,107,3032,,,,,,
B52D0502,001,27-06-1991,,,,D,,,,,
B52D0502,001,29-07-1991,,,,D,,,,,
B52D0502,001,26-08-1991,,,,D,,,,,
B52D0502,001,30-09-1991,,,,D,,,,,
B52D0502,001,31-10-1991,,,,D,,,,,
B52D0502,001,28-11-1991,118,93,3046,,,,,,
B52D0502,001,30-12-1991,85,60,3079,,,,,,
B52D0502,001,28-01-1992,111,86,3053,,,,,,
B52D0502,001,03-03-1992,113,88,3051,,,,,,
B52D0502,001,26-03-1992,65,40,3099,,,,,,
B52D0502,001,29-04-1992,78,53,3086,,,,,,
B52D0502,001,27-05-1992,135,110,3029,,,,,,
B52D0502,001,29-06-1992,,,,D,,,,,
B52D0502,001,28-07-1992,,,,D,,,,,
B52D0502,001,28-08-1992,,,,D,,,,,
B52D0502,001,28-09-1992,148,123,3016,,,,,,
B52D0502,001,28-10-1992,109,84,3055,,,,,,
B52D0502,001,26-11-1992,65,40,3099,,,,,,
B52D0502,001,28-12-1992,78,53,3086,,,,,,
B52D0502,001,28-01-1993,67,42,3097,,,,,,
B52D0502,001,01-03-1993,84,59,3080,,,,,,
B52D0502,001,29-03-1993,109,84,3045,,,,,,
B52D0502,001,27-04-1993,110,85,3044,,,,,,
B52D0502,001,28-05-1993,148,123,3006,,,,,,
B52D0502,001,28-06-1993,,,,D,,,,,
B52D0502,001,28-07-1993,,,,D,,,,,
B52D0502,001,31-08-1993,,,,D,,,,,
B52D0502,001,28-09-1993,66,41,3088,,,,,,
B52D0502,001,29-10-1993,74,49,3080,,,,,,
B52D0502,001,29-11-1993,85,60,3069,,,,,,
B52D0502,001,28-12-1993,49,24,3105,,,,,,
B52D0502,001,28-01-1994,58,33,3096,,,,,,
B52D0502,001,01-03-1994,77,52,3077,,,,,,
B52D0502,001,29-03-1994,61,36,3093,,,,,,
B52D0502,001,29-04-1994,82,57,3072,,,,,,
B52D0502,001,30-05-1994,103,78,3051,,,,,,
B52D0502,001,28-07-1994,,,,D,,,,,
B52D0502,001,29-08-1994,,,,D,,,,,
B52D0502,001,29-09-1994,,,,D,,,,,
B52D0502,001,27-10-1994,,,,D,,,,,
B52D0502,001,29-11-1994,105,80,3049,,,,,,
B52D0502,001,28-12-1994,62,37,3092,,,,,,
B52D0502,001,30-01-1995,50,25,3104,,,,,,
B52D0502,001,24-02-1995,58,33,3096,,,,,,
B52D0502,001,28-03-1995,59,34,3095,,,,,,
B52D0502,001,28-04-1995,81,56,3073,,,,,,
B52D0502,001,29-05-1995,96,71,3058,,,,,,
B52D0502,001,15-09-2000,146,121,3008,,,,,,
B52D0502,001,29-09-2000,147,122,3007,,,,,,
B52D0502,001,27-10-2000,98,73,3056,,,,,,
B52D0502,001,14-11-2000,77,52,3077,,,,,,
B52D0502,001,28-11-2000,67,42,3087,,,,,,
B52D0502,001,14-12-2000,64,39,3090,,,,,,
B52D0502,001,03-01-2001,62,37,3092,,,,,,
B52D0502,001,15-01-2001,66,41,3088,,,,,,
B52D0502,001,29-01-2001,56,31,3098,,,,,,
B52D0502,001,14-02-2001,59,34,3095,,,,,,
B52D0502,001,28-02-2001,58,33,3096,,,,,,
B52D0502,001,15-03-2001,58,33,3096,,,,,,
B52D0502,001,11-04-2001,57,32,3097,,,,,,
B52D0502,001,26-04-2001,57,32,3097,,,,,,
B52D0502,001,15-05-2001,79,54,3075,,,,,,
B52D0502,001,29-05-2001,110,85,3044,,,,,,
B52D0502,001,15-06-2001,133,108,3021,,,,,,
B52D0502,001,29-06-2001,154,129,3000,,,,,,
B52D0502,001,13-07-2001,158,133,2996,,,,,,
B52D0502,001,26-07-2001,158,133,2996,,,,,,
B52D0502,001,14-08-2001,158,133,2996,,,,,,
B52D0502,001,28-08-2001,158,133,2996,,,,,,
B52D0502,001,17-09-2001,155,130,2999,,,,,,
B52D0502,001,28-09-2001,85,60,3069,,,,,,
B52D0502,001,16-10-2001,106,81,3048,,,,,,
B52D0502,001,30-10-2001,109,84,3045,,,,,,
B52D0502,001,14-12-2001,75,50,3079,,,,,,
B52D0502,001,30-01-2002,53,28,3101,,,,,,
B52D0502,001,12-02-2003,60,35,3094,,,,,,
B52D0502,001,21-02-2003,68,43,3086,,,,,,
B52D0502,001,27-02-2003,73,48,3081,,,,,,
B52D0502,001,13-03-2003,55,30,3099,,,,,,
B52D0502,001,28-03-2003,71,46,3083,,,,,,
B52D0502,001,14-04-2003,85,60,3069,,,,,,
B52D0502,001,28-04-2003,83,58,3071,,,,,,
B52D0502,001,14-05-2003,97,72,3057,,,,,,
B52D0502,001,28-05-2003,82,57,3072,,,,,,
B52D0502,001,16-06-2003,125,100,3029,,,,,,
B52D0502,001,30-06-2003,153,128,3001,,,,,,
B52D0502,001,15-09-2005,156,131,2998,,,,,,
B52D0502,001,03-10-2005,158,133,2996,,,,,,
B52D0502,001,15-03-2006,64,39,3090,,,,,,
B52D0502,001,29-03-2006,67,42,3087,,,,,,
B52D0502,001,18-04-2006,78,53,3076,,,,,,
B52D0502,001,03-05-2006,90,65,3064,,,,,,
B52D0502,001,16-05-2006,120,95,3034,,,,,,
B52D0502,001,15-08-2006,158,133,2996,,,,,,
B52D0502,001,29-08-2006,158,133,2996,,,,,,
B52D0502,001,14-09-2006,160,135,2994,,,,,,
B52D0502,001,29-09-2006,159,134,2995,,,,,,
B52D0502,001,15-03-2007,55,30,3099,,,,,,
B52D0502,001,30-03-2007,60,35,3094,,,,,,
B52D0502,001,16-04-2007,79,54,3075,,,,,,
B52D0502,001,28-04-2007,112,87,3042,,,,,,
B52D0502,001,15-05-2007,78,53,3076,,,,,,
B52D0502,001,29-05-2007,81,56,3073,,,,,,
B52D0502,001,15-06-2007,113,88,3041,,,,,,
B52D0502,001,28-06-2007,130,105,3024,,,,,,
B52D0502,001,18-07-2007,121,96,3033,,,,,,
B52D0502,001,31-07-2007,80,55,3074,,,,,,
B52D0502,001,14-08-2007,92,67,3062,,,,,,
B52D0502,001,30-08-2007,100,75,3054,,,,,,
B52D0502,001,17-09-2007,127,102,3027,,,,,,
B52D0502,001,27-09-2007,130,105,3024,,,,,,
B52D0502,001,18-10-2007,127,102,3027,,,,,,
B52D0502,001,30-10-2007,102,77,3052,,,,,,
B52D0502,001,13-11-2007,70,45,3084,,,,,,
B52D0502,001,28-11-2007,86,61,3068,,,,,,
B52D0502,001,17-12-2007,61,36,3093,,,,,,
B52D0502,001,03-01-2008,71,46,3083,,,,,,
B52D0502,001,16-01-2008,64,39,3090,,,,,,
B52D0502,001,29-01-2008,58,33,3096,,,,,,
B52D0502,001,15-02-2008,53,28,3101,,,,,,
B52D0502,001,27-02-2008,52,27,3102,,,,,,
B52D0502,001,14-03-2008,59,34,3095,,,,,,
B52D0502,001,27-03-2008,50,25,3104,,,,,,
B52D0502,001,15-04-2008,51,26,3103,,,,,,
B52D0502,001,29-04-2008,48,23,3106,,,,,,
B52D0502,001,15-05-2008,82,57,3072,,,,,,
B52D0502,001,28-05-2008,75,50,3079,,,,,,
B52D0502,001,13-06-2008,104,79,3050,,,,,,
B52D0502,001,27-06-2008,106,81,3048,,,,,,
B52D0502,001,14-07-2008,144,119,3010,,,,,,
B52D0502,001,28-07-2008,149,124,3005,,,,,,
B52D0502,001,14-08-2008,152,127,3002,,,,,,
B52D0502,001,29-08-2008,155,130,2999,,,,,,
B52D0502,001,12-09-2008,155,130,2999,,,,,,
B52D0502,001,29-09-2008,155,130,2999,,,,,,
B52D0502,001,14-10-2008,155,130,2999,,,,,,
B52D0502,001,28-10-2008,155,130,2999,,,,,,
B52D0502,001,14-11-2008,124,99,3030,,,,,,
B52D0502,001,28-11-2008,106,81,3048,,,,,,
B52D0502,001,15-12-2008,100,75,3054,,,,,,
B52D0502,001,14-01-2009,95,70,3059,,,,,,
B52D0502,001,28-01-2009,80,55,3074,,,,,,
B52D0502,001,13-02-2009,62,37,3092,,,,,,
B52D0502,001,03-03-2009,70,45,3084,,,,,,
B52D0502,001,13-03-2009,70,45,3084,,,,,,
B52D0502,001,30-03-2009,60,35,3094,,,,,,
B52D0502,001,14-04-2009,72,47,3082,,,,,,
B52D0502,001,29-04-2009,76,51,3078,,,,,,
B52D0502,001,13-05-2009,106,81,3048,,,,,,
B52D0502,001,29-05-2009,136,111,3018,,,,,,
B52D0502,001,16-06-2009,136,111,3018,,,,,,
B52D0502,001,29-06-2009,155,130,2999,,,,,,
B52D0502,001,14-07-2009,156,131,2998,,,,,,
B52D0502,001,24-07-2009,158,133,2996,,,,,,
B52D0502,001,14-08-2009,160,135,2994,,,,,,
B52D0502,001,28-08-2009,162,137,2992,,,,,,
B52D0502,001,15-09-2009,162,137,2992,,,,,,
B52D0502,001,30-09-2009,162,137,2992,,,,,,
B52D0502,001,14-10-2009,160,135,2994,,,,,,
B52D0502,001,28-10-2009,159,134,2995,,,,,,
B52D0502,001,12-11-2009,138,113,3016,,,,,,
B52D0502,001,27-11-2009,76,51,3078,,,,,,
B52D0502,001,13-01-2010,64,39,3090,,,,,,
B52D0502,001,28-01-2010,65,40,3089,,,,,,
B52D0502,001,12-02-2010,58,33,3096,,,,,,
B52D0502,001,02-03-2010,52,27,3102,,,,,,
B52D0502,001,15-03-2010,56,31,3098,,,,,,
B52D0502,001,29-03-2010,47,22,3107,,,,,,
B52D0502,001,15-04-2010,57,32,3097,,,,,,
B52D0502,001,27-04-2010,68,43,3086,,,,,,
B52D0502,001,18-05-2010,70,45,3084,,,,,,
B52D0502,001,27-05-2010,85,60,3069,,,,,,
B52D0502,001,15-06-2010,118,93,3036,,,,,,
B52D0502,001,14-07-2010,157,132,2997,,,,,,
B52D0502,001,28-07-2010,160,135,2994,,,,,,
B52D0502,001,13-08-2010,158,133,2996,,,,,,
B52D0502,001,27-08-2010,156,131,2998,,,,,,
B52D0502,001,15-09-2010,95,70,3059,,,,,,
B52D0502,001,28-09-2010,105,80,3049,,,,,,
B52D0502,001,14-10-2010,103,78,3051,,,,,,
B52D0502,001,29-10-2010,95,70,3059,,,,,,
B52D0502,001,17-11-2010,50,25,3104,,,,,,
B52D0502,001,29-11-2010,57,32,3097,,,,,,
B52D0502,001,14-12-2010,77,52,3077,,,,,,
B52D0502,001,28-01-2011,44,19,3110,,,,,,
B52D0502,001,14-02-2011,42,17,3112,,,,,,
B52D0502,001,28-02-2011,42,17,3112,,,,,,
B52D0502,001,14-03-2011,48,23,3106,,,,,,
B52D0502,001,28-03-2011,53,28,3101,,,,,,
B52D0502,001,15-04-2011,60,35,3094,,,,,,
B52D0502,001,28-04-2011,82,57,3072,,,,,,
B52D0502,001,13-05-2011,58,33,3096,,,,,,
B52D0502,001,27-05-2011,133,108,3021,,,,,,
B52D0502,001,14-06-2011,152,127,3002,,,,,,
B52D0502,001,28-06-2011,153,128,3001,,,,,,
B52D0502,001,14-07-2011,154,129,3000,,,,,,
B52D0502,001,28-07-2011,154,129,3000,,,,,,
B52D0502,001,29-08-2011,90,65,3064,,,,,,
B52D0502,001,14-09-2011,106,81,3048,,,,,,
B52D0502,001,28-09-2011,130,105,3024,,,,,,
B52D0502,001,14-10-2011,128,103,3026,,,,,,
B52D0502,001,28-10-2011,107,82,3047,,,,,,
B52D0502,001,28-11-2011,120,95,3034,,,,,,
B52D0502,001,14-12-2011,83,58,3071,,,,,,
B52D0502,001,13-01-2012,52,27,3102,,,,,,
B52D0502,001,27-01-2012,50,25,3104,,,,,,
B52D0502,001,13-09-2012,156,131,2998,,,,,,
B52D0502,001,27-09-2012,158,133,2996,,,,,,
B52D0502,001,26-10-2012,148,123,3006,,,,,,
B52D0502,001,14-11-2012,135,110,3019,,,,,,
B52D0502,001,28-11-2012,127,102,3027,,,,,,
B52D0502,001,14-12-2012,99,74,3055,,,,,,
B52D0502,001,15-01-2013,62,37,3092,,,,,,
B52D0502,001,04-02-2013,47,22,3107,,,,,,
B52D0502,001,15-02-2013,52,27,3102,,,,,,
B52D0502,001,28-02-2013,54,29,3100,,,,,,
B52D0502,001,14-03-2013,59,34,3095,,,,,,
B52D0502,001,28-03-2013,61,36,3093,,,,,,
B52D0502,001,14-05-2013,86,61,3068,,,,,,
B52D0502,001,28-05-2013,90,65,3064,,,,,,
B52D0502,001,12-06-2013,120,95,3034,,,,,,
B52D0502,001,02-07-2013,132,107,3022,,,,,,
B52D0502,001,15-07-2013,154,129,3000,,,,,,
B52D0502,001,29-07-2013,156,131,2998,,,,,,
B52D0502,001,15-08-2013,156,131,2998,,,,,,
B52D0502,001,30-08-2013,157,132,2997,,,,,,
B52D0502,001,12-09-2013,155,130,2999,,,,,,
B52D0502,001,29-09-2013,156,131,2998,,,,,,
B52D0502,001,14-10-2013,157,132,2997,,,,,,
B52D0502,001,29-10-2013,129,104,3025,,,,,,
B52D0502,001,12-11-2013,73,48,3081,,,,,,
B52D0502,001,25-11-2013,84,59,3070,,,,,,
B52D0502,001,16-12-2013,89,64,3065,,,,,,
B52D0502,001,28-12-2013,,,,N,,,,,
B52D0502,001,14-01-2014,65,40,3089,,,,,,
B52D0502,001,29-01-2014,65,40,3089,,,,,,
B52D0502,001,18-02-2014,62,37,3092,,,,,,
B52D0502,001,27-02-2014,67,42,3087,,,,,,
B52D0502,001,15-04-2014,98,73,3056,,,,,,
B52D0502,001,29-04-2014,117,92,3037,,,,,,
B52D0502,001,10-05-2014,,,,N,,,,,
B52D0502,001,27-05-2014,106,81,3048,,,,,,
B52D0502,001,17-06-2014,132,107,3022,,,,,,
B52D0502,001,01-07-2014,150,125,3004,,,,,,
B52D0502,001,14-08-2014,62,37,3092,,,,,,
B52D0502,001,28-08-2014,53,28,3101,,,,,,
B52D0502,001,15-09-2014,77,52,3077,,,,,,
B52D0502,001,29-09-2014,85,60,3069,,,,,,
B52D0502,001,15-10-2014,90,65,3064,,,,,,
B52D0502,001,28-10-2014,67,42,3087,,,,,,
B52D0502,001,15-11-2014,71,46,3083,,,,,,
B52D0502,001,28-11-2014,71,46,3083,,,,,,
B52D0502,001,15-12-2014,60,35,3094,,,,,,
B52D0502,001,30-12-2014,54,29,3100,,,,,,
B52D0502,001,14-01-2015,43,18,3111,,,,,,
B52D0502,001,27-01-2015,40,15,3114,,,,,,
B52D0502,001,13-02-2015,44,19,3110,,,,,,
B52D0502,001,28-02-2015,42,17,3112,,,,,,
B52D0502,001,13-03-2015,47,22,3107,,,,,,
B52D0502,001,27-03-2015,50,25,3104,,,,,,
B52D0502,001,14-04-2015,50,25,3104,,,,,,
B52D0502,001,28-04-2015,57,32,3097,,,,,,
B52D0502,001,13-05-2015,68,43,3086,,,,,,
B52D0502,001,27-05-2015,87,62,3067,,,,,,
B52D0502,001,16-06-2015,121,96,3033,,,,,,
B52D0502,001,30-06-2015,131,106,3023,,,,,,
B52D0502,001,15-07-2015,153,128,3001,,,,,,
B52D0502,001,29-07-2015,153,128,3001,,,,,,
B52D0502,001,13-08-2015,154,129,3000,,,,,,
B52D0502,001,28-08-2015,109,84,3045,,,,,,
B52D0502,001,15-09-2015,118,93,3036,,,,,,
B52D0502,001,29-09-2015,100,75,3054,,,,,,
B52D0502,001,13-10-2015,118,93,3036,,,,,,
B52D0502,001,28-10-2015,102,77,3052,,,,,,
B52D0502,001,12-11-2015,111,86,3043,,,,,,
B52D0502,001,27-11-2015,78,53,3076,,,,,,
B52D0502,001,14-12-2015,59,34,3095,,,,,,
B52D0502,001,29-12-2015,62,37,3092,,,,,,
B52D0502,001,15-01-2016,52,27,3102,,,,,,
B52D0502,001,28-01-2016,,,,N,,,,,
B52D0502,001,13-02-2016,40,15,3114,,,,,,
B52D0502,001,27-02-2016,37,12,3117,,,,,,
B52D0502,001,15-03-2016,41,16,3113,,,,,,
B52D0502,001,29-03-2016,42,17,3112,,,,,,
B52D0502,001,13-04-2016,46,21,3108,,,,,,
B52D0502,001,28-04-2016,51,26,3103,,,,,,
B52D0502,001,14-05-2016,66,41,3088,,,,,,
B52D0502,001,28-05-2016,,,,N,,,,,
B52D0502,001,14-06-2016,,,,N,,,,,
B52D0502,001,28-06-2016,32,7,3122,,,,,,
B52D0502,001,14-07-2016,40,15,3114,,,,,,
B52D0502,001,27-07-2016,49,24,3105,,,,,,
B52D0502,001,15-08-2016,63,38,3091,,,,,,
B52D0502,001,27-08-2016,82,57,3072,,,,,,
B52D0502,001,13-09-2016,110,85,3044,,,,,,
B52D0502,001,27-09-2016,128,103,3026,,,,,,
B52D0502,001,13-10-2016,147,122,3007,,,,,,
B52D0502,001,27-10-2016,123,98,3031,,,,,,
B52D0502,001,14-11-2016,102,77,3052,,,,,,
B52D0502,001,28-11-2016,77,52,3077,,,,,,
B52D0502,001,13-12-2016,88,63,3066,,,,,,
B52D0502,001,28-12-2016,78,53,3076,,,,,,
B52D0502,001,14-01-2017,,,,N,,,,,
B52D0502,001,27-01-2017,70,45,3084,,,,,,
B52D0502,001,14-02-2017,64,39,3090,,,,,,
B52D0502,001,28-02-2017,,,,N,,,,,
B52D0502,001,14-03-2017,46,21,3108,,,,,,
B52D0502,001,28-03-2017,50,25,3104,,,,,,
B52D0502,001,13-04-2017,60,35,3094,,,,,,
B52D0502,001,28-04-2017,,,,N,,,,,
B52D0502,001,15-05-2017,91,66,3063,,,,,,
B52D0502,001,27-05-2017,110,85,3044,,,,,,
