DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
913,19710629,  124,    0,
913,19710630,   36,    0,
913,19710701,    0,    0,
913,19710702,    0,    0,
913,19710703,    0,    0,
913,19710704,    0,    0,
913,19710705,    0,    0,
913,19710706,    0,    0,
913,19710707,    0,    0,
913,19710708,    0,    0,
913,19710709,    0,    0,
913,19710710,    0,    0,
913,19710711,    0,    0,
913,19710712,    0,    0,
913,19710713,    0,    0,
913,19710714,    0,    0,
913,19710715,    0,    0,
913,19710716,    0,    0,
913,19710717,    0,    0,
913,19710718,    0,    0,
913,19710719,    0,    0,
913,19710720,    0,    0,
913,19710721,   10,    0,
913,19710722,   20,    0,
913,19710723,   93,    0,
913,19710724,   36,    0,
913,19710725,   16,    0,
913,19710726,    4,    0,
913,19710727,    7,    0,
913,19710728,  121,    0,
913,19710729,  119,    0,
913,19710730,    0,    0,
913,19710731,    0,    0,
913,19710801,    0,    0,
913,19710802,    0,    0,
913,19710803,    0,    0,
913,19710804,   18,    0,
913,19710805,    0,    0,
913,19710806,    0,    0,
913,19710807,    2,    0,
913,19710808,    0,    0,
913,19710809,    0,    0,
913,19710810,    0,    0,
913,19710811,    7,    0,
913,19710812,    0,    0,
913,19710813,    9,    0,
913,19710814,    0,    0,
913,19710815,  127,    0,
913,19710816,    5,    0,
913,19710817,    0,    0,
913,19710818,    0,    0,
913,19710819,   58,    0,
913,19710820,   23,    0,
913,19710821,  131,    0,
913,19710822,    0,    0,
913,19710823,    0,    0,
913,19710824,    0,    0,
913,19710825,    0,    0,
913,19710826,    0,    0,
913,19710827,   43,    0,
913,19710828,    5,    0,
913,19710829,    0,    0,
913,19710830,    0,    0,
913,19710831,   23,    0,
913,19710901,    1,    0,
913,19710902,   22,    0,
913,19710903,    0,    0,
913,19710904,    0,    0,
913,19710905,    0,    0,
913,19710906,    0,    0,
913,19710907,    0,    0,
913,19710908,    0,    0,
913,19710909,    0,    0,
913,19710910,    0,    0,
913,19710911,    0,    0,
913,19710912,    0,    0,
913,19710913,    0,    0,
913,19710914,    0,    0,
913,19710915,    0,    0,
913,19710916,    0,    0,
913,19710917,    0,    0,
913,19710918,    0,    0,
913,19710919,    0,    0,
913,19710920,    0,    0,
913,19710921,    0,    0,
913,19710922,    0,    0,
913,19710923,    0,    0,
913,19710924,  147,    0,
913,19710925,   51,    0,
913,19710926,   31,    0,
913,19710927,    4,    0,
913,19710928,   36,    0,
913,19710929,    2,    0,
913,19710930,    1,    0,
913,19711001,    0,    0,
913,19711002,    0,    0,
913,19711003,    0,    0,
913,19711004,    2,    0,
913,19711005,    0,    0,
913,19711006,    0,    0,
913,19711007,    0,    0,
913,19711008,    0,    0,
913,19711009,    0,    0,
913,19711010,    0,    0,
913,19711011,    0,    0,
913,19711012,    0,    0,
913,19711013,    0,    0,
913,19711014,   91,    0,
913,19711015,    1,    0,
913,19711016,    2,    0,
913,19711017,    0,    0,
913,19711018,    0,    0,
913,19711019,    0,    0,
913,19711020,   28,    0,
913,19711021,   75,    0,
913,19711022,    2,    0,
913,19711023,    0,    0,
913,19711024,    0,    0,
913,19711025,    2,    0,
913,19711026,    0,    0,
913,19711027,    0,    0,
913,19711028,    0,    0,
913,19711029,    0,    0,
913,19711030,    0,    0,
913,19711031,    0,    0,
913,19711101,    0,    0,
913,19711102,    0,    0,
913,19711103,    0,    0,
913,19711104,    0,    0,
913,19711105,    0,    0,
913,19711106,   33,    0,
913,19711107,    2,    0,
913,19711108,   47,    0,
913,19711109,    5,    0,
913,19711110,    0,    0,
913,19711111,    0,    0,
913,19711112,    0,    0,
913,19711113,    0,    0,
913,19711114,   18,    0,
913,19711115,    0,    0,
913,19711116,    6,    0,
913,19711117,   22,    0,
913,19711118,   64,    0,
913,19711119,  282,    0,
913,19711120,    5,    0,
913,19711121,   57,    0,
913,19711122,  118,    0,
913,19711123,    7,    0,
913,19711124,    2,    0,
913,19711125,    0,    0,
913,19711126,   17,    0,
913,19711127,   10,    0,
913,19711128,    2,    0,
913,19711129,   90,    0,
913,19711130,    5,    0,
913,19711201,   27,    0,
913,19711202,    0,    0,
913,19711203,    0,    0,
913,19711204,    0,    0,
913,19711205,    0,    0,
913,19711206,    0,    0,
913,19711207,    0,    0,
913,19711208,    0,    0,
913,19711209,    0,    0,
913,19711210,   45,    0,
913,19711211,    9,    0,
913,19711212,    0,    0,
913,19711213,   13,    0,
913,19711214,    1,    0,
913,19711215,    0,    0,
913,19711216,    0,    0,
913,19711217,    0,    0,
913,19711218,    0,    0,
913,19711219,    9,    0,
913,19711220,   64,    0,
913,19711221,   14,    0,
913,19711222,    3,    0,
913,19711223,   12,    0,
913,19711224,   11,    0,
913,19711225,    0,    0,
913,19711226,    0,    0,
913,19711227,    0,    0,
913,19711228,    3,    0,
913,19711229,    7,    0,
913,19711230,    0,    0,
913,19711231,    0,    0,
913,19720101,    0,    0,
913,19720102,    0,    0,
913,19720103,    0,    0,
913,19720104,    0,    0,
913,19720105,    6,    0,
913,19720106,    0,    0,
913,19720107,    0,    0,
913,19720108,    0,    0,
913,19720109,    0,    0,
913,19720110,    0,    0,
913,19720111,    5,    0,
913,19720112,   44,    0,
913,19720113,    5,    0,
913,19720114,    0,    0,
913,19720115,    0,    0,
913,19720116,    0,    0,
913,19720117,    0,    0,
913,19720118,    0,    0,
913,19720119,    0,    0,
913,19720120,   24,    0,
913,19720121,   24,    0,
913,19720122,    0,    0,
913,19720123,    0,    0,
913,19720124,    0,    0,
913,19720125,   27,    0,
913,19720126,    7,    0,
913,19720127,   52,    0,
913,19720128,   26,    0,
913,19720129,    0,    0,
913,19720130,    0,    0,
913,19720131,    0,    0,
913,19720201,    0,    0,
913,19720202,    6,    0,
913,19720203,    4,    0,
913,19720204,   13,    0,
913,19720205,    0,    0,
913,19720206,    0,    0,
913,19720207,   11,    0,
913,19720208,   53,    0,
913,19720209,    0,    0,
913,19720210,    0,    0,
913,19720211,   25,    0,
913,19720212,   43,    0,
913,19720213,   30,    0,
913,19720214,    1,    0,
913,19720215,    0,    0,
913,19720216,    0,    0,
913,19720217,    0,    0,
913,19720218,    0,    0,
913,19720219,    0,    0,
913,19720220,    0,    0,
913,19720221,    1,    0,
913,19720222,    8,    0,
913,19720223,    0,    0,
913,19720224,    0,    0,
913,19720225,    0,    0,
913,19720226,    0,    0,
913,19720227,    0,    0,
913,19720228,    0,    0,
913,19720229,    0,    0,
913,19720301,    0,    0,
913,19720302,    0,    0,
913,19720303,    0,    0,
913,19720304,   36,    0,
913,19720305,    2,    0,
913,19720306,    9,    0,
913,19720307,   23,    0,
913,19720308,    0,    0,
913,19720309,    9,    0,
913,19720310,    0,    0,
913,19720311,   98,  997,
913,19720312,    0,    0,
913,19720313,    0,    0,
913,19720314,    0,    0,
913,19720315,    0,    0,
913,19720316,    0,    0,
913,19720317,    0,    0,
913,19720318,    0,    0,
913,19720319,    0,    0,
913,19720320,    0,    0,
913,19720321,    0,    0,
913,19720322,    0,    0,
913,19720323,    0,    0,
913,19720324,    0,    0,
913,19720325,    0,    0,
913,19720326,    0,    0,
913,19720327,   31,    0,
913,19720328,   67,    0,
913,19720329,   36,    0,
913,19720330,   15,    0,
913,19720331,    0,    0,
913,19720401,   40,    0,
913,19720402,   49,    0,
913,19720403,   33,    0,
913,19720404,   10,    0,
913,19720405,   45,    0,
913,19720406,   35,    0,
913,19720407,   12,    0,
913,19720408,   16,    0,
913,19720409,    3,    0,
913,19720410,   49,    0,
913,19720411,   21,    0,
913,19720412,    1,    0,
913,19720413,    1,    0,
913,19720414,    0,    0,
913,19720415,   22,    0,
913,19720416,   98,    0,
913,19720417,    2,    0,
913,19720418,    0,    0,
913,19720419,    5,    0,
913,19720420,    5,    0,
913,19720421,    0,    0,
913,19720422,    0,    0,
913,19720423,    0,    0,
913,19720424,    0,    0,
913,19720425,    0,    0,
913,19720426,    3,    0,
913,19720427,    5,    0,
913,19720428,    7,    0,
913,19720429,    2,    0,
913,19720430,    6,    0,
913,19720501,    0,    0,
913,19720502,  123,    0,
913,19720503,    0,    0,
913,19720504,    0,    0,
913,19720505,    8,    0,
913,19720506,    0,    0,
913,19720507,    0,    0,
913,19720508,   19,    0,
913,19720509,    2,    0,
913,19720510,   19,    0,
913,19720511,   42,    0,
913,19720512,   19,    0,
913,19720513,  128,    0,
913,19720514,   75,    0,
913,19720515,   17,    0,
913,19720516,   19,    0,
913,19720517,  118,    0,
913,19720518,   35,    0,
913,19720519,   11,    0,
913,19720520,    0,    0,
913,19720521,    0,    0,
913,19720522,    0,    0,
913,19720523,    0,    0,
913,19720524,    8,    0,
913,19720525,    4,    0,
913,19720526,    5,    0,
913,19720527,   15,    0,
913,19720528,  333,    0,
913,19720529,   52,    0,
913,19720530,    0,    0,
913,19720531,   34,    0,
913,19720601,   29,    0,
913,19720602,    3,    0,
913,19720603,    0,    0,
913,19720604,    0,    0,
913,19720605,    0,    0,
913,19720606,  103,    0,
913,19720607,   28,    0,
913,19720608,   17,    0,
913,19720609,   49,    0,
913,19720610,   35,    0,
913,19720611,    0,    0,
913,19720612,    0,    0,
913,19720613,   54,    0,
913,19720614,    0,    0,
913,19720615,    0,    0,
913,19720616,   42,    0,
913,19720617,    0,    0,
913,19720618,    0,    0,
913,19720619,   29,    0,
913,19720620,    2,    0,
913,19720621,    0,    0,
913,19720622,    2,    0,
913,19720623,  112,    0,
913,19720624,    0,    0,
913,19720625,    0,    0,
913,19720626,    0,    0,
913,19720627,    0,    0,
913,19720628,   35,    0,
913,19720629,    0,    0,
913,19720630,   20,    0,
913,19720701,   70,    0,
913,19720702,  184,    0,
913,19720703,   70,    0,
913,19720704,    0,    0,
913,19720705,    0,    0,
913,19720706,   43,    0,
913,19720707,   29,    0,
913,19720708,    1,    0,
913,19720709,   45,    0,
913,19720710,  358,    0,
913,19720711,    0,    0,
913,19720712,    0,    0,
913,19720713,    0,    0,
913,19720714,    0,    0,
913,19720715,    0,    0,
913,19720716,    0,    0,
913,19720717,    0,    0,
913,19720718,    0,    0,
913,19720719,    0,    0,
913,19720720,   83,    0,
913,19720721,    0,    0,
913,19720722,    0,    0,
913,19720723,   16,    0,
913,19720724,    3,    0,
913,19720725,    8,    0,
913,19720726,    0,    0,
913,19720727,   24,    0,
913,19720728,  257,    0,
913,19720729,   23,    0,
913,19720730,    1,    0,
913,19720731,    0,    0,
913,19720801,   14,    0,
913,19720802,  199,    0,
913,19720803,   66,    0,
913,19720804,   29,    0,
913,19720805,    1,    0,
913,19720806,    0,    0,
913,19720807,    0,    0,
913,19720808,   36,    0,
913,19720809,  276,    0,
913,19720810,    0,    0,
913,19720811,   78,    0,
913,19720812,    0,    0,
913,19720813,   17,    0,
913,19720814,    0,    0,
913,19720815,   52,    0,
913,19720816,    0,    0,
913,19720817,    0,    0,
913,19720818,   80,    0,
913,19720819,   78,    0,
913,19720820,   48,    0,
913,19720821,    9,    0,
913,19720822,    3,    0,
913,19720823,    7,    0,
913,19720824,    0,    0,
913,19720825,    0,    0,
913,19720826,    0,    0,
913,19720827,    0,    0,
913,19720828,    0,    0,
913,19720829,    0,    0,
913,19720830,    0,    0,
913,19720831,    0,    0,
913,19720901,    0,    0,
913,19720902,    0,    0,
913,19720903,    0,    0,
913,19720904,    0,    0,
913,19720905,    0,    0,
913,19720906,    0,    0,
913,19720907,   46,    0,
913,19720908,    1,    0,
913,19720909,    0,    0,
913,19720910,   91,    0,
913,19720911,   87,    0,
913,19720912,    9,    0,
913,19720913,   40,    0,
913,19720914,   37,    0,
913,19720915,    2,    0,
913,19720916,    9,    0,
913,19720917,   92,    0,
913,19720918,    9,    0,
913,19720919,   31,    0,
913,19720920,    1,    0,
913,19720921,    0,    0,
913,19720922,    0,    0,
913,19720923,    0,    0,
913,19720924,    0,    0,
913,19720925,    0,    0,
913,19720926,    0,    0,
913,19720927,   12,    0,
913,19720928,    0,    0,
913,19720929,    0,    0,
913,19720930,    0,    0,
913,19721001,    0,    0,
913,19721002,    0,    0,
913,19721003,    0,    0,
913,19721004,    0,    0,
913,19721005,    0,    0,
913,19721006,    0,    0,
913,19721007,    0,    0,
913,19721008,    0,    0,
913,19721009,    0,    0,
913,19721010,    2,    0,
913,19721011,    0,    0,
913,19721012,    0,    0,
913,19721013,    0,    0,
913,19721014,    0,    0,
913,19721015,    0,    0,
913,19721016,    0,    0,
913,19721017,    0,    0,
913,19721018,    0,    0,
913,19721019,    0,    0,
913,19721020,    0,    0,
913,19721021,   38,    0,
913,19721022,    5,    0,
913,19721023,   25,    0,
913,19721024,    0,    0,
913,19721025,    0,    0,
913,19721026,    0,    0,
913,19721027,    2,    0,
913,19721028,   31,    0,
913,19721029,    0,    0,
913,19721030,    2,    0,
913,19721031,    0,    0,
913,19721101,    0,    0,
913,19721102,    1,    0,
913,19721103,    1,    0,
913,19721104,    2,    0,
913,19721105,    6,    0,
913,19721106,    4,    0,
913,19721107,    3,    0,
913,19721108,    2,    0,
913,19721109,   11,    0,
913,19721110,    0,    0,
913,19721111,  122,    0,
913,19721112,   61,    0,
913,19721113,  165,    0,
913,19721114,   24,    0,
913,19721115,   15,    0,
913,19721116,    0,    0,
913,19721117,    6,    0,
913,19721118,   19,    0,
913,19721119,    5,    0,
913,19721120,   33,    0,
913,19721121,   51,    0,
913,19721122,   27,    0,
913,19721123,   17,    0,
913,19721124,   25,    0,
913,19721125,    2,    0,
913,19721126,    2,    0,
913,19721127,    2,    0,
913,19721128,    0,    0,
913,19721129,    2,    0,
913,19721130,    0,    0,
913,19721201,    3,    0,
913,19721202,    0,    0,
913,19721203,    9,    0,
913,19721204,    0,    0,
913,19721205,    1,    0,
913,19721206,    0,    0,
913,19721207,   33,    0,
913,19721208,   28,    0,
913,19721209,    1,    0,
913,19721210,   16,    0,
913,19721211,   54,    0,
913,19721212,    3,    0,
913,19721213,    0,    0,
913,19721214,   11,    0,
913,19721215,    1,    0,
913,19721216,    0,    0,
913,19721217,    0,    0,
913,19721218,    0,    0,
913,19721219,    0,    0,
913,19721220,    0,    0,
913,19721221,    0,    0,
913,19721222,    0,    0,
913,19721223,    0,    0,
913,19721224,    0,    0,
913,19721225,    0,    0,
913,19721226,    0,    0,
913,19721227,    0,    0,
913,19721228,    0,    0,
913,19721229,    1,    0,
913,19721230,    0,    0,
913,19721231,    0,    0,
913,19730101,    0,    0,
913,19730102,    0,    0,
913,19730103,    0,    0,
913,19730104,    0,    0,
913,19730105,    1,    0,
913,19730106,    4,    0,
913,19730107,    1,    0,
913,19730108,    0,    0,
913,19730109,    0,    0,
913,19730110,    0,    0,
913,19730111,    0,    0,
913,19730112,    0,    0,
913,19730113,    0,    0,
913,19730114,    2,    0,
913,19730115,    5,    0,
913,19730116,    2,    0,
913,19730117,    0,    0,
913,19730118,    0,    0,
913,19730119,    0,    0,
913,19730120,    0,    0,
913,19730121,   22,    0,
913,19730122,    0,    0,
913,19730123,   23,    0,
913,19730124,   16,    0,
913,19730125,    0,    0,
913,19730126,    1,    0,
913,19730127,   51,    0,
913,19730128,    9,    0,
913,19730129,   10,    0,
913,19730130,    9,    0,
913,19730131,   37,    0,
913,19730201,    2,    0,
913,19730202,    1,    0,
913,19730203,    0,    0,
913,19730204,    0,    0,
913,19730205,    0,    0,
913,19730206,    2,    0,
913,19730207,    5,    0,
913,19730208,   18,    0,
913,19730209,   16,    0,
913,19730210,    6,    0,
913,19730211,   35,    0,
913,19730212,   20,    0,
913,19730213,  122,    0,
913,19730214,   10,    0,
913,19730215,    0,    0,
913,19730216,    0,    0,
913,19730217,    0,    0,
913,19730218,   99,    0,
913,19730219,   94,    0,
913,19730220,   13,    0,
913,19730221,    3,    0,
913,19730222,   32,    0,
913,19730223,   18,    0,
913,19730224,   53,    4,
913,19730225,    0,    0,
913,19730226,    0,    2,
913,19730227,    0,    0,
913,19730228,    0,    0,
913,19730301,    0,    0,
913,19730302,   29,    0,
913,19730303,    6,    0,
913,19730304,    9,    0,
913,19730305,    0,    0,
913,19730306,    5,    0,
913,19730307,   88,    0,
913,19730308,    0,    0,
913,19730309,    0,    0,
913,19730310,    0,    0,
913,19730311,    0,    0,
913,19730312,    0,    0,
913,19730313,    0,    0,
913,19730314,    0,    0,
913,19730315,    0,    0,
913,19730316,    0,    0,
913,19730317,    0,    0,
913,19730318,    8,    0,
913,19730319,    2,    0,
913,19730320,    0,    0,
913,19730321,    0,    0,
913,19730322,    0,    0,
913,19730323,    0,    0,
913,19730324,    0,    0,
913,19730325,    0,    0,
913,19730326,   17,    0,
913,19730327,    7,    0,
913,19730328,   20,    0,
913,19730329,    9,    0,
913,19730330,    1,    0,
913,19730331,    5,    0,
913,19730401,    0,    0,
913,19730402,  180,    0,
913,19730403,  126,    0,
913,19730404,    4,    0,
913,19730405,   11,    0,
913,19730406,   38,    0,
913,19730407,   11,    0,
913,19730408,   51,    0,
913,19730409,    0,    0,
913,19730410,    0,    0,
913,19730411,   32,    0,
913,19730412,   31,    0,
913,19730413,   26,    0,
913,19730414,   32,    0,
913,19730415,   15,    0,
913,19730416,    1,    0,
913,19730417,    0,    0,
913,19730418,    2,    0,
913,19730419,  111,    0,
913,19730420,   37,    0,
913,19730421,    8,    0,
913,19730422,   29,    0,
913,19730423,   12,    0,
913,19730424,    0,    0,
913,19730425,    0,    0,
913,19730426,    0,    0,
913,19730427,    0,    0,
913,19730428,    3,    0,
913,19730429,   16,    0,
913,19730430,   11,    0,
913,19730501,   20,    0,
913,19730502,  142,    0,
913,19730503,    0,    0,
913,19730504,   27,    0,
913,19730505,    0,    0,
913,19730506,    0,    0,
913,19730507,   39,    0,
913,19730508,   20,    0,
913,19730509,   75,    0,
913,19730510,    3,    0,
913,19730511,    6,    0,
913,19730512,    0,    0,
913,19730513,    0,    0,
913,19730514,   11,    0,
913,19730515,   45,    0,
913,19730516,    0,    0,
913,19730517,    0,    0,
913,19730518,    0,    0,
913,19730519,    0,    0,
913,19730520,   39,    0,
913,19730521,    0,    0,
913,19730522,   15,    0,
913,19730523,    5,    0,
913,19730524,   14,    0,
913,19730525,    5,    0,
913,19730526,    0,    0,
913,19730527,    0,    0,
913,19730528,    0,    0,
913,19730529,   48,    0,
913,19730530,    5,    0,
913,19730531,   88,    0,
913,19730601,   34,    0,
913,19730602,  194,    0,
913,19730603,   18,    0,
913,19730604,    0,    0,
913,19730605,    0,    0,
913,19730606,    0,    0,
913,19730607,    0,    0,
913,19730608,    0,    0,
913,19730609,    0,    0,
913,19730610,   34,    0,
913,19730611,    1,    0,
913,19730612,    0,    0,
913,19730613,    0,    0,
913,19730614,    0,    0,
913,19730615,    0,    0,
913,19730616,    0,    0,
913,19730617,    0,    0,
913,19730618,    0,    0,
913,19730619,    0,    0,
913,19730620,    0,    0,
913,19730621,   31,    0,
913,19730622,    0,    0,
913,19730623,    0,    0,
913,19730624,    0,    0,
913,19730625,    0,    0,
913,19730626,   15,    0,
913,19730627,    0,    0,
913,19730628,    0,    0,
913,19730629,   42,    0,
913,19730630,    0,    0,
913,19730701,    0,    0,
913,19730702,    0,    0,
913,19730703,    0,    0,
913,19730704,    0,    0,
913,19730705,    0,    0,
913,19730706,    0,    0,
913,19730707,    0,    0,
913,19730708,    0,    0,
913,19730709,    0,    0,
913,19730710,    0,    0,
913,19730711,    1,    0,
913,19730712,   39,    0,
913,19730713,    0,    0,
913,19730714,    0,    0,
913,19730715,   19,    0,
913,19730716,  198,    0,
913,19730717,   33,    0,
913,19730718,    1,    0,
913,19730719,   13,    0,
913,19730720,   25,    0,
913,19730721,    0,    0,
913,19730722,    5,    0,
913,19730723,   40,    0,
913,19730724,    1,    0,
913,19730725,    0,    0,
913,19730726,    2,    0,
913,19730727,   10,    0,
913,19730728,   82,    0,
913,19730729,    0,    0,
913,19730730,    0,    0,
913,19730731,    0,    0,
913,19730801,    0,    0,
913,19730802,   37,    0,
913,19730803,    0,    0,
913,19730804,   16,    0,
913,19730805,    0,    0,
913,19730806,    0,    0,
913,19730807,   12,    0,
913,19730808,   65,    0,
913,19730809,    0,    0,
913,19730810,    0,    0,
913,19730811,    0,    0,
913,19730812,    0,    0,
913,19730813,    0,    0,
913,19730814,    0,    0,
913,19730815,    0,    0,
913,19730816,    0,    0,
913,19730817,    0,    0,
913,19730818,    0,    0,
913,19730819,    0,    0,
913,19730820,    0,    0,
913,19730821,   12,    0,
913,19730822,    0,    0,
913,19730823,    0,    0,
913,19730824,    0,    0,
913,19730825,    0,    0,
913,19730826,    0,    0,
913,19730827,    0,    0,
913,19730828,    0,    0,
913,19730829,    0,    0,
913,19730830,   18,    0,
913,19730831,    0,    0,
913,19730901,    0,    0,
913,19730902,    0,    0,
913,19730903,    2,    0,
913,19730904,    0,    0,
913,19730905,    0,    0,
913,19730906,    0,    0,
913,19730907,    0,    0,
913,19730908,    0,    0,
913,19730909,   37,    0,
913,19730910,    2,    0,
913,19730911,    0,    0,
913,19730912,    0,    0,
913,19730913,    0,    0,
913,19730914,    0,    0,
913,19730915,    0,    0,
913,19730916,   13,    0,
913,19730917,    0,    0,
913,19730918,    6,    0,
913,19730919,   33,    0,
913,19730920,    2,    0,
913,19730921,   11,    0,
913,19730922,   82,    0,
913,19730923,   13,    0,
913,19730924,    3,    0,
913,19730925,   20,    0,
913,19730926,    8,    0,
913,19730927,    0,    0,
913,19730928,   16,    0,
913,19730929,   61,    0,
913,19730930,    9,    0,
913,19731001,   17,    0,
913,19731002,    2,    0,
913,19731003,    0,    0,
913,19731004,    0,    0,
913,19731005,    0,    0,
913,19731006,    1,    0,
913,19731007,    0,    0,
913,19731008,    0,    0,
913,19731009,    0,    0,
913,19731010,   53,    0,
913,19731011,   44,    0,
913,19731012,   14,    0,
913,19731013,    0,    0,
913,19731014,    0,    0,
913,19731015,   98,    0,
913,19731016,   56,    0,
913,19731017,   57,    0,
913,19731018,   15,    0,
913,19731019,   20,    0,
913,19731020,  125,    0,
913,19731021,   99,    0,
913,19731022,   42,    0,
913,19731023,   41,    0,
913,19731024,   27,    0,
913,19731025,    1,    0,
913,19731026,    0,    0,
913,19731027,    0,    0,
913,19731028,    0,    0,
913,19731029,    0,    0,
913,19731030,    0,    0,
913,19731031,    0,    0,
913,19731101,    0,    0,
913,19731102,    0,    0,
913,19731103,    0,    0,
913,19731104,    0,    0,
913,19731105,   36,    0,
913,19731106,   87,    0,
913,19731107,   35,    0,
913,19731108,    3,    0,
913,19731109,    0,    0,
913,19731110,    9,    0,
913,19731111,   17,    0,
913,19731112,    1,    0,
913,19731113,   51,    0,
913,19731114,   37,    0,
913,19731115,   34,    0,
913,19731116,   14,    0,
913,19731117,    6,    0,
913,19731118,    1,    0,
913,19731119,    0,    0,
913,19731120,    0,    0,
913,19731121,    0,    0,
913,19731122,    0,    0,
913,19731123,    1,    0,
913,19731124,    2,    0,
913,19731125,    8,    0,
913,19731126,   36,    2,
913,19731127,   78,    2,
913,19731128,   12,    2,
913,19731129,   43,    4,
913,19731130,   10,    4,
913,19731201,   36,    4,
913,19731202,    3,    4,
913,19731203,    2,    4,
913,19731204,   29,    2,
913,19731205,   16,    0,
913,19731206,   23,    0,
913,19731207,   16,    0,
913,19731208,   98,    0,
913,19731209,    6,  997,
913,19731210,    0,  997,
913,19731211,    0,    0,
913,19731212,   54,    0,
913,19731213,   70,    0,
913,19731214,   55,    0,
913,19731215,   44,    0,
913,19731216,   11,    0,
913,19731217,   45,    0,
913,19731218,    4,    0,
913,19731219,    0,    0,
913,19731220,    0,    0,
913,19731221,    1,    0,
913,19731222,    4,    0,
913,19731223,    4,    0,
913,19731224,   49,    0,
913,19731225,    1,    0,
913,19731226,    0,    0,
913,19731227,    3,    0,
913,19731228,   10,    0,
913,19731229,    1,    0,
913,19731230,    0,    0,
913,19731231,    3,    0,
913,19740101,    0,    0,
913,19740102,    0,    0,
913,19740103,    1,    0,
913,19740104,    2,    0,
913,19740105,    2,    0,
913,19740106,   11,    0,
913,19740107,    3,    0,
913,19740108,   90,    0,
913,19740109,   21,    0,
913,19740110,   51,    0,
913,19740111,   39,    0,
913,19740112,   18,    0,
913,19740113,    1,    0,
913,19740114,    6,    0,
913,19740115,    8,    0,
913,19740116,    1,    0,
913,19740117,  133,    0,
913,19740118,   36,    0,
913,19740119,    3,    0,
913,19740120,    0,    0,
913,19740121,    0,    0,
913,19740122,    0,    0,
913,19740123,    5,    0,
913,19740124,   11,    0,
913,19740125,    3,    0,
913,19740126,    1,    0,
913,19740127,    3,    0,
913,19740128,    1,    0,
913,19740129,   92,    0,
913,19740130,    8,    0,
913,19740131,    1,    0,
913,19740201,    9,    0,
913,19740202,    2,    0,
913,19740203,    0,    0,
913,19740204,    0,    0,
913,19740205,    4,    0,
913,19740206,   50,    0,
913,19740207,  305,    4,
913,19740208,    3,    0,
913,19740209,  167,    0,
913,19740210,   19,    0,
913,19740211,    0,    0,
913,19740212,   16,    0,
913,19740213,    0,    0,
913,19740214,    1,    0,
913,19740215,    0,    0,
913,19740216,    1,    0,
913,19740217,    0,    0,
913,19740218,    0,    0,
913,19740219,    5,    0,
913,19740220,    1,    0,
913,19740221,    1,    0,
913,19740222,    3,    0,
913,19740223,   30,    0,
913,19740224,    0,    0,
913,19740225,    0,    0,
913,19740226,    1,    0,
913,19740227,    0,    0,
913,19740228,    0,    0,
913,19740301,    0,    0,
913,19740302,   45,  997,
913,19740303,  102,    0,
913,19740304,    0,    0,
913,19740305,    6,    0,
913,19740306,   12,    0,
913,19740307,   15,    0,
913,19740308,    0,    0,
913,19740309,    0,    0,
913,19740310,    0,    0,
913,19740311,    0,    0,
913,19740312,   14,    0,
913,19740313,   30,    0,
913,19740314,   34,    0,
913,19740315,   35,    0,
913,19740316,   53,    0,
913,19740317,    8,    0,
913,19740318,   86,    0,
913,19740319,  160,    0,
913,19740320,    5,    0,
913,19740321,   76,    0,
913,19740322,    2,    0,
913,19740323,    0,    0,
913,19740324,    1,    0,
913,19740325,    1,    0,
913,19740326,    0,    0,
913,19740327,    0,    0,
913,19740328,    0,    0,
913,19740329,   12,    0,
913,19740330,    0,    0,
913,19740331,    0,    0,
913,19740401,    0,    0,
913,19740402,    0,    0,
913,19740403,    0,    0,
913,19740404,    0,    0,
913,19740405,    0,    0,
913,19740406,    0,    0,
913,19740407,    0,    0,
913,19740408,    0,    0,
913,19740409,    0,    0,
913,19740410,    0,    0,
913,19740411,    0,    0,
913,19740412,    0,    0,
913,19740413,    0,    0,
913,19740414,    0,    0,
913,19740415,    0,    0,
913,19740416,    0,    0,
913,19740417,    0,    0,
913,19740418,    0,    0,
913,19740419,    0,    0,
913,19740420,    0,    0,
913,19740421,    0,    0,
913,19740422,    0,    0,
913,19740423,    0,    0,
913,19740424,    5,    0,
913,19740425,   59,    0,
913,19740426,    4,    0,
