DEZE GEGEVENS MOGEN VRIJ WORDEN GEBRUIKT MITS DE VOLGENDE BRONVERMELDING WORDT GEGEVEN:
KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)

THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:
ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE

STN      = stationsnummer/stationnumber
YYYYMMDD = datum/date (YYYY=jaar/year MM=maand/month DD=dag/day)
RD       = 24-uur som van de neerslag in tiende millimeters van 08.00 voorafgaande dag- 08.00 UTC huidige dag/
           daily precipitation amount in 0.1 mm over the period 08.00 preceding day - 08.00 UTC present day
SX       = codecijfer sneeuwdek om 08.00 uur UTC/code for the snow cover at 08.00 UTC:

           codecijfer/code    sneeuwdikte/snow cover
           1                                    1 cm
           ...                                   ...
           996                                996 cm

           997 gebroken sneeuwdek/broken snow cover < 1 cm
           998 gebroken sneeuwdek/broken snow cover >=1 cm
           999 sneeuwhopen/snow dunes

5 spaties betekent een ontbrekende waarde/5 spaces represents a missing value

STN,YYYYMMDD,   RD,   SX,
913,19510101,   27,     ,
913,19510102,   18,     ,
913,19510103,   40,     ,
913,19510104,   12,     ,
913,19510105,    0,     ,
913,19510106,   27,     ,
913,19510107,   48,     ,
913,19510108,    0,     ,
913,19510109,   52,     ,
913,19510110,    6,     ,
913,19510111,    3,     ,
913,19510112,   98,     ,
913,19510113,    0,     ,
913,19510114,   15,     ,
913,19510115,   49,     ,
913,19510116,   33,     ,
913,19510117,   61,     ,
913,19510118,  144,     ,
913,19510119,   34,     ,
913,19510120,   61,     ,
913,19510121,   63,     ,
913,19510122,   24,     ,
913,19510123,   19,     ,
913,19510124,    1,     ,
913,19510125,    0,     ,
913,19510126,    0,     ,
913,19510127,    0,     ,
913,19510128,    2,     ,
913,19510129,    0,     ,
913,19510130,    0,     ,
913,19510131,    0,     ,
913,19510201,    0,     ,
913,19510202,    0,     ,
913,19510203,    0,     ,
913,19510204,   25,     ,
913,19510205,   25,     ,
913,19510206,    0,     ,
913,19510207,    7,     ,
913,19510208,   26,     ,
913,19510209,    8,     ,
913,19510210,    0,     ,
913,19510211,    0,     ,
913,19510212,   25,     ,
913,19510213,    1,     ,
913,19510214,    5,     ,
913,19510215,    2,     ,
913,19510216,    0,     ,
913,19510217,   31,     ,
913,19510218,  119,     ,
913,19510219,    0,     ,
913,19510220,   25,     ,
913,19510221,   69,     ,
913,19510222,    7,     ,
913,19510223,   18,     ,
913,19510224,   35,     ,
913,19510225,   12,     ,
913,19510226,    1,     ,
913,19510227,   48,     ,
913,19510228,    0,     ,
913,19510301,    0,     ,
913,19510302,   13,     ,
913,19510303,    0,     ,
913,19510304,    0,     ,
913,19510305,    0,     ,
913,19510306,    0,     ,
913,19510307,    0,     ,
913,19510308,    0,     ,
913,19510309,    0,     ,
913,19510310,    0,     ,
913,19510311,    8,     ,
913,19510312,   49,     ,
913,19510313,    7,     ,
913,19510314,   47,     ,
913,19510315,   27,     ,
913,19510316,    0,     ,
913,19510317,  106,     ,
913,19510318,   78,     ,
913,19510319,   15,     ,
913,19510320,  102,     ,
913,19510321,    5,     ,
913,19510322,    0,     ,
913,19510323,   42,     ,
913,19510324,   27,     ,
913,19510325,  100,     ,
913,19510326,   34,     ,
913,19510327,   74,     ,
913,19510328,   14,     ,
913,19510329,   54,     ,
913,19510330,    1,     ,
913,19510331,    0,     ,
913,19510401,   42,     ,
913,19510402,   41,     ,
913,19510403,   23,     ,
913,19510404,    1,     ,
913,19510405,   23,     ,
913,19510406,    0,     ,
913,19510407,    2,     ,
913,19510408,   66,     ,
913,19510409,   50,     ,
913,19510410,   98,     ,
913,19510411,   87,     ,
913,19510412,    0,     ,
913,19510413,    0,     ,
913,19510414,   38,     ,
913,19510415,   25,     ,
913,19510416,    0,     ,
913,19510417,   32,     ,
913,19510418,    0,     ,
913,19510419,    0,     ,
913,19510420,    0,     ,
913,19510421,    0,     ,
913,19510422,    0,     ,
913,19510423,    0,     ,
913,19510424,    0,     ,
913,19510425,    0,     ,
913,19510426,    0,     ,
913,19510427,    0,     ,
913,19510428,  139,     ,
913,19510429,  125,     ,
913,19510430,   11,     ,
913,19510501,    0,     ,
913,19510502,    0,     ,
913,19510503,    0,     ,
913,19510504,    0,     ,
913,19510505,   50,     ,
913,19510506,    0,     ,
913,19510507,   25,     ,
913,19510508,   85,     ,
913,19510509,   52,     ,
913,19510510,    0,     ,
913,19510511,    0,     ,
913,19510512,    0,     ,
913,19510513,    0,     ,
913,19510514,   21,     ,
913,19510515,   15,     ,
913,19510516,    4,     ,
913,19510517,    4,     ,
913,19510518,    0,     ,
913,19510519,    2,     ,
913,19510520,    0,     ,
913,19510521,   76,     ,
913,19510522,   24,     ,
913,19510523,   56,     ,
913,19510524,    0,     ,
913,19510525,   50,     ,
913,19510526,  105,     ,
913,19510527,   93,     ,
913,19510528,   86,     ,
913,19510529,   30,     ,
913,19510530,    0,     ,
913,19510531,    0,     ,
913,19510601,    0,     ,
913,19510602,    0,     ,
913,19510603,   33,     ,
913,19510604,    2,     ,
913,19510605,    0,     ,
913,19510606,    0,     ,
913,19510607,    0,     ,
913,19510608,    0,     ,
913,19510609,    0,     ,
913,19510610,   25,     ,
913,19510611,    4,     ,
913,19510612,    0,     ,
913,19510613,   49,     ,
913,19510614,    0,     ,
913,19510615,    0,     ,
913,19510616,    0,     ,
913,19510617,    0,     ,
913,19510618,    0,     ,
913,19510619,    0,     ,
913,19510620,    0,     ,
913,19510621,    0,     ,
913,19510622,    0,     ,
913,19510623,   80,     ,
913,19510624,   25,     ,
913,19510625,    0,     ,
913,19510626,    0,     ,
913,19510627,   94,     ,
913,19510628,   21,     ,
913,19510629,    4,     ,
913,19510630,    0,     ,
913,19510701,    0,     ,
913,19510702,    0,     ,
913,19510703,    0,     ,
913,19510704,    0,     ,
913,19510705,   24,     ,
913,19510706,    0,     ,
913,19510707,    0,     ,
913,19510708,    0,     ,
913,19510709,   22,     ,
913,19510710,    0,     ,
913,19510711,    0,     ,
913,19510712,  147,     ,
913,19510713,    0,     ,
913,19510714,    0,     ,
913,19510715,  155,     ,
913,19510716,    0,     ,
913,19510717,    0,     ,
913,19510718,    0,     ,
913,19510719,    0,     ,
913,19510720,    0,     ,
913,19510721,    0,     ,
913,19510722,    0,     ,
913,19510723,   38,     ,
913,19510724,    0,     ,
913,19510725,   63,     ,
913,19510726,   42,     ,
913,19510727,    0,     ,
913,19510728,    0,     ,
913,19510729,    0,     ,
913,19510730,    0,     ,
913,19510731,    0,     ,
913,19510801,   33,     ,
913,19510802,  104,     ,
913,19510803,    0,     ,
913,19510804,   67,     ,
913,19510805,   10,     ,
913,19510806,    0,     ,
913,19510807,   38,     ,
913,19510808,    7,     ,
913,19510809,   48,     ,
913,19510810,   90,     ,
913,19510811,    4,     ,
913,19510812,   26,     ,
913,19510813,    7,     ,
913,19510814,    0,     ,
913,19510815,    0,     ,
913,19510816,   15,     ,
913,19510817,    0,     ,
913,19510818,  124,     ,
913,19510819,    0,     ,
913,19510820,  232,     ,
913,19510821,    0,     ,
913,19510822,    0,     ,
913,19510823,    0,     ,
913,19510824,    0,     ,
913,19510825,    0,     ,
913,19510826,    0,     ,
913,19510827,    1,     ,
913,19510828,   62,     ,
913,19510829,   13,     ,
913,19510830,   55,     ,
913,19510831,   21,     ,
913,19510901,  112,     ,
913,19510902,   45,     ,
913,19510903,  160,     ,
913,19510904,    2,     ,
913,19510905,    0,     ,
913,19510906,    0,     ,
913,19510907,    1,     ,
913,19510908,    0,     ,
913,19510909,    0,     ,
913,19510910,    0,     ,
913,19510911,   80,     ,
913,19510912,   27,     ,
913,19510913,    0,     ,
913,19510914,    0,     ,
913,19510915,    0,     ,
913,19510916,    1,     ,
913,19510917,   81,     ,
913,19510918,    0,     ,
913,19510919,   48,     ,
913,19510920,   84,     ,
913,19510921,    0,     ,
913,19510922,    0,     ,
913,19510923,    0,     ,
913,19510924,  105,     ,
913,19510925,    0,     ,
913,19510926,    8,     ,
913,19510927,   15,     ,
913,19510928,    0,     ,
913,19510929,   80,     ,
913,19510930,    0,     ,
913,19511001,    0,     ,
913,19511002,    0,     ,
913,19511003,    0,     ,
913,19511004,    0,     ,
913,19511005,    0,     ,
913,19511006,    0,     ,
913,19511007,    0,     ,
913,19511008,    0,     ,
913,19511009,    0,     ,
913,19511010,    0,     ,
913,19511011,    0,     ,
913,19511012,    0,     ,
913,19511013,    0,     ,
913,19511014,    0,     ,
913,19511015,    0,     ,
913,19511016,    0,     ,
913,19511017,    0,     ,
913,19511018,    2,     ,
913,19511019,    0,     ,
913,19511020,    0,     ,
913,19511021,    0,     ,
913,19511022,   40,     ,
913,19511023,    1,     ,
913,19511024,    1,     ,
913,19511025,    1,     ,
913,19511026,    2,     ,
913,19511027,    0,     ,
913,19511028,    0,     ,
913,19511029,    7,     ,
913,19511030,    4,     ,
913,19511031,   61,     ,
913,19511101,   40,     ,
913,19511102,    4,     ,
913,19511103,   55,     ,
913,19511104,    1,     ,
913,19511105,    3,     ,
913,19511106,    0,     ,
913,19511107,   47,     ,
913,19511108,   72,     ,
913,19511109,    0,     ,
913,19511110,    0,     ,
913,19511111,   22,     ,
913,19511112,    1,     ,
913,19511113,   18,     ,
913,19511114,   86,     ,
913,19511115,   32,     ,
913,19511116,   13,     ,
913,19511117,   76,     ,
913,19511118,   16,     ,
913,19511119,   16,     ,
913,19511120,   45,     ,
913,19511121,   79,     ,
913,19511122,   25,     ,
913,19511123,  144,     ,
913,19511124,   40,     ,
913,19511125,   52,     ,
913,19511126,    5,     ,
913,19511127,    1,     ,
913,19511128,    5,     ,
913,19511129,   52,     ,
913,19511130,   35,     ,
913,19511201,    0,     ,
913,19511202,    0,     ,
913,19511203,    6,     ,
913,19511204,   14,     ,
913,19511205,    2,     ,
913,19511206,    2,     ,
913,19511207,   60,     ,
913,19511208,   10,     ,
913,19511209,   30,     ,
913,19511210,   25,     ,
913,19511211,   19,     ,
913,19511212,    0,     ,
913,19511213,    0,     ,
913,19511214,    1,     ,
913,19511215,    1,     ,
913,19511216,    2,     ,
913,19511217,   14,     ,
913,19511218,    2,     ,
913,19511219,    1,     ,
913,19511220,    1,     ,
913,19511221,    0,     ,
913,19511222,    1,     ,
913,19511223,    5,     ,
913,19511224,    1,     ,
913,19511225,   50,     ,
913,19511226,  201,     ,
913,19511227,    1,     ,
913,19511228,   70,     ,
913,19511229,   29,     ,
913,19511230,    0,     ,
913,19511231,   14,     ,
913,19520101,   10,     ,
913,19520102,   57,     ,
913,19520103,  170,     ,
913,19520104,   17,     ,
913,19520105,   11,     ,
913,19520106,    1,     ,
913,19520107,    0,     ,
913,19520108,    7,     ,
913,19520109,    8,     ,
913,19520110,   65,     ,
913,19520111,  143,     ,
913,19520112,   16,     ,
913,19520113,    8,     ,
913,19520114,   65,     ,
913,19520115,    0,     ,
913,19520116,    3,     ,
913,19520117,   57,     ,
913,19520118,  110,     ,
913,19520119,   71,     ,
913,19520120,   13,     ,
913,19520121,   34,     ,
913,19520122,    0,     ,
913,19520123,    5,     ,
913,19520124,    0,     ,
913,19520125,    0,     ,
913,19520126,    0,     ,
913,19520127,   33,     ,
913,19520128,    3,     ,
913,19520129,    2,     ,
913,19520130,    1,     ,
913,19520131,    1,     ,
913,19520201,  147,     ,
913,19520202,   14,     ,
913,19520203,    0,     ,
913,19520204,   70,     ,
913,19520205,    0,     ,
913,19520206,    0,     ,
913,19520207,   10,     ,
913,19520208,   14,     ,
913,19520209,   88,     ,
913,19520210,   23,     ,
913,19520211,  165,     ,
913,19520212,   27,     ,
913,19520213,    2,     ,
913,19520214,    0,     ,
913,19520215,    0,     ,
913,19520216,    0,     ,
913,19520217,   10,     ,
913,19520218,    2,     ,
913,19520219,    2,     ,
913,19520220,   10,     ,
913,19520221,    0,     ,
913,19520222,    0,     ,
913,19520223,    0,     ,
913,19520224,    0,     ,
913,19520225,    0,     ,
913,19520226,    0,     ,
913,19520227,    0,     ,
913,19520228,    0,     ,
913,19520229,    0,     ,
913,19520301,   19,     ,
913,19520302,    0,     ,
913,19520303,    0,     ,
913,19520304,    0,     ,
913,19520305,   37,     ,
913,19520306,   15,     ,
913,19520307,    0,     ,
913,19520308,   34,     ,
913,19520309,    0,     ,
913,19520310,   50,     ,
913,19520311,    4,     ,
913,19520312,    0,     ,
913,19520313,    1,     ,
913,19520314,    0,     ,
913,19520315,    0,     ,
913,19520316,    0,     ,
913,19520317,    7,     ,
913,19520318,    0,     ,
913,19520319,    0,     ,
913,19520320,    0,     ,
913,19520321,   30,     ,
913,19520322,   71,     ,
913,19520323,   44,     ,
913,19520324,    6,     ,
913,19520325,  100,     ,
913,19520326,   27,     ,
913,19520327,    0,     ,
913,19520328,    3,     ,
913,19520329,   13,     ,
913,19520330,  107,     ,
913,19520331,   20,     ,
913,19520401,    2,     ,
913,19520402,    0,     ,
913,19520403,   20,     ,
913,19520404,    0,     ,
913,19520405,    0,     ,
913,19520406,    0,     ,
913,19520407,   38,     ,
913,19520408,   45,     ,
913,19520409,    1,     ,
913,19520410,    0,     ,
913,19520411,    0,     ,
913,19520412,    0,     ,
913,19520413,    0,     ,
913,19520414,    0,     ,
913,19520415,    0,     ,
913,19520416,    0,     ,
913,19520417,    0,     ,
913,19520418,    0,     ,
913,19520419,    0,     ,
913,19520420,    1,     ,
913,19520421,    0,     ,
913,19520422,   14,     ,
913,19520423,    0,     ,
913,19520424,    0,     ,
913,19520425,    0,     ,
913,19520426,    0,     ,
913,19520427,    0,     ,
913,19520428,    0,     ,
913,19520429,   60,     ,
913,19520430,    0,     ,
913,19520501,    0,     ,
913,19520502,    0,     ,
913,19520503,    0,     ,
913,19520504,   20,     ,
913,19520505,   40,     ,
913,19520506,    3,     ,
913,19520507,   23,     ,
913,19520508,    0,     ,
913,19520509,    5,     ,
913,19520510,    1,     ,
913,19520511,    1,     ,
913,19520512,    0,     ,
913,19520513,    1,     ,
913,19520514,    1,     ,
913,19520515,    0,     ,
913,19520516,    0,     ,
913,19520517,    0,     ,
913,19520518,    0,     ,
913,19520519,    0,     ,
913,19520520,    0,     ,
913,19520521,    0,     ,
913,19520522,    0,     ,
913,19520523,    0,     ,
913,19520524,    0,     ,
913,19520525,    0,     ,
913,19520526,    0,     ,
913,19520527,   17,     ,
913,19520528,   45,     ,
913,19520529,   10,     ,
913,19520530,    2,     ,
913,19520531,    2,     ,
913,19520601,   22,     ,
913,19520602,   53,     ,
913,19520603,   11,     ,
913,19520604,    0,     ,
913,19520605,    0,     ,
913,19520606,    0,     ,
913,19520607,   70,     ,
913,19520608,    0,     ,
913,19520609,   56,     ,
913,19520610,    0,     ,
913,19520611,    0,     ,
913,19520612,    0,     ,
913,19520613,    0,     ,
913,19520614,   13,     ,
913,19520615,  180,     ,
913,19520616,   28,     ,
913,19520617,    0,     ,
913,19520618,    3,     ,
913,19520619,    0,     ,
913,19520620,    0,     ,
913,19520621,    0,     ,
913,19520622,    4,     ,
913,19520623,   35,     ,
913,19520624,    8,     ,
913,19520625,    0,     ,
913,19520626,    6,     ,
913,19520627,    0,     ,
913,19520628,    0,     ,
913,19520629,    0,     ,
913,19520630,    0,     ,
913,19520701,    0,     ,
913,19520702,    0,     ,
913,19520703,  232,     ,
913,19520704,  185,     ,
913,19520705,    0,     ,
913,19520706,   28,     ,
913,19520707,    0,     ,
913,19520708,    0,     ,
913,19520709,  255,     ,
913,19520710,   13,     ,
913,19520711,    0,     ,
913,19520712,    0,     ,
913,19520713,   10,     ,
913,19520714,    0,     ,
913,19520715,    0,     ,
913,19520716,    0,     ,
913,19520717,    0,     ,
913,19520718,   46,     ,
913,19520719,   55,     ,
913,19520720,    0,     ,
913,19520721,    0,     ,
913,19520722,    0,     ,
913,19520723,    0,     ,
913,19520724,    0,     ,
913,19520725,    0,     ,
913,19520726,    0,     ,
913,19520727,    0,     ,
913,19520728,    7,     ,
913,19520729,   66,     ,
913,19520730,   30,     ,
913,19520731,   39,     ,
913,19520801,    0,     ,
913,19520802,   40,     ,
913,19520803,   23,     ,
913,19520804,    0,     ,
913,19520805,    0,     ,
913,19520806,    0,     ,
913,19520807,   32,     ,
913,19520808,   15,     ,
913,19520809,    0,     ,
913,19520810,   38,     ,
913,19520811,   16,     ,
913,19520812,    0,     ,
913,19520813,    0,     ,
913,19520814,  107,     ,
913,19520815,    0,     ,
913,19520816,   70,     ,
913,19520817,   38,     ,
913,19520818,    1,     ,
913,19520819,  102,     ,
913,19520820,   26,     ,
913,19520821,  142,     ,
913,19520822,    0,     ,
913,19520823,   10,     ,
913,19520824,    0,     ,
913,19520825,    0,     ,
913,19520826,    0,     ,
913,19520827,    0,     ,
913,19520828,    0,     ,
913,19520829,    0,     ,
913,19520830,    0,     ,
913,19520831,    0,     ,
913,19520901,    3,     ,
913,19520902,   78,     ,
913,19520903,    7,     ,
913,19520904,   70,     ,
913,19520905,    6,     ,
913,19520906,   13,     ,
913,19520907,   29,     ,
913,19520908,   17,     ,
913,19520909,  243,     ,
913,19520910,    0,     ,
913,19520911,    0,     ,
913,19520912,    0,     ,
913,19520913,    0,     ,
913,19520914,    0,     ,
913,19520915,    0,     ,
913,19520916,    0,     ,
913,19520917,    0,     ,
913,19520918,    0,     ,
913,19520919,   35,     ,
913,19520920,    0,     ,
913,19520921,   19,     ,
913,19520922,  100,     ,
913,19520923,    0,     ,
913,19520924,    0,     ,
913,19520925,   30,     ,
913,19520926,   40,     ,
913,19520927,    1,     ,
913,19520928,  132,     ,
913,19520929,   25,     ,
913,19520930,   25,     ,
913,19521001,   45,     ,
913,19521002,   13,     ,
913,19521003,   11,     ,
913,19521004,   41,     ,
913,19521005,   12,     ,
913,19521006,    0,     ,
913,19521007,   15,     ,
913,19521008,   21,     ,
913,19521009,    0,     ,
913,19521010,   26,     ,
913,19521011,   14,     ,
913,19521012,   25,     ,
913,19521013,    0,     ,
913,19521014,  110,     ,
913,19521015,   13,     ,
913,19521016,   75,     ,
913,19521017,    4,     ,
913,19521018,    0,     ,
913,19521019,    0,     ,
913,19521020,    0,     ,
913,19521021,    2,     ,
913,19521022,    0,     ,
913,19521023,   13,     ,
913,19521024,    7,     ,
913,19521025,   21,     ,
913,19521026,    1,     ,
913,19521027,    9,     ,
913,19521028,    0,     ,
913,19521029,   55,     ,
913,19521030,   33,     ,
913,19521031,   25,     ,
913,19521101,    2,     ,
913,19521102,   80,     ,
913,19521103,  156,     ,
913,19521104,    4,     ,
913,19521105,    4,     ,
913,19521106,    3,     ,
913,19521107,  229,     ,
913,19521108,   44,     ,
913,19521109,    0,     ,
913,19521110,   40,     ,
913,19521111,   64,     ,
913,19521112,   28,     ,
913,19521113,   16,     ,
913,19521114,    0,     ,
913,19521115,    2,     ,
913,19521116,    0,     ,
913,19521117,    0,     ,
913,19521118,    0,     ,
913,19521119,    0,     ,
913,19521120,   14,     ,
913,19521121,    2,     ,
913,19521122,   35,     ,
913,19521123,   12,     ,
913,19521124,   10,     ,
913,19521125,    6,     ,
913,19521126,    0,     ,
913,19521127,    5,     ,
913,19521128,  105,     ,
913,19521129,   43,     ,
913,19521130,    5,     ,
913,19521201,    0,     ,
913,19521202,    0,     ,
913,19521203,   12,     ,
913,19521204,    0,     ,
913,19521205,    0,     ,
913,19521206,   12,     ,
913,19521207,    0,     ,
913,19521208,    0,     ,
913,19521209,    0,     ,
913,19521210,    0,     ,
913,19521211,   15,     ,
913,19521212,   25,     ,
913,19521213,   50,     ,
913,19521214,  128,     ,
913,19521215,    4,     ,
913,19521216,   28,     ,
913,19521217,   62,     ,
913,19521218,   19,     ,
913,19521219,    4,     ,
913,19521220,   51,     ,
913,19521221,  136,     ,
913,19521222,    9,     ,
913,19521223,   80,     ,
913,19521224,    0,     ,
913,19521225,  121,     ,
913,19521226,   28,     ,
913,19521227,   58,     ,
913,19521228,    0,     ,
913,19521229,    0,     ,
913,19521230,    0,     ,
913,19521231,    0,     ,
913,19530101,   22,     ,
913,19530102,    2,     ,
913,19530103,    2,     ,
913,19530104,    0,     ,
913,19530105,    0,     ,
913,19530106,    0,     ,
913,19530107,    0,     ,
913,19530108,    0,     ,
913,19530109,    0,     ,
913,19530110,   18,     ,
913,19530111,    2,     ,
913,19530112,    1,     ,
913,19530113,    1,     ,
913,19530114,    0,     ,
913,19530115,    0,     ,
913,19530116,   42,     ,
913,19530117,   15,     ,
913,19530118,    7,     ,
913,19530119,    3,     ,
913,19530120,   25,     ,
913,19530121,    2,     ,
913,19530122,    0,     ,
913,19530123,    1,     ,
913,19530124,    0,     ,
913,19530125,    6,     ,
913,19530126,    1,     ,
913,19530127,    7,     ,
913,19530128,   10,     ,
913,19530129,    0,     ,
913,19530130,    0,     ,
913,19530131,   20,     ,
913,19530201,  244,     ,
913,19530202,  135,     ,
913,19530203,    4,     ,
913,19530204,    4,     ,
913,19530205,   29,     ,
913,19530206,   20,     ,
913,19530207,    5,     ,
913,19530208,    1,     ,
913,19530209,  104,     ,
913,19530210,   79,     ,
913,19530211,   70,     ,
913,19530212,   11,     ,
913,19530213,   20,     ,
913,19530214,    1,     ,
913,19530215,    6,     ,
913,19530216,    0,     ,
913,19530217,    0,     ,
913,19530218,   30,     ,
913,19530219,    3,     ,
913,19530220,   16,     ,
913,19530221,    0,     ,
913,19530222,   28,     ,
913,19530223,    0,     ,
913,19530224,    0,     ,
913,19530225,    0,     ,
913,19530226,    0,     ,
913,19530227,    0,     ,
913,19530228,    3,     ,
913,19530301,    0,     ,
913,19530302,    1,     ,
913,19530303,    1,     ,
913,19530304,    3,     ,
913,19530305,    2,     ,
913,19530306,    0,     ,
913,19530307,    2,     ,
913,19530308,    2,     ,
913,19530309,    2,     ,
913,19530310,    1,     ,
913,19530311,    2,     ,
913,19530312,   36,     ,
913,19530313,    1,     ,
913,19530314,    0,     ,
913,19530315,    0,     ,
913,19530316,    0,     ,
913,19530317,    0,     ,
913,19530318,    0,     ,
913,19530319,    1,     ,
913,19530320,    2,     ,
913,19530321,    1,     ,
913,19530322,    1,     ,
913,19530323,    1,     ,
913,19530324,    1,     ,
913,19530325,    0,     ,
913,19530326,    0,     ,
913,19530327,   10,     ,
913,19530328,    0,     ,
913,19530329,   21,     ,
913,19530330,    0,     ,
913,19530331,   23,     ,
913,19530401,   10,     ,
913,19530402,    0,     ,
913,19530403,    0,     ,
913,19530404,   28,     ,
913,19530405,   77,     ,
913,19530406,   30,     ,
913,19530407,   20,     ,
913,19530408,   43,     ,
913,19530409,    8,     ,
913,19530410,    0,     ,
913,19530411,    0,     ,
913,19530412,    0,     ,
913,19530413,    7,     ,
913,19530414,    1,     ,
913,19530415,   10,     ,
913,19530416,    8,     ,
913,19530417,    0,     ,
913,19530418,    0,     ,
913,19530419,    0,     ,
913,19530420,    0,     ,
913,19530421,    0,     ,
913,19530422,    0,     ,
913,19530423,    0,     ,
913,19530424,    0,     ,
913,19530425,    0,     ,
913,19530426,    0,     ,
913,19530427,    2,     ,
913,19530428,  140,     ,
913,19530429,   13,     ,
913,19530430,   22,     ,
913,19530501,    0,     ,
913,19530502,    0,     ,
913,19530503,    0,     ,
913,19530504,    0,     ,
913,19530505,    0,     ,
913,19530506,    1,     ,
913,19530507,    1,     ,
913,19530508,    5,     ,
913,19530509,    0,     ,
913,19530510,    3,     ,
913,19530511,    0,     ,
913,19530512,    0,     ,
913,19530513,    0,     ,
913,19530514,    0,     ,
913,19530515,   40,     ,
913,19530516,    0,     ,
913,19530517,    0,     ,
913,19530518,    0,     ,
913,19530519,   15,     ,
913,19530520,    0,     ,
913,19530521,    0,     ,
913,19530522,    4,     ,
913,19530523,    0,     ,
913,19530524,    0,     ,
913,19530525,    0,     ,
913,19530526,    0,     ,
913,19530527,    7,     ,
913,19530528,    6,     ,
913,19530529,    0,     ,
913,19530530,   71,     ,
913,19530531,  105,     ,
913,19530601,   75,     ,
913,19530602,   65,     ,
913,19530603,  175,     ,
913,19530604,   35,     ,
913,19530605,    0,     ,
913,19530606,    0,     ,
913,19530607,    0,     ,
913,19530608,    0,     ,
913,19530609,    0,     ,
913,19530610,   52,     ,
913,19530611,    9,     ,
913,19530612,    0,     ,
913,19530613,   35,     ,
913,19530614,    9,     ,
913,19530615,    0,     ,
913,19530616,    0,     ,
913,19530617,    0,     ,
913,19530618,   47,     ,
913,19530619,   34,     ,
913,19530620,    0,     ,
913,19530621,    0,     ,
913,19530622,    0,     ,
913,19530623,    3,     ,
913,19530624,    0,     ,
913,19530625,   60,     ,
913,19530626,   20,     ,
913,19530627,  331,     ,
913,19530628,   74,     ,
913,19530629,    0,     ,
913,19530630,    0,     ,
913,19530701,    0,     ,
913,19530702,  402,     ,
913,19530703,   25,     ,
913,19530704,   10,     ,
913,19530705,    0,     ,
913,19530706,    0,     ,
913,19530707,    6,     ,
913,19530708,   35,     ,
913,19530709,    0,     ,
913,19530710,   10,     ,
913,19530711,   50,     ,
913,19530712,    0,     ,
913,19530713,   59,     ,
913,19530714,   80,     ,
913,19530715,    3,     ,
913,19530716,   48,     ,
913,19530717,   10,     ,
913,19530718,    4,     ,
913,19530719,   52,     ,
913,19530720,   16,     ,
913,19530721,    5,     ,
913,19530722,  215,     ,
913,19530723,  116,     ,
913,19530724,   10,     ,
913,19530725,    0,     ,
913,19530726,    5,     ,
913,19530727,    9,     ,
913,19530728,   62,     ,
913,19530729,    0,     ,
913,19530730,   80,     ,
913,19530731,   11,     ,
913,19530801,  249,     ,
913,19530802,    4,     ,
913,19530803,    7,     ,
913,19530804,   26,     ,
913,19530805,    5,     ,
913,19530806,   24,     ,
913,19530807,    0,     ,
913,19530808,    0,     ,
913,19530809,    0,     ,
913,19530810,    0,     ,
913,19530811,    0,     ,
913,19530812,    0,     ,
913,19530813,    0,     ,
913,19530814,    0,     ,
913,19530815,    0,     ,
913,19530816,    0,     ,
913,19530817,    0,     ,
913,19530818,    0,     ,
913,19530819,   17,     ,
913,19530820,    0,     ,
913,19530821,   83,     ,
913,19530822,   52,     ,
913,19530823,   50,     ,
913,19530824,   75,     ,
913,19530825,   42,     ,
913,19530826,    2,     ,
913,19530827,    6,     ,
913,19530828,    3,     ,
913,19530829,    0,     ,
913,19530830,   71,     ,
913,19530831,    4,     ,
913,19530901,    0,     ,
913,19530902,    0,     ,
913,19530903,   37,     ,
913,19530904,    0,     ,
913,19530905,    0,     ,
913,19530906,    0,     ,
913,19530907,    0,     ,
913,19530908,    0,     ,
913,19530909,    0,     ,
913,19530910,    2,     ,
913,19530911,   17,     ,
913,19530912,   16,     ,
913,19530913,    0,     ,
913,19530914,    0,     ,
913,19530915,    0,     ,
913,19530916,    0,     ,
913,19530917,    0,     ,
913,19530918,   54,     ,
913,19530919,   19,     ,
913,19530920,    1,     ,
913,19530921,    8,     ,
913,19530922,   18,     ,
913,19530923,   29,     ,
913,19530924,   22,     ,
913,19530925,    0,     ,
913,19530926,    0,     ,
913,19530927,    0,     ,
913,19530928,    0,     ,
913,19530929,    0,     ,
913,19530930,    0,     ,
913,19531001,    0,     ,
913,19531002,    0,     ,
913,19531003,    1,     ,
913,19531004,    3,     ,
913,19531005,    0,     ,
913,19531006,    0,     ,
913,19531007,    5,     ,
913,19531008,    4,     ,
913,19531009,    0,     ,
913,19531010,    0,     ,
913,19531011,    0,     ,
913,19531012,    0,     ,
913,19531013,    0,     ,
913,19531014,    2,     ,
913,19531015,    1,     ,
913,19531016,    0,     ,
913,19531017,    1,     ,
913,19531018,   11,     ,
913,19531019,    1,     ,
913,19531020,    0,     ,
913,19531021,    0,     ,
913,19531022,    0,     ,
913,19531023,    0,     ,
913,19531024,    1,     ,
913,19531025,    0,     ,
913,19531026,    0,     ,
913,19531027,   12,     ,
913,19531028,    4,     ,
913,19531029,    0,     ,
